product_name,brand,price,source_file
"Zuegg Skipper Kiwi, Mela e Kiwi Gold 1000 ml",Zuegg Skipper,"1,95",ACQUA_SUCCHI_BIBITE
"Carrefour Classic Tè alla Pesca 0,5 L",Carrefour,"0,98",ACQUA_SUCCHI_BIBITE
Crodino Gusto Arancia Rossa 10 x 10 cl,Crodino,"5,45",ACQUA_SUCCHI_BIBITE
Prime Hydration Lemon Lime Flavour 500 ml,Prime,"4,50",ACQUA_SUCCHI_BIBITE
Carrefour Bio Succo di Mela e Bergamotto 750 ml,Carrefour Bio,"4,12",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, 250 ml",Red Bull,"5,56",ACQUA_SUCCHI_BIBITE
COCA-COLA Zero Zuccheri 450 ml (PET),Coca-Cola Zero Zuccheri,"2,64",ACQUA_SUCCHI_BIBITE
"Allegra San Benedetto Zero 0,75 L PET",San Benedetto,"1,05",ACQUA_SUCCHI_BIBITE
Santàl Dolce di Natura ananas Senza Zuccheri Aggiunti 1000 ml,Santàl,"1,75",ACQUA_SUCCHI_BIBITE
innocent Super Smoothie Antiossidante 300 ml,innocent,"9,97",ACQUA_SUCCHI_BIBITE
"San Benedetto Succoso Ananas Fusion 1,5L",San Benedetto,"1,23",ACQUA_SUCCHI_BIBITE
Brioschi Effervescente digestivo rinfrescante e dissetante 250 g,Brioschi,"17,40",ACQUA_SUCCHI_BIBITE
Carrefour Classic Gusto Gassosa zero 1 L,Carrefour,"0,69",ACQUA_SUCCHI_BIBITE
"Fever Tree, Mediterranean Tonic Water 4x20 cl",Fever Tree,"5,36",ACQUA_SUCCHI_BIBITE
innocent Super Smoothie Energy 300 ml,innocent,"9,97",ACQUA_SUCCHI_BIBITE
Carrefour Bio Succo e Polpa di Albicocca 750 ml,Carrefour Bio,"2,25",ACQUA_SUCCHI_BIBITE
COCA-COLA Senza Caffeina PET 4 x 660 ml,Coca-Cola Senza Caffeina,"1,65",ACQUA_SUCCHI_BIBITE
Lurisia la Nostra Limonata confezione 4 x 275 ml,Lurisia,"3,41",ACQUA_SUCCHI_BIBITE
le Naturelle Albume d'Uovo Pastorizzato 1000 g,le Naturelle,"3,79",ACQUA_SUCCHI_BIBITE
Vitasnella le Linfe Depurativa con Aloe Vera 500 mL,Vitasnella,"2,78",ACQUA_SUCCHI_BIBITE
Oransoda 100 cl,Oransoda,"1,29",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, Gusto Anguria, 250 ml",Red Bull,"5,80",ACQUA_SUCCHI_BIBITE
Prime Hydration Blue Raspberry Flavour 500 ml,Prime,"4,50",ACQUA_SUCCHI_BIBITE
"Sancarlo Snell-Up gusto Gassosa 1,5 L",Sancarlo,"0,37",ACQUA_SUCCHI_BIBITE
innocent+ Plus Ace Audace 750 ml,innocent,"5,27",ACQUA_SUCCHI_BIBITE
Valfrutta Bio Arancia Carota Limone 6 x 125 ml,Valfrutta,"4,47",ACQUA_SUCCHI_BIBITE
KINLEY Bitter Lemon Taste Pet 1L,Kinley,"1,29",ACQUA_SUCCHI_BIBITE
Psychik Zero 25 cl,Psychik,"3,16",ACQUA_SUCCHI_BIBITE
Coca-Cola Zero Senza Caffeina 6 x 33 cl,Coca-Cola Zero Zuccheri,"1,91",ACQUA_SUCCHI_BIBITE
Sant'Anna Pro 15g Proteine + Zinco Gusto Frutti Verdi + Menta 330 ml,Sant'Anna,"6,03",ACQUA_SUCCHI_BIBITE
Rauch bravo Multi Vitamin 2 L,Rauch,"1,33",ACQUA_SUCCHI_BIBITE
Carrefour Effervescente al Gusto di Limone 250 g,Carrefour,"11,16",ACQUA_SUCCHI_BIBITE
Santal Mix Mirtillo Zero Zuccheri Aggiunti* 250 ml,Santal,"3,16",ACQUA_SUCCHI_BIBITE
Sant'Anna Pro 15g Proteine + Zinco Gusto Tropical 330 ml,Sant'Anna,"6,03",ACQUA_SUCCHI_BIBITE
COCA-COLA Senza Caffeina Lattina 6 x 150 ml,Coca-Cola Senza Caffeina,"3,61",ACQUA_SUCCHI_BIBITE
Carrefour Extra Spremuta Ananas 750 ml,Carrefour,"3,99",ACQUA_SUCCHI_BIBITE
"ACQUA PANNA, Acqua Minerale Oligominerale Naturale, 75clx6",ACQUA PANNA,"0,93",ACQUA_SUCCHI_BIBITE
Prime Hydration Ice Pop Flavour 500 ml,Prime,"4,50",ACQUA_SUCCHI_BIBITE
Terre d'Italia Bergamotto 250 ml,Terre d'Italia,"5,16",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, Gusto Cocco Açaí, 250 ml",Red Bull,"5,80",ACQUA_SUCCHI_BIBITE
innocent Mela Kiwi & Lime 250 ml,innocent,"11,56",ACQUA_SUCCHI_BIBITE
"San Benedetto Passione Italiana Clementina 0,4L",San Benedetto,"1,73",ACQUA_SUCCHI_BIBITE
"San Benedetto SKINCARE 0,22L gusto Pesca e Frutti Rossi",San Benedetto,"6,32",ACQUA_SUCCHI_BIBITE
Tassoni Cedrata 4 x 180 ml,Tassoni,"6,51",ACQUA_SUCCHI_BIBITE
Santàl Dolce di Natura arancia rossa Senza Zuccheri Aggiunti 1000 ml,Santàl,"1,75",ACQUA_SUCCHI_BIBITE
Solvay Bicarbonato di Sodio Purissimo 1000 g,Solvay,"3,45",ACQUA_SUCCHI_BIBITE
"San Benedetto Aquavitamin Brain-Up Gusto Kiwi Mela Melograno 0,4 L",San Benedetto,"2,48",ACQUA_SUCCHI_BIBITE
"COCA-COLA Senza Caffeina PET 1,35 L",Coca-Cola Senza Caffeina,"1,10",ACQUA_SUCCHI_BIBITE
Burn 250 ml can,Burn,"4,36",ACQUA_SUCCHI_BIBITE
COCA-COLA Zero Zuccheri Lattina 8 x 330 ml,Coca-Cola Zero Zuccheri,"2,34",ACQUA_SUCCHI_BIBITE
Estathé zero pesca 400 ml,Estathé,"2,48",ACQUA_SUCCHI_BIBITE
"San Benedetto Thè Pesca Zero 0,5 L",San Benedetto,"1,18",ACQUA_SUCCHI_BIBITE
Valfrutta i Triangolini Pera Italiana succo e polpa Brik 12 x 100 ml,Valfrutta,"3,63",ACQUA_SUCCHI_BIBITE
Rauch bravo Premium Mango 1 L,Rauch,"2,35",ACQUA_SUCCHI_BIBITE
"San Benedetto Aquavitamin Beauty-You Gusto Frutti Rossi 0,4 L",San Benedetto,"2,48",ACQUA_SUCCHI_BIBITE
innocent Super Smoothie Ricarica 300 ml,innocent,"9,97",ACQUA_SUCCHI_BIBITE
"San Benedetto Aquavitamin D-Fence Gusto Limone 0,4 L",San Benedetto,"2,88",ACQUA_SUCCHI_BIBITE
"San Benedetto Aquavitamin C-Power Gusto Arancia 0,4 L",San Benedetto,"2,48",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, 355 ml",Red Bull,"5,04",ACQUA_SUCCHI_BIBITE
Prime Hydration Tropical Punch Flavour 500 ml,Prime,"4,50",ACQUA_SUCCHI_BIBITE
Rauch bravo Premium Melone Ananas 1 L,Rauch,"1,79",ACQUA_SUCCHI_BIBITE
Vitasnella le Linfe Detox con Limone Zenzero Menta 500 mL,Vitasnella,"2,78",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, Gusto Dragon Fruit, 250 ml",Red Bull,"5,80",ACQUA_SUCCHI_BIBITE
Lurisia la Nostra Aranciata confezione 4 x 275 ml,Lurisia,"3,41",ACQUA_SUCCHI_BIBITE
SANBITTÈR Passion Fruit 3x20cl,SANBITTÈR,"6,92",ACQUA_SUCCHI_BIBITE
Carrefour Bio Bevanda ai Frutti di Bosco 500 ml,Carrefour Bio,"6,18",ACQUA_SUCCHI_BIBITE
"Vitasnella Depurathé Tè alla Pesca con Erbe Depurative* 1,25 L",Vitasnella,"1,16",ACQUA_SUCCHI_BIBITE
"Fever Tree, Indian Tonic Water 4x20 cl",Fever Tree,"5,36",ACQUA_SUCCHI_BIBITE
"innocent arancia rossa, melagrana, arancia & lime 900 ml",innocent,"4,10",ACQUA_SUCCHI_BIBITE
Carrefour Classic Bevanda Senza Zuccheri Aggiunti* Pesca con Mela 1 L,Carrefour,"1,65",ACQUA_SUCCHI_BIBITE
"Fever Tree, Ginger Beer 4x20 cl",Fever Tree,"5,36",ACQUA_SUCCHI_BIBITE
"Red Bull Energy Drink, Gusto Albicocca Fragola, 250 ml",Red Bull,"5,80",ACQUA_SUCCHI_BIBITE
"Vitasnella Depurathé Tè al Limone con Erbe Depurative* 1,25 L",Vitasnella,"1,16",ACQUA_SUCCHI_BIBITE
"Bitter Rosso San Benedetto 0,10 L ow x6",San Benedetto,"3,75",ACQUA_SUCCHI_BIBITE
"Carrefour Classic Tè al Limone 0,5 L",Carrefour,"0,98",ACQUA_SUCCHI_BIBITE
Zuegg Skipper Solo Frutta Spremuta Arancia Bionda 750 ml,Zuegg Skipper,"4,20",ACQUA_SUCCHI_BIBITE
innocent succo di mela 900 ml,innocent,"3,88",ACQUA_SUCCHI_BIBITE
"Crodino Gusto Arancia Rossa 3 x 17,5 cl",Crodino,"5,70",ACQUA_SUCCHI_BIBITE
Olympus Melagrana Uva Mela Arancia 1 L,Olympus,"2,99",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Orzata 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Carrefour Classic Preparato Solubile Tè al Limone 125 g,Carrefour,"5,52",ACQUA_SUCCHI_BIBITE
"Estathé the Verde 1,5 L",Estathé,"1,33",ACQUA_SUCCHI_BIBITE
Coca-Cola Regular 6 x 33 cl,Coca-Cola Original,"1,91",ACQUA_SUCCHI_BIBITE
Sprite PET 4 x 66 cl,Sprite,"1,50",ACQUA_SUCCHI_BIBITE
Carrefour Extra Spremuta Pompelmo Rosa 750 ml,Carrefour,"3,99",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Latte di Mandorla 500 ml,Carrefour,"7,98",ACQUA_SUCCHI_BIBITE
Zuegg I frutteti di Oswald Zuegg Albicocche Italiane 500 ml,Zuegg,"5,18",ACQUA_SUCCHI_BIBITE
innocent+ Plus Fa-blu-loso 750 ml,innocent,"5,27",ACQUA_SUCCHI_BIBITE
"LEVISSIMA⁺ Tonificante, Acqua al gusto di Scorza di Limone e Cetriolo 50 cl",LEVISSIMA⁺,"2,60",ACQUA_SUCCHI_BIBITE
Estathé limone 330 ml,Estathé,"2,70",ACQUA_SUCCHI_BIBITE
Lurisia il Nostro Aperitivo Analcolico con Assenzio Maggiore Piemontese 4 x 150 ml,Lurisia,"5,48",ACQUA_SUCCHI_BIBITE
Carrefour Classic Bevanda Senza Zuccheri Aggiunti* Pera con Mela 1 L,Carrefour,"1,65",ACQUA_SUCCHI_BIBITE
Tassoni Chinotto Bio 4 x 180 ml,Tassoni,"5,54",ACQUA_SUCCHI_BIBITE
"San Benedetto Fruit & Power PET 0,40 L",San Benedetto,"3,63",ACQUA_SUCCHI_BIBITE
"LEVISSIMA+, Acqua con Magnesio, PET 50 cl",LEVISSIMA⁺,"2,60",ACQUA_SUCCHI_BIBITE
"innocent smoothies kids fragola, lampone & mela 4 x 150 ml",innocent,"6,65",ACQUA_SUCCHI_BIBITE
Carrefour Classic Bevanda Senza Zuccheri Aggiunti* Arancia Rossa con Mela 1 L,Carrefour,"1,65",ACQUA_SUCCHI_BIBITE
Pro Up 20g Mirtillo 250 ml,Pro Up 20g,"9,96",ACQUA_SUCCHI_BIBITE
Psychik Taurine drink 25 cl,Psychik,"3,16",ACQUA_SUCCHI_BIBITE
Pro Up 20g con 20% di Caffè 250 ml,Pro Up 20g,"9,96",ACQUA_SUCCHI_BIBITE
Pro Up 20g al Gusto di Cioccolato & Cookies** 250 ml,Pro Up 20g,"9,96",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Granatina 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Tassoni Soda la Classica 4 x 180 ml,Tassoni,"6,93",ACQUA_SUCCHI_BIBITE
Rauch bravo Mela Verde 2 L,Rauch,"1,33",ACQUA_SUCCHI_BIBITE
Carrefour Classic Preparato Solubile Tè alla Pesca 125 g,Carrefour,"5,52",ACQUA_SUCCHI_BIBITE
Zuegg I frutteti di Oswald Nettare di Melograno Italiano 6 x 125 ml,Zuegg,"7,93",ACQUA_SUCCHI_BIBITE
Tassoni Tonica Superfine 4 x 180 ml,Tassoni,"6,93",ACQUA_SUCCHI_BIBITE
SANBITTER Bianco 10 x 10 cl,SANBITTÈR,"6,55",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Tamarindo 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Rauch bravo Ananas 2 L,Rauch,"1,33",ACQUA_SUCCHI_BIBITE
"Fever Tree, Aromatic Tonic Water 4x20 cl",Fever Tree,"5,36",ACQUA_SUCCHI_BIBITE
"Vera Frizzante 6 x 1,5 l",Vera,"0,23",ACQUA_SUCCHI_BIBITE
Carrefour Classic Preparato Solubile Tè alla Pesca 1000 g,Carrefour,"2,79",ACQUA_SUCCHI_BIBITE
SanThè Sant'Anna Pesca 330 ml,SanThè,"2,39",ACQUA_SUCCHI_BIBITE
ristora preparato solubile per bevanda di Tè al Limone istantaneo 1 kg,ristora,"2,89",ACQUA_SUCCHI_BIBITE
"San Benedetto Aquaprotein Mela-Lemongrass 0,4 L",San Benedetto,"3,73",ACQUA_SUCCHI_BIBITE
"LEVISSIMA⁺ Drenante, Acqua al gusto di Agrumi e Rosa 50 cl",LEVISSIMA⁺,"2,60",ACQUA_SUCCHI_BIBITE
Carrefour Classic Preparato Solubile Tè Verde al Limone 1000 g,Carrefour,"2,79",ACQUA_SUCCHI_BIBITE
"Fever Tree, Light Tonic Water 4x20 cl",Fever Tree,"5,36",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Fragola 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Carrefour Sciroppo di Amarena 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Pro Up 20g Lime e Zenzero 250 ml,Pro Up 20g,"9,96",ACQUA_SUCCHI_BIBITE
Zuegg Skipper Solo Frutta Spremuta Agrumi + Carota 750 ml,Zuegg Skipper,"4,20",ACQUA_SUCCHI_BIBITE
"Acqua frizzante 6 bottiglie 1,5L",Simpl,"0,13",ACQUA_SUCCHI_BIBITE
Carrefour Classic Preparato Solubile Tè al Limone 1000 g,Carrefour,"2,79",ACQUA_SUCCHI_BIBITE
innocent orange juice with bits 330 ml,innocent,"7,55",ACQUA_SUCCHI_BIBITE
Fanta Zero Orange 6 x 33 cl,Fanta,"1,91",ACQUA_SUCCHI_BIBITE
"SPRITE, Bibita gassata 660 ml x4 (PET)",Sprite,"1,50",ACQUA_SUCCHI_BIBITE
innocent pressed juice tutti frutti 900 ml,innocent,"3,77",ACQUA_SUCCHI_BIBITE
"innocent smoothies kids arancia, mango & ananas 4 x 150 ml",innocent,"6,65",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Limone 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Aperol Soda 6 x 125 ml,Aperol,"6,87",ACQUA_SUCCHI_BIBITE
Carrefour Classic Bevanda Senza Zuccheri Aggiunti* Albicocca con Mela 1 L,Carrefour,"1,65",ACQUA_SUCCHI_BIBITE
Fanta Original 6 x 33 cl,Fanta,"1,91",ACQUA_SUCCHI_BIBITE
innocent Super Smoothie Berry Defense 300 ml,innocent,"9,30",ACQUA_SUCCHI_BIBITE
Amarena Fabbri 560 ml,Amarena Fabbri,"9,80",ACQUA_SUCCHI_BIBITE
Santàl Dolce di Natura pesca mango mix Senza Zuccheri Aggiunti 1000 ml,Santàl,"1,99",ACQUA_SUCCHI_BIBITE
Sprite 6 x 33 cl,Sprite,"1,91",ACQUA_SUCCHI_BIBITE
Zuegg I frutteti di Oswald Zuegg Pere Italiane 500 ml,Zuegg,"5,18",ACQUA_SUCCHI_BIBITE
Lurisia il Nostro Aperitivo Analcolico con Genziana delle Alpi confezione 4 x 150 ml,Lurisia,"5,48",ACQUA_SUCCHI_BIBITE
Sant'Anna Beauty Hyaluronic Acid 150 ml,Sant'Anna,"21,93",ACQUA_SUCCHI_BIBITE
Lurisia la Nostra Aranciata Amara confezione 4 x 275 ml,Lurisia,"3,41",ACQUA_SUCCHI_BIBITE
Carrefour Classic Sciroppo di Anice 500 ml,Carrefour,"5,38",ACQUA_SUCCHI_BIBITE
Zuegg I frutteti di Oswald Zuegg Pesche Italiane 500 ml,Zuegg,"5,18",ACQUA_SUCCHI_BIBITE
Lurisia la Nostra Aranciata Rossa confezione 4 x 275 ml,Lurisia,"3,41",ACQUA_SUCCHI_BIBITE
Valfrutta Pesca Italiana Succo e polpa di frutta 8 x 200 ml,Valfrutta,"1,24",ACQUA_SUCCHI_BIBITE
Santàl ACE 1000 ml,Santàl,"1,35",ACQUA_SUCCHI_BIBITE
"Valfrutta ACE Arancia, carota e limone 8 x 200 ml",Valfrutta,"1,24",ACQUA_SUCCHI_BIBITE
Valfrutta Pera Italiana Succo e polpa di frutta 8 x 200 ml,Valfrutta,"1,24",ACQUA_SUCCHI_BIBITE
Fabbri Zero Chinotto 560 ml,Fabbri,"9,80",ACQUA_SUCCHI_BIBITE
Coca-Cola Senza Caffeina 6 x 33 cl,Coca-Cola Senza Caffeina,"1,91",ACQUA_SUCCHI_BIBITE
Santàl ananas 1000 ml,Santàl,"1,65",ACQUA_SUCCHI_BIBITE
Valfrutta Albicocca Italiana Succo e polpa di frutta 8 x 200 ml,Valfrutta,"1,24",ACQUA_SUCCHI_BIBITE
Magnum Almond 4 Gelati 300 g,Magnum,"18,30",GAELATI E SURGELATI
Gocciole Cremoso Gelato al Gusto di Vaniglia con Mini Gocciole 435 g,Gocciole,"9,17",GAELATI E SURGELATI
"Magnum Euphoria Pink Lemonade 3 Gelati 208,5 g",Magnum,"26,39",GAELATI E SURGELATI
Magnum Double Gold Caramel Billionaire 3 x 71 g,Magnum,"25,77",GAELATI E SURGELATI
Magnum Pistacchio 4 Gelati 308 g,Magnum,"17,82",GAELATI E SURGELATI
Sammontana Barattolino Classico Crema 500 g,Sammontana,"5,98",GAELATI E SURGELATI
Magnum White Chocolate 4 Gelati 294 g,Magnum,"18,67",GAELATI E SURGELATI
"Magnum Wonder Golden Toffee 3 Gelati 208,5 g",Magnum,"26,39",GAELATI E SURGELATI
Magnum Remix mini Nocciola 6 x 44 g,Magnum,"13,98",GAELATI E SURGELATI
Magnum Michelangelo 3 x 73 g,Magnum,"25,07",GAELATI E SURGELATI
Gocciole Gelato 4 pacchetti 360 g,Gocciole,"11,08",GAELATI E SURGELATI
Magnum White Chocolate Almond 4 Gelati 300 g,Magnum,"18,30",GAELATI E SURGELATI
Ringo Cremoso Gelato al gusto di Vaniglia e Cacao 445 g,Ringo,"8,97",GAELATI E SURGELATI
Carte d'Or Affogato al Cioccolato 500 g,Carte d'Or,"7,18",GAELATI E SURGELATI
Magnum Collection Salted Caramel & Glazed Almonds 3 Gelati 222 g,Magnum,"24,73",GAELATI E SURGELATI
Terre d'Italia Hamburger 100% carne italiana di razza chianina pregiata Surgelati 2 x 150 g,Terre d'Italia,"19,97",GAELATI E SURGELATI
Carrefour Funghi porcini Puliti e tagliati Surgelato 300 g,Carrefour,"23,30",GAELATI E SURGELATI
Cornetto Algida Freedom Solaika Marrocco 4 x 57 g,Cornetto,"22,76",GAELATI E SURGELATI
Ferrero Rocher Classic 4 x 50 g,Ferrero Rocher,"23,45",GAELATI E SURGELATI
Ferrero Pocket Coffee espresso 4 x 41 g,Ferrero,"28,60",GAELATI E SURGELATI
Carrefour Classic Vellutata di Zucca e Carote Surgelata 600 g,Carrefour,"4,32",GAELATI E SURGELATI
Carrefour Classic Vellutata di Verdure Surgelata 600 g,Carrefour,"4,32",GAELATI E SURGELATI
Carrefour Minestrone con 15 verdure Surgelato 1 kg,Carrefour,"2,19",GAELATI E SURGELATI
Carrefour Classic Zuppa Tradizionale Surgelata 600 g,Carrefour,"3,65",GAELATI E SURGELATI
Carrefour Melanzane a fette Surgelato 600 g,Carrefour,"5,82",GAELATI E SURGELATI
Terre d'Italia La Margherita 390 g,Terre d'Italia,"15,36",GAELATI E SURGELATI
Carrefour No Gluten! Pizza Margherita Surgelata 330 g,Carrefour,"14,82",GAELATI E SURGELATI
Orogel Cubello Spinaci Foglia Più Surgelati 900 g,Orogel,"4,10",GAELATI E SURGELATI
Carrefour Patate fritte Classiche Surgelate 450 g,Carrefour,"2,89",GAELATI E SURGELATI
Findus Ciuffetti di Spinaci Primavera 800 g,Findus,"4,56",GAELATI E SURGELATI
Carrefour Spinaci in Foglia Surgelato 1 kg,Carrefour,"2,19",GAELATI E SURGELATI
"KITKAT® Cono alla Vaniglia 4 x 63,3 g",NESTLÉ KITKAT®,"19,72",GAELATI E SURGELATI
Terre d'Italia Patate a spicchi Grigliate Surgelato 450 g,Terre d'Italia,"5,11",GAELATI E SURGELATI
Carrefour Classic Ghiaccioli Assortiti Arancia Amarena Limone Gusto Menta 10 x 60 g,Carrefour,"3,48",GAELATI E SURGELATI
Carrefour Classic Spinaci in Foglia Surgelato 600 g,Carrefour,"3,15",GAELATI E SURGELATI
Carrefour Classic Patate Saporite con Rosmarino Surgelato 450 g,Carrefour,"5,31",GAELATI E SURGELATI
"Carrefour Ghiaccioli Assortiti Amarena, Arancia, Gusto Menta, Limone 18 x 60 g",Carrefour,"4,62",GAELATI E SURGELATI
"KITKAT® Cono al Cacao 4 x 63,5 g",NESTLÉ KITKAT®,"19,65",GAELATI E SURGELATI
"NUII Mini Adventure Caramello Salato e Noci Macadamia, Cioccolato Fondente e Mirtilli 6 Gelati 253 g",NUII,"22,89",GAELATI E SURGELATI
Orogel i Grigliati Peperoni Arrostiti Surgelati 400 g,Orogel,"10,98",GAELATI E SURGELATI
NUII Mandorle Caramellate Salate e Miele della Nuova Zelanda 3 x 68 g,NUII,"14,66",GAELATI E SURGELATI
NUII Cioccolato al Latte e Nocciole Tostate Italiane 4 x 68 g,NUII,"18,35",GAELATI E SURGELATI
Bonduelle Spinaci Millefoglie 750 g,Bonduelle,"3,85",GAELATI E SURGELATI
Le Stagioni d'Italia Spinaci in Foglie Surgelati 450 g,Le Stagioni d'Italia,"4,78",GAELATI E SURGELATI
"NUII Mini Adventure Cioccolato Bianco Caramello Noci Pecan, New York Cookies Panna 6 Gelati 255 g",NUII,"22,71",GAELATI E SURGELATI
NUII Cioccolato Bianco con Caramello e Noci Pecan del Texas 3 x 66 g,NUII,"15,10",GAELATI E SURGELATI
"NUII Cocco e Mango Indiano 3 x 71,3 g",NUII,"13,97",GAELATI E SURGELATI
4 Salti in Padella Findus Spinaci Filanti 450 g,4 Salti in Padella,"11,00",GAELATI E SURGELATI
Carrefour Classic Stecchi Frutta Frutti di Bosco e Ananas 3+3 360 g,Carrefour,"11,08",GAELATI E SURGELATI
PizzAut 2 Basi Pinsa da Farcire a Piacere 460 g,PizzAut,"11,93",GAELATI E SURGELATI
NUII Burro d'Arachidi e Sciroppo d'Acero Canadese 3 x 68 g,NUII,"14,66",GAELATI E SURGELATI
Capitan Findus 12 Bastoncini con 100% Filetti di Merluzzo 300 g,Capitan Findus,"13,30",GAELATI E SURGELATI
Findus Piselli Novelli 1000 g,Findus,"5,10",GAELATI E SURGELATI
Capitan Findus 5 Fiori di Nasello 250 g,Capitan Findus,"25,96",GAELATI E SURGELATI
Pizzoli PataSnella Barchette 600 g,Pizzoli,"5,15",GAELATI E SURGELATI
Carletto Findus Chicken Nuggets 250 g,Carletto Findus,"15,96",GAELATI E SURGELATI
Findus Fagiolini Primavera 600 g,Findus,"7,75",GAELATI E SURGELATI
Carrefour 12 Bastoncini Impanati di Merluzzo d'Alaska Surgelato 12 x 25 g,Carrefour,"8,97",GAELATI E SURGELATI
Filetti di merluzzo d'Alaska congelati sfusi 300 g,Mega Surgelati,"8,00",GAELATI E SURGELATI
Orogel TantoCuore Carciofi Spicchi Surgelati 300 g,Orogel,"12,97",GAELATI E SURGELATI
Sofficini Findus 4 Sofficini Pomodoro Più Mozzarella 250 g,Sofficini Findus,"12,36",GAELATI E SURGELATI
Carrefour Fagiolini Finissimi Surgelato 1 kg,Carrefour,"3,19",GAELATI E SURGELATI
Sofficini Findus 4 Sofficini Prosciutto Cotto Più Mozzarella 250 g,Sofficini Findus,"12,36",GAELATI E SURGELATI
Bonduelle Natura in padella Taccole 450 g,Bonduelle,"5,22",GAELATI E SURGELATI
Carrefour Bio Misto per soffritto surgelato 150 g,Carrefour Bio,"6,60",GAELATI E SURGELATI
Italpizza 26x38 Margherita 485 g,Italpizza,"10,70",GAELATI E SURGELATI
Capitan Findus 2 Fiori di Salmone 200 g,Capitan Findus,"44,95",GAELATI E SURGELATI
Findus Minestrone Tradizione - con Verdure IGP e DOP 400 g,Findus,"5,98",GAELATI E SURGELATI
Carrefour Patate fritte Classiche Surgelato 1 kg,Carrefour,"2,39",GAELATI E SURGELATI
Carrefour Extra 6 Cuori di Nasello Sudafricano Surgelato 300 g,Carrefour,"14,50",GAELATI E SURGELATI
Carletto Findus 10 Bastoncini Di Pollo 250 g,Carletto Findus,"15,96",GAELATI E SURGELATI
nutella croissant 4 pezzi 340 g,nutella,"11,74",GAELATI E SURGELATI
Carrefour Classic Biscotondi Vaniglia 8 x 35 g,Carrefour,"9,96",GAELATI E SURGELATI
Capitan Findus 18 Bastoncini con 100% Filetti di Merluzzo 450 g,Capitan Findus,"7,76",GAELATI E SURGELATI
Cornetto Algida Classico 6 Gelati 450 g,Cornetto,"14,33",GAELATI E SURGELATI
Capitan Findus 2 Fiori di Orata 200 g,Capitan Findus,"44,95",GAELATI E SURGELATI
Capitan Findus I Gratinati Merluzzo d'Alaska con Pomodoro e Basilico 380 g,Capitan Findus,"15,76",GAELATI E SURGELATI
Capitan Findus I Gratinati Merluzzo d'Alaska con Erbe Mediterranee 380 g,Capitan Findus,"15,76",GAELATI E SURGELATI
Carrefour Extra Burger di Merluzzo Nordico Surgelati con prezzemolo e limone 2 x 80 g,Carrefour,"18,69",GAELATI E SURGELATI
NESTLÉ Maxibon Classic 4 x 96 g,NESTLÉ,"13,52",GAELATI E SURGELATI
Capitan Findus I Gratinati Merluzzo d'Alaska con Patate e Rosmarino 380 g,Capitan Findus,"15,76",GAELATI E SURGELATI
Carrefour Contorno Grigliato patate zucchine con Cipolla Rossa di Tropea Calabria IGP Surgelato 450g,Carrefour,"4,87",GAELATI E SURGELATI
Magnum bomboniera Classic 12 Gelati 104 g,Magnum,"36,44",GAELATI E SURGELATI
Orogel Le Erbe Aromatiche Misto per Soffritto Surgelati 300 g,Orogel,"7,83",GAELATI E SURGELATI
Capitan Findus 2 Fiori di Branzino 200 g,Capitan Findus,"44,95",GAELATI E SURGELATI
Sofficini Findus 4 Sofficini Formaggi Più Mozzarella 250 g,Sofficini Findus,"12,36",GAELATI E SURGELATI
Sofficini Findus 4 Sofficini Spinaci Più Mozzarella 250 g,Sofficini Findus,"12,36",GAELATI E SURGELATI
BUITONI Bella Napoli La Classica Margherita Pizza Surgelata 2 pizze 650 g,BUITONI,"9,83",GAELATI E SURGELATI
Carrefour Extra Burger di Salmone Surgelati con limone e aneto 2 x 80 g,Carrefour,"20,56",GAELATI E SURGELATI
Carrefour Filetti di Merluzzo Sudafricano Surgelato 4 pezzi 400 g,Carrefour,"12,48",GAELATI E SURGELATI
Carrefour Bio Cipolla tritata surgelata 150 g,Carrefour Bio,"6,60",GAELATI E SURGELATI
Carrefour Bio Prezzemolo tritato surgelato 50 g,Carrefour Bio,"19,80",GAELATI E SURGELATI
Capitan Findus Platessa Impanata 250 g,Capitan Findus,"23,96",GAELATI E SURGELATI
