product_name,brand,price,source_file
Carrefour Classic Burger di Prosciutto Cotto 2 x 75 g,Carrefour,"15,93",GASTRONOMIA
"Carrefour Veg Medaglioni Bulgur, broccoli e pomodori secchi 2 x 90 g",Carrefour Veg,"14,39",GASTRONOMIA
"Carrefour Veg Medaglioni Melanzane, farro e miglio 2 x 90 g",Carrefour Veg,"14,39",GASTRONOMIA
Carrefour Extra Cannelloni Ricotta e Spinaci 350 g,Carrefour,"9,97",GASTRONOMIA
Carrefour Sensation Vegetal Cous Cous Aromatico 200 g,Carrefour,"15,95",GASTRONOMIA
Carrefour Sensation Vegetal Tabulè Mediterraneo 200 g,Carrefour,"15,95",GASTRONOMIA
Carrefour Extra Vitello Tonnato 180 g,Carrefour,"22,17",GASTRONOMIA
Carrefour Veg Insalata di Farro con verdure miste 200 g,Carrefour Veg,"14,95",GASTRONOMIA
Teneroni Hamburger con Vitello 2 x 75 g,Teneroni,"11,93",GASTRONOMIA
Carrefour Bon appétit! Polpette di Carne 210 g,Carrefour,"23,81",GASTRONOMIA
Valsoia Bontà e Salute Super Affettato Gusto Speck 90 g,Valsoia Bontà e Salute,"47,67",GASTRONOMIA
Carrefour Bon appétit! Cavolfiori Lessati 200 g,Carrefour,"15,00",GASTRONOMIA
Bis di Verdure Grigliate,Carrefour,"15,00",GASTRONOMIA
Cannelloni Ricotta e Spinaci,Carrefour,"19,23",GASTRONOMIA
Kikkoman Salsa di Soia 150 ml,Kikkoman,"19,93",GASTRONOMIA
Kikkoman Salsa di Soia a Tasso Ridotto di Sale150 ml,Kikkoman,"19,93",GASTRONOMIA
Carrefour Bon appétit! Fagiolini Lessati 190 g,Carrefour,"14,16",GASTRONOMIA
Carrefour Sensation Spicy Salsa 315 g,Carrefour,"6,32",GASTRONOMIA
Carrefour Kit Fajitas 505 g,Carrefour,"10,08",GASTRONOMIA
Olive all'etnea da banco,Banco Gastronomia Carrefour,"14,90",GASTRONOMIA
Carrefour Classic Lievito Fresco 2 x 25 g,Carrefour,"7,80",GASTRONOMIA
Carrefour Classic Pasta Brisée Rotonda 230 g,Carrefour,"6,74",GASTRONOMIA
Lasagne alla Bolognese da banco,Banco Gastronomia Carrefour,"12,89",GASTRONOMIA
Carrefour Classic Pasta Frolla Rotonda 230 g,Carrefour,"5,87",GASTRONOMIA
Carrefour Bon appétit! Vitello Tonnato 200 g,Carrefour,"25,00",GASTRONOMIA
"Golfera Ben Fatto Lasagna al Ragù 0,250 kg",Golfera,"23,96",GASTRONOMIA
"Golfera Ben Fatto Vitello Tonnato 0,150 kg",Golfera,"39,93",GASTRONOMIA
Carrefour il Mercato Lasagne alla Bolognese 380 g,Carrefour,"13,16",GASTRONOMIA
Filetti di alici marinate da banco,Banco Gastronomia Carrefour,"33,90",GASTRONOMIA
Lasagne alla bolognese,Freschi con Gusto,"13,90",GASTRONOMIA
BUITONI Pasta Sfoglia Rotonda Rotolo 230g,BUITONI,"9,35",GASTRONOMIA
Carrefour Classic Pasta Sfoglia 230 g,Carrefour,"6,74",GASTRONOMIA
Carrefour Classic Piadina con Olio Extra Vergine d'Oliva 3 x 100 g,Carrefour,"5,17",GASTRONOMIA
Kioene miniburger l'Originale vegetale agli Spinaci 200 g,Kioene,"16,25",GASTRONOMIA
Carrefour Extra Gnocchetti alla Tirolese 350 g,Carrefour,"4,54",GASTRONOMIA
BUITONI Pasta Sfoglia Rettangolare Rotolo 230g,BUITONI,"8,48",GASTRONOMIA
Teneroni Hamburger con Prosciutto Cotto 2 x 75 g,Teneroni,"11,93",GASTRONOMIA
Carrefour Bio Tofu al naturale 2 x 125 g,Carrefour Bio,"7,96",GASTRONOMIA
Terre d'Italia Piada Romagnola IGP alla Riminese 3 piade precotte 360 g,Terre d'Italia,"7,47",GASTRONOMIA
Carrefour Classic Pasta Sfoglia Rettangolare 230 g,Carrefour,"7,61",GASTRONOMIA
Giovanni Rana Gnocchi Freschi di Patate 500 g,Giovanni Rana,"5,98",GASTRONOMIA
Giovanni Rana Gnocchetti Freschi di Patate 500 g,Giovanni Rana,"5,98",GASTRONOMIA
Carrefour Original Chicche di Patate 500 g,Carrefour,"2,38",GASTRONOMIA
Giovanni Rana Lasagne alla Bolognese 350 g,Giovanni Rana,"8,14",GASTRONOMIA
Terre d'Italia Pinsa 230 g,Terre d'Italia,"10,83",GASTRONOMIA
Kioene Burger vegetale alle Melanzane 200 g,Kioene,"16,25",GASTRONOMIA
Viva la Mamma Vitel Tonnè 180 g,Viva la Mamma,"27,17",GASTRONOMIA
Roast Beef all'inglese da banco,Banco Gastronomia Carrefour,"24,91",GASTRONOMIA
GARDEN GOURMET Straccetti di Soia Vegetariani 175 g,GARDEN GOURMET,"22,80",GASTRONOMIA
Barilla Emiliane Tortellini Pasta all'Uovo 250 g,Barilla,"10,36",GASTRONOMIA
Giovanni Rana Sfogliagrezza Prosciutto Crudo 250 g,Giovanni Rana,"15,00",GASTRONOMIA
Carrefour Classic Tortellini Prosciutto Crudo 250 g,Carrefour,"7,56",GASTRONOMIA
Kioene Burger vegetale con Carciofi e Pomodori Secchi 200 g,Kioene,"16,25",GASTRONOMIA
Amica Chips Señorita Tortilla Classica 200 g,Amica Chips,"9,25",GASTRONOMIA
Quadrucci alla carne,Pastificio Orobico,"10,36",GASTRONOMIA
Milk Pro High Protein Pancakes Freschi 4 x 40 g,Milk,"18,06",GASTRONOMIA
Simpl Gnocchi di patate 1 kg,Simpl,"0,99",GASTRONOMIA
Terre d'Italia Trofie della Liguria 300 g,Terre d'Italia,"5,63",GASTRONOMIA
Carrefour Bio Mini Burger di melanzane 4 x 40 g,Carrefour Bio,"18,06",GASTRONOMIA
Riccionepiadina Piadina Romagnola IGP alla Riminese 3 x 120 g,Riccionepiadina,"9,97",GASTRONOMIA
Terre d'Italia Tortellini alla Bolognese 250 g,Terre d'Italia,"14,60",GASTRONOMIA
Carrefour Classic Ravioli Funghi con Champignon e Porcini 250 g,Carrefour,"7,56",GASTRONOMIA
Tortelli ricotta e spinaci,Pastificio Orobico,"10,36",GASTRONOMIA
Simpl Tortellini al prosciutto Crudo 500 g,Simpl,"3,38",GASTRONOMIA
Giovanni Rana Duetto Burrata & Basilico 250 g,Giovanni Rana,"15,96",GASTRONOMIA
Fratelli Beretta Tramezzino Più Prosciutto Cotto Alta Qualità 140 g,Fratelli Beretta,"13,21",GASTRONOMIA
Carrefour Sensation Tortilla Nachos Natural 200 g,Carrefour,"4,95",GASTRONOMIA
Carrefour Bon appétit! Cotto e Maionese 2 x 75 g,Carrefour,"13,27",GASTRONOMIA
GARDEN GOURMET Cotoletta Sottile Vegetale di Soia e Frumento 2 pezzi 180 g,GARDEN GOURMET,"15,50",GASTRONOMIA
"Giovanni Rana Giro d'Italia Ripieno Burrata, Cime di Rapa e Acciughe 250 g",Giovanni Rana,"15,96",GASTRONOMIA
Giovanni Rana Sfogliagrezza Vitello 250 g,Giovanni Rana,"15,00",GASTRONOMIA
Kioene miniburger l'Originale vegetale con Zucca e Carote 200 g,Kioene,"0,02",GASTRONOMIA
Carrefour Bio Piadina di grano khorasan Kamut 3 x 75 g,Carrefour Bio,"13,73",GASTRONOMIA
Carrefour Bio Ravioli ricotta e spinaci 250 g,Carrefour Bio,"13,00",GASTRONOMIA
Mulan I Tradizionali Riso Cantonese 200 g,Mulan,"15,95",GASTRONOMIA
Giovanni Rana Sfogliavelo Ricotta e Spinaci 250 g,Giovanni Rana,"15,16",GASTRONOMIA
BUITONI Brisée Pasta Briseé Rotonda Rotolo 230g,BUITONI,"9,35",GASTRONOMIA
Carrefour Classic Trofie Pasta Fresca di Semola 500 g,Carrefour,"3,38",GASTRONOMIA
Mulan I Tradizionali Spaghetti di Soia con verdura mista 200 g,Mulan,"19,95",GASTRONOMIA
BUITONI Focaccia Soffice Pasta per Focaccia Rotonda Rotolo 375g,BUITONI,"6,91",GASTRONOMIA
Giovanni Rana Sfogliavelo Prosciutto Crudo 125 g,Giovanni Rana,"15,92",GASTRONOMIA
Giovanni Rana Sfogliavelo Ricotta e Spinaci 125 g,Giovanni Rana,"15,92",GASTRONOMIA
Giovanni Rana Sfogliavelo Prosciutto Crudo 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Terre d'Italia Plin del Piemonte 250 g,Terre d'Italia,"15,80",GASTRONOMIA
Carrefour Original Gnocchi di Patate 500 g,Carrefour,"2,38",GASTRONOMIA
Porchetta di Ariccia IGP,FA.LU. CIOLI,"23,70",GASTRONOMIA
Kioene Cotoletta vegetale 200 g,Kioene,"16,25",GASTRONOMIA
Giovanni Rana Gnocchi alla romana 500 g,Giovanni Rana,"3,90",GASTRONOMIA
Carrefour Bio Seitan alla piastra 2 x 100 g,Carrefour Bio,"13,25",GASTRONOMIA
Carrefour Bio Chicche da patate fresche  400 g,Carrefour Bio,"6,23",GASTRONOMIA
Viva La Mamma Risotto Milanese 250 g,Viva la Mamma,"14,36",GASTRONOMIA
maffei Pasta Fresca di Semola di Grano Duro Trofie 250 g,maffei,"5,56",GASTRONOMIA
Simpl Tortelloni ricotta e Spinaci 500 g,Simpl,"3,38",GASTRONOMIA
Teneroni Hamburger con Prosciutto Cotto e Mozzarella 2 x 75 g,Teneroni,"11,93",GASTRONOMIA
Terre d'Italia Cappelletti 250 g,Terre d'Italia,"15,16",GASTRONOMIA
Carrefour Bio Tempeh di soia 2 x 75 g,Carrefour Bio,"18,60",GASTRONOMIA
Carrefour Extra Lasagne alla Bolognese 350 g,Carrefour,"9,97",GASTRONOMIA
Viva la Mamma Risotto Zucca 250 g,Viva la Mamma,"14,36",GASTRONOMIA
Viva La Mamma Risotto Funghi 250 g,Viva la Mamma,"14,36",GASTRONOMIA
Suzi Wan Cialde di gamberetti 50 g,Suzi Wan,"25,80",GASTRONOMIA
Mulan I Tradizionali Involtino Primavera 180 g,Mulan,"19,94",GASTRONOMIA
GARDEN GOURMET Falafel Vegetale con Ceci e Spinaci 190 g,GARDEN GOURMET,"21,00",GASTRONOMIA
Carrefour Classic Tortelloni Ricotta e Spinaci 250 g,Carrefour,"7,56",GASTRONOMIA
"Amadori Ama Vivi e Gusta Veggy Burger 0,200 kg",Amadori,"17,45",GASTRONOMIA
Suzi Wan Latte di noce di cocco 200 ml,Suzi Wan,"8,95",GASTRONOMIA
Carrefour Bio Burger di seitan 2 x 80 g,Carrefour Bio,"18,06",GASTRONOMIA
Giovanni Rana Parmigiana di Melanzane 300 g,Giovanni Rana,"9,50",GASTRONOMIA
Carrefour Bio Orecchiette integrali 250 g,Carrefour Bio,"5,00",GASTRONOMIA
Fini Antica Bottega Tortellini con Prosciutto Crudo e Parmigiano Reggiano 250 g,Fini,"8,76",GASTRONOMIA
Carrefour Classic Insalata Russa 200 g,Carrefour,"6,95",GASTRONOMIA
GARDEN GOURMET Cotoletta Croccante Vegetale con Spinaci e Formaggi 2 pezzi 180 g,GARDEN GOURMET,"22,17",GASTRONOMIA
Terre d'Italia Tortelli Verdi di Reggio nell'Emilia 250 g,Terre d'Italia,"15,16",GASTRONOMIA
BUITONI SFOGLIA ROTONDA SENZA GLUTINE pasta sfoglia fresca senza glutine rotolo 280g,BUITONI,"13,18",GASTRONOMIA
Carrefour Classic Strozzapreti Pasta Fresca di Semola 500 g,Carrefour,"3,38",GASTRONOMIA
Suzi Wan Vermicelli di riso 250 g,Suzi Wan,"7,96",GASTRONOMIA
Carrefour Bon appétit! Tonno e Maionese 2 x 75 g,Carrefour,"13,27",GASTRONOMIA
Terre d'Italia Agnolotti del Piemonte 250 g,Terre d'Italia,"15,80",GASTRONOMIA
Carrefour Classic Orecchiette Pasta Fresca di Semola 500 g,Carrefour,"3,38",GASTRONOMIA
Terre d'Italia Orecchiette di Puglia 500 g,Terre d'Italia,"5,38",GASTRONOMIA
BUITONI Pizza Finissima Maxi Pasta per Pizza Rettangolare Rotolo 350g,BUITONI,"7,40",GASTRONOMIA
Viva La Mamma Penne alla Carbonara 300 g,Viva La Mamma,"13,30",GASTRONOMIA
Giovanni Rana Lasagne Ricotta e Spinaci 350 g,Giovanni Rana,"8,14",GASTRONOMIA
Carrefour Bio Piadina alla farina Integrale 3 x 75 g,Carrefour Bio,"11,07",GASTRONOMIA
Old El Paso 8 Tortillas Frumento 326 g,Old El Paso,"7,64",GASTRONOMIA
Giovanni Rana Duetto Salsiccia & Patate 250 g,Giovanni Rana,"15,96",GASTRONOMIA
Giovanni Rana Gnocchetti Freschi di Patate 200 g,Giovanni Rana,"9,95",GASTRONOMIA
Giovanni Rana Sfogliavelo Vitello 125 g,Giovanni Rana,"15,92",GASTRONOMIA
maffei Pasta Fresca di Semola di Grano Duro Orecchiette 250 g,maffei,"5,56",GASTRONOMIA
Suzi Wan Noodles a nido 250 g,Suzi Wan,"7,00",GASTRONOMIA
Carrefour Bio Burger di carota e lupino 2 x 80 g,Carrefour Bio,"18,06",GASTRONOMIA
"Giovanni Rana Giro d'Italia Ripieno Gamberi, Mozzarella e Scorza di Limone di Sorrento IGP 250 g",Giovanni Rana,"17,96",GASTRONOMIA
Buitoni Ravioli Brasato 230 g,Buitoni,"10,83",GASTRONOMIA
Carrefour Bio Mini Burger di broccoli 4 x 40 g,Carrefour Bio,"18,06",GASTRONOMIA
Kioene miniburger l'Originale vegetale con Broccoli e Kale 200 g,Kioene,"16,25",GASTRONOMIA
Barilla Emiliane Cappelletti Pasta all'Uovo ripiena con Carne 250g,Barilla,"10,36",GASTRONOMIA
GARDEN GOURMET Polpette di Soia Vegetali 200 g,GARDEN GOURMET,"13,95",GASTRONOMIA
Giovanni Rana Gioiaverde Zucca 250 g,Giovanni Rana,"15,40",GASTRONOMIA
Simpl Tortelloni alla carne 500 g,Simpl,"3,38",GASTRONOMIA
Buitoni Cappelletti Prosciutto Crudo 230 g,Buitoni,"10,83",GASTRONOMIA
GARDEN GOURMET Nuggets di Soia Vegetali 200 g,GARDEN GOURMET,"14,95",GASTRONOMIA
Terre d'Italia Tortelli di Zucca dell'Emilia 250 g,Terre d'Italia,"14,60",GASTRONOMIA
Carrefour Bio Gnocchi da patate fresche 400 g,Carrefour Bio,"6,23",GASTRONOMIA
Carrefour Bon appétit! Tramezzino alla veneziana Tonno e Cipolline 80 g,Carrefour,"18,63",GASTRONOMIA
Carrefour Bio Straccetti di soia 200 g,Carrefour Bio,"15,75",GASTRONOMIA
Unconventional Salsicce Vegetali 2 x 90 g,Unconventional,"27,72",GASTRONOMIA
Buitoni Ravioli Burrata ed Erbette 230 g,Buitoni,"10,83",GASTRONOMIA
Giovanni Rana Giro d'Italia Ripieno Mortadella Bologna IGP e Parmigiano Reggiano 250 g,Giovanni Rana,"15,96",GASTRONOMIA
BUITONI Delicata Pasta Sfoglia Rotonda Rotolo 230g,BUITONI,"10,65",GASTRONOMIA
Carrefour Bio Cotoletta di tofu e seitan 2 x 80 g,Carrefour Bio,"18,06",GASTRONOMIA
FANTA Gusto Uva 330 ml,Fanta,"5,30",GASTRONOMIA
Carrefour Classic Tortelloni Carne 250 g,Carrefour,"7,56",GASTRONOMIA
Pastificio Novella Pesto Genovese con Basilico Genovese D.O.P. 130 g,Pastificio Novella,"26,08",GASTRONOMIA
Unconventional Burger 100% Vegetale 2 x 110 g,Unconventional,"22,68",GASTRONOMIA
Buitoni Ravioli Zucca e Mandorle 230 g,Buitoni,"10,83",GASTRONOMIA
Giovanni Rana Duetto Funghi Porcini & Asiago DOP 250 g,Giovanni Rana,"15,96",GASTRONOMIA
"GARDEN GOURMET Polpette Veggie Vegetariane con Soia, Frumento e Verdure 200 g",GARDEN GOURMET,"21,45",GASTRONOMIA
Buitoni Ravioli Gorgonzola e Speck 230 g,Buitoni,"10,83",GASTRONOMIA
Giovanni Rana Sfogliagrezza Ricotta e Spinaci 250 g,Giovanni Rana,"15,00",GASTRONOMIA
Chicche di Patate 500 g,Bertoncello,"7,98",GASTRONOMIA
maffei Pasta Fresca di Semola di Grano Duro Strozzapreti 250 g,maffei,"5,56",GASTRONOMIA
Carrefour Bio Tortellini con prosciutto crudo 250 g,Carrefour Bio,"13,00",GASTRONOMIA
Carrefour Bon appétit! Gnocchi alla Romana 250 g,Carrefour,"16,00",GASTRONOMIA
Patamore I Classici Gnocchi Freschi 500 g,Patamore,"5,78",GASTRONOMIA
Suzi Wan Riso Basmati 500 g,Suzi Wan,"4,58",GASTRONOMIA
Fini Antica Bottega Ravioli Ricotta e Erbette 250 g,Fini,"8,76",GASTRONOMIA
"Golfera Ben Fatto Polpette Pomodoro e Piselli 0,250 kg",Golfera,"24,76",GASTRONOMIA
Valsoia Bontà e Salute Super Affettato Gusto Bresaola 90 g,Valsoia Bontà e Salute,"47,67",GASTRONOMIA
"Golfera Ben Fatto Risotto allo Zafferano 0,250 kg",Golfera,"20,76",GASTRONOMIA
Giovanni Rana Gioiaverde Carciofi 250 g,Giovanni Rana,"15,40",GASTRONOMIA
Carrefour Classic Insalata Capricciosa 200 g,Carrefour,"8,45",GASTRONOMIA
mamma emma gnocchi con ricotta e spinaci 400 g,mamma emma,"8,73",GASTRONOMIA
GARDEN GOURMET Vuna preparato vegetariano a base di proteine di pisello barattolo 175g,GARDEN GOURMET,"28,51",GASTRONOMIA
Terre d'Italia Pansoti della Liguria con borragini ed erbe italiane 300 g,Terre d'Italia,"9,97",GASTRONOMIA
Viva la Mamma Tortellini Panna Prosciutto 220 g,Viva la Mamma,"17,68",GASTRONOMIA
Mulan Riso cantonese Surgelato 250 g,Mulan,"14,76",GASTRONOMIA
Fini Antica Bottega Ravioli al Brasato 250 g,Fini,"8,76",GASTRONOMIA
Giovanni Rana Sfogliavelo Brasato 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Giovanni Rana Gioiaverde con Funghi Porcini 250 g,Giovanni Rana,"15,40",GASTRONOMIA
Giovanni Rana Lasagne Zucchine e Provola 350 g,Giovanni Rana,"8,14",GASTRONOMIA
dürüm company Super Soft 6 Tortillas ± 25 cm 370 g,dürüm company,"8,08",GASTRONOMIA
Viva la Mamma Sedanini Speck e Formaggi 300 g,Viva la Mamma,"13,30",GASTRONOMIA
Lea & Perrins Worcestershire Sauce 150 ml,Lea & Perrins,"25,93",GASTRONOMIA
Casonsei de la bergamasca,Pastificio Orobico,"11,80",GASTRONOMIA
Teneroni Baby Hamburger con Prosciutto Cotto 2 x 75 g,Teneroni,"11,93",GASTRONOMIA
"GARDEN GOURMET Mini Burger 99kcal Vegetariano con Carote, Broccoli, Bulgur e Quinoa 198 g",GARDEN GOURMET,"14,09",GASTRONOMIA
Arancino cotto e mozzarella,Delizie Mediterranee,"11,06",GASTRONOMIA
Viva La Mamma Maccheroncini al Ragù 300 g,Viva La Mamma,"13,30",GASTRONOMIA
Giovanni Rana Duetto Gorgonzola DOP & Noci 250 g,Giovanni Rana,"15,96",GASTRONOMIA
Mulan Involtino primavera Surgelato 180 g,Mulan,"16,61",GASTRONOMIA
Pastificio Novella Pesto Genovese con Basilico Genovese D.O.P. Senz'Aglio 130 g,Pastificio Novella,"26,08",GASTRONOMIA
Carrefour Bon appétit! Scarola al Vapore 200 g,Carrefour,"15,00",GASTRONOMIA
Gnocchetti Tricolore 500 g,Bertoncello,"6,38",GASTRONOMIA
Old El Paso Sin Gluten 6 Tortillas 6 x 36 g,Old El Paso,"16,62",GASTRONOMIA
maffei Chicche di Patate 2 x 200 g,maffei,"5,98",GASTRONOMIA
Buitoni Tortellini Ricotta e Spinaci 230 g,Buitoni,"10,83",GASTRONOMIA
Mulan Ravioli di Carne al vapore Surgelato 200 g,Mulan,"21,45",GASTRONOMIA
Old Fashioned Maple Crest Sciroppo d'acero canadese di grado A 250 ml,Old Fashioned Maple Crest,"36,36",GASTRONOMIA
Carrefour Bon appétit! Riso Venere e Pollo al Curry 260 g,Carrefour,"19,23",GASTRONOMIA
Heinz Baked Beans in Delicious Tomato Sauce 415 g,Heinz,"5,52",GASTRONOMIA
Viva la Mamma Cavatappi all'Amatriciana 300 g,Viva la Mamma,"13,30",GASTRONOMIA
Nissin Cup Noodles Soba Wok Style Chilli 92 g,Nissin,"19,46",GASTRONOMIA
Forno Ludovico Pizza al Pomodoro 155 g,Forno Ludovico,"13,48",GASTRONOMIA
COCA-COLA Cherry Lattina 330 ml,Coca-Cola Cherry,"5,30",GASTRONOMIA
"GARDEN GOURMET Cotolette 99kcal Vegetali con Cavolfiore, Zucchine e Fagioli Neri 3 pezzi 186 g",GARDEN GOURMET,"15,00",GASTRONOMIA
Giovanni Rana Spadellini Prosciutto cotto e Mozzarella 280 g,Giovanni Rana,"11,39",GASTRONOMIA
mamma emma gnocchi con zucca 400 g,mamma emma,"8,73",GASTRONOMIA
Arancino al ragù,Delizie Mediterranee,"11,06",GASTRONOMIA
Carrefour Sensation Mélange d'Éspices pour Guacamole 20 g,Carrefour,"54,50",GASTRONOMIA
Valsugana Sapori Spätzle Verdi 2 x 250 g,Valsugana Sapori,"7,98",GASTRONOMIA
Giovanni Rana Sfogliavelo Carne 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Valsoia Bontà e Salute Cotolette con Spinaci 2 x 90 g,Valsoia Bontà e Salute,"21,61",GASTRONOMIA
Carrefour Classic Burger di Prosciutto Cotto con Mozzarella 2 x 75 g,Carrefour,"15,93",GASTRONOMIA
BUITONI Brisée Leggera Pasta Briseé Rotonda Rotolo 230g,BUITONI,"10,65",GASTRONOMIA
Nissin Soba Wok Style Teriyaki 110 g,Nissin,"10,82",GASTRONOMIA
Teneroni Tortino di Patate con Prosciutto Cotto di alta qualita e Grana Padano 2 x 100 g,Teneroni,"8,95",GASTRONOMIA
Carrefour Bon appétit! Sandwich Tonno e Uova 2 Sandwiches 170 g,Carrefour,"17,59",GASTRONOMIA
Giovanni Rana Sfogliavelo Speck e Formaggio Tirolese 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Terre d'Italia Culurgionis d'Ogliastra IGP alla menta 300 g,Terre d'Italia,"12,17",GASTRONOMIA
Carrefour Sensation 6 Wraps Frumento 370 g,Carrefour,"4,57",GASTRONOMIA
Viva la Mamma Cannelloni Ragù 350 g,Viva la Mamma,"14,26",GASTRONOMIA
Carrefour Bon appétit! Pasta Rossa al Tonno 200 g,Carrefour,"20,00",GASTRONOMIA
Carrefour Bon appétit! Sandwich Gamberetti e Rucola 2 Sandwiches 165 g,Carrefour,"19,94",GASTRONOMIA
Carrefour Bon appétit! Gamberetti e salsa cocktail 2 x 70 g,Carrefour,"15,36",GASTRONOMIA
Giovanni Rana Sfogliavelo alla Norma 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Carrefour Bio Mini Burger Vegetariani di soia 160 g,Carrefour Bio,"19,94",GASTRONOMIA
Terre d'Italia Tortelli Maremmani 250 g,Terre d'Italia,"14,60",GASTRONOMIA
Giovanni Rana Gioiaverde Radicchio 250 g,Giovanni Rana,"15,40",GASTRONOMIA
Giovanni Rana Duetto Zucca & Tartufo 250 g,Giovanni Rana,"15,96",GASTRONOMIA
Torta salata alla cipolla,Banco panetteria Carrefour,"15,90",GASTRONOMIA
Mulan I Tradizionali Noodles con pollo e verdure 200 g,Mulan,"19,95",GASTRONOMIA
Carrefour Sensation Tortilla Chips Goût Chili 200 g,Carrefour,"4,95",GASTRONOMIA
Patarò Gnocchi Ripieni di Speck e Brie 400 g,Patarò Gnocchi,"8,23",GASTRONOMIA
Giovanni Rana Duetto Pomodoro & Mozzarella 250 g,Giovanni Rana,"15,96",GASTRONOMIA
Milk Pro High Protein 20g Pancakes Freschi al Cacao 4 x 40 g,milk,"18,69",GASTRONOMIA
Cup Noodles Soba Wok Style Classic 90 g,Cup Noodles,"19,89",GASTRONOMIA
Melanzane alla Parmigiana,Carrefour,"17,27",GASTRONOMIA
Carrefour Bon appétit! Risotto con Gamberi e Zucchine 260 g,Carrefour,"19,23",GASTRONOMIA
Patarò Gnocchi Solo Patate e Acqua Gnocchi di Patata Senza Glutine 2 x 200 g,Patarò,"8,23",GASTRONOMIA
BUITONI Gran Spessore Pasta Sfoglia Rotonda più Spessa Rotolo 280g,BUITONI,"11,04",GASTRONOMIA
Carrefour Sensation Tortillas Chips Goût - Smaak 150 g,Carrefour,"9,27",GASTRONOMIA
Giovanni Rana Sfogliavelo Carne 125 g,Giovanni Rana,"15,92",GASTRONOMIA
Lien Ying Asia-Spirit Reispapier 9 pezzi 50 g,Lien Ying,"33,00",GASTRONOMIA
Giovanni Rana Lasagne Funghi e Prosciutto 350 g,Giovanni Rana,"8,14",GASTRONOMIA
"Tigelle Piccinini Tigelle dell'Appennino Reggiano Modenese 0,200 Kg",Tigelle Piccinini,"12,95",GASTRONOMIA
Mulan Nuvolette di Drago 60 g,Mulan,"26,50",GASTRONOMIA
Gastronomia Piccinini Pizza - Pane - Tigelle - Gnocco 1 kg,Gastronomia Piccinini,"2,79",GASTRONOMIA
Fini Antica Bottega Tortelloni Ricotta e Spinaci 250 g,Fini,"8,76",GASTRONOMIA
De Belgen Speculoos au beurre 225 g,De Belgen,"7,07",GASTRONOMIA
Giovanni Rana Sfogliagrezza Casarecci 250 g,Giovanni Rana,"15,00",GASTRONOMIA
Fratelli Beretta Tramezzino Più Mortadella Bologna 140 g,Fratelli Beretta,"13,21",GASTRONOMIA
Pro Up 15g Pancake Proteici 140 g,Pro Up 15g,"19,21",GASTRONOMIA
Giovanni Rana Sfogliavelo Salmone Affumicato 250 g,Giovanni Rana,"15,16",GASTRONOMIA
Vesmati Shirataki Rice Spaghetti 250 g,Vesmati,"21,16",GASTRONOMIA
Old El Paso 6 Tortillas Wraps Trigo Integral 6 x 58 g,Old El Paso,"8,54",GASTRONOMIA
Viva La Mamma Insalata Pollo Farro Legumi Carote 220 g,Viva la Mamma,"14,32",GASTRONOMIA
Carrefour Bon appétit! Sandwich Pollo e Bacon 2 Sandwiches 160 g,Carrefour,"18,69",GASTRONOMIA
Mulan I Dim Sum Ravioli Har Gao 150 g,Mulan,"33,27",GASTRONOMIA
Pastificio Novella Trofie di Sori 400 g,Pastificio Novella,"6,23",GASTRONOMIA
Insalata Russa da banco,Banco Gastronomia Carrefour,"12,52",GASTRONOMIA
acquafarina Piadina Romagnola IGP alla Riminese Olio Extravergine di Oliva 8% 3 Piade 360 g,acquafarina,"6,92",GASTRONOMIA
Latte di Cocco per Dessert,Aroy-D,"8,98",GASTRONOMIA
Casoncelli alla Carne 250 g,Pasta Ripiena,"11,96",GASTRONOMIA
Old El Paso Burrito the Kit Original Frijoles 510 g,Old El Paso,"7,82",GASTRONOMIA
Giravolte Prosciutto Cotto di Alta Qualità 2 x 85 g,Giravolte,"16,76",GASTRONOMIA
Olive nere al forno Ficacci da banco,Banco Gastronomia Carrefour,"11,90",GASTRONOMIA
Carrefour Bon appétit! Gnocchi al Ragù 260 g,Carrefour,"19,23",GASTRONOMIA
Heinz Salsa Hot Chilli 245 g,Heinz,"16,59",GASTRONOMIA
Fini Antica Bottega Tortellini Carne 250 g,Fini,"8,76",GASTRONOMIA
Viva la Mamma Insalata Tonno Cereali Legumi Verdure 220 g,Viva la Mamma,"14,32",GASTRONOMIA
GARDEN GOURMET Burger Vegetariano di Soia Saporito 2 pezzi 150 g,GARDEN GOURMET,"18,60",GASTRONOMIA
Old El Paso Fajita the Kit Original Barbacoa 500 g,Old El Paso,"7,90",GASTRONOMIA
Hari&Co Burger Vegetali alle Lenticchie Rosse Zucca - Cocco 170 g,Hari&Co,"25,82",GASTRONOMIA
Carrefour Bon appétit! Pasta al Salmone 220 g,Carrefour,"22,73",GASTRONOMIA
Giovanni Rana Lasagne alla Bolognese 900 g,Giovanni Rana,"11,10",GASTRONOMIA
Divella Pasta Fresca Orecchiette 500 g,Divella,"4,30",GASTRONOMIA
Reflets de France Galettes bretonnes 100 g,Reflets de France,"22,00",GASTRONOMIA
