data;scontrini;totale;ristorante
20190826;797;26564.83;R002
20190826;716;11313.00;R003
20190826;729;19529.48;R004
20190826;694;15522.69;R005
20190827;600;16425.65;R001
20190827;864;28254.25;R002
20190827;642;10655.08;R003
20190827;756;18917.53;R004
20190827;785;17865.93;R005
20190828;833;23167.22;R001
20190828;891;29874.00;R002
20190828;718;13007.78;R003
20190828;898;23153.68;R004
20190828;836;19122.64;R005
20190829;691;19451.48;R001
20190829;830;28776.17;R002
20190829;709;12287.68;R003
20190829;865;22082.77;R004
20190829;713;16209.87;R005
20190830;844;21701.47;R001
20190830;1141;37045.57;R002
20190830;747;12459.66;R003
20190830;1127;29708.33;R004
20190830;969;22124.01;R005
20190831;949;31853.98;R001
20190831;1234;45180.72;R002
20190831;841;13998.10;R003
20190831;1121;33704.86;R004
20190831;832;20684.38;R005
20190901;1128;32889.11;R001
20190901;985;37124.41;R002
20190901;671;12791.16;R003
20190901;1100;30930.46;R004
20190901;861;20685.13;R005
20190902;600;17189.33;R001
20190902;914;30729.16;R002
20190902;822;14675.89;R003
20190902;835;21157.03;R004
20190902;763;15741.49;R005
20190903;681;17799.16;R001
20190903;848;30826.16;R002
20190903;803;14331.69;R003
20190903;872;23243.28;R004
20190903;764;17569.19;R005
20190904;732;19777.65;R001
20190904;730;30927.50;R002
20190904;771;12544.96;R003
20190904;854;21784.00;R004
20190904;694;15216.02;R005
20190905;773;21097.00;R001
20190905;926;32057.63;R002
20190905;847;13949.74;R003
20190905;857;23115.61;R004
20190905;705;17392.47;R005
20190906;1047;27735.05;R001
20190906;1238;43208.69;R002
20190906;712;12604.36;R003
20190906;1100;30202.13;R004
20190906;811;19280.66;R005
20190907;1273;34851.77;R001
20190907;1280;46213.35;R002
20190907;911;14945.21;R003
20190907;1150;32618.91;R004
20190907;875;22840.46;R005
20190908;1092;34021.48;R001
20190908;968;38520.67;R002
20190908;631;12232.68;R003
20190908;1067;29426.09;R004
20190908;814;21432.12;R005
20190909;716;20027.72;R001
20190909;903;29262.54;R002
20190909;733;12357.82;R003
20190909;761;20781.54;R004
20190909;978;20144.72;R005
20190910;687;20121.50;R001
20190910;932;33768.07;R002
20190910;738;13388.01;R003
20190910;858;22736.38;R004
20190910;830;18907.67;R005
20190911;670;18026.52;R001
20190911;958;33170.62;R002
20190911;832;14296.96;R003
20190911;841;22761.96;R004
20190911;839;19439.97;R005
20190912;608;17274.97;R001
20190912;950;36300.98;R002
20190912;820;14943.68;R003
20190912;874;23438.84;R004
20190912;1036;23836.71;R005
20190913;878;24139.75;R001
20190913;1205;41702.45;R002
20190913;899;16690.25;R003
20190913;1125;29874.62;R004
20190913;1187;26971.56;R005
20190914;1230;36931.35;R001
20190914;1329;48492.69;R002
20190914;959;17983.96;R003
20190914;1326;37665.95;R004
20190914;998;24575.90;R005
20190915;1104;32371.03;R001
20190915;1122;44370.99;R002
20190915;740;13988.58;R003
20190915;909;27920.97;R004
20190915;680;18344.82;R005
20190916;492;13410.13;R001
20190916;926;33112.22;R002
20190916;979;17888.15;R003
20190916;780;19291.43;R004
20190916;799;18096.59;R005
20190917;580;14376.30;R001
20190917;810;26972.62;R002
20190917;900;15277.49;R003
20190917;741;17984.46;R004
20190917;858;18263.14;R005
20190918;610;16092.30;R001
20190918;786;27062.13;R002
20190918;840;13318.25;R003
20190918;754;18890.01;R004
20190918;795;19961.26;R005
20190919;728;18050.48;R001
20190919;1003;33799.12;R002
20190919;875;14764.21;R003
20190919;897;23424.18;R004
20190919;1004;23911.06;R005
20190920;864;23943.94;R001
20190920;1218;42743.50;R002
20190920;948;16322.72;R003
20190920;1159;31270.14;R004
20190920;1060;23726.51;R005
20190921;1202;35175.60;R001
20190921;1381;51411.39;R002
20190921;951;18474.52;R003
20190921;1124;33431.21;R004
20190921;960;25513.46;R005
20190922;1037;31774.89;R001
20190922;1005;41374.48;R002
20190922;655;13079.29;R003
20190922;1082;31072.02;R004
20190922;775;19326.00;R005
20190923;484;13087.00;R001
20190923;837;26478.13;R002
20190923;798;13007.84;R003
20190923;690;17173.04;R004
20190923;705;14764.99;R005
20190924;473;13328.95;R001
20190924;799;25630.61;R002
20190924;836;13477.40;R003
20190924;693;18130.10;R004
20190924;713;15944.51;R005
20190925;494;13721.29;R001
20190925;865;29115.43;R002
20190925;794;13115.73;R003
20190925;781;21004.21;R004
20190925;778;16759.45;R005
20190926;493;13207.96;R001
20190926;899;30662.39;R002
20190926;764;12240.76;R003
20190926;756;20340.50;R004
20190926;815;18685.09;R005
20190927;806;22221.79;R001
20190927;1280;42127.74;R002
20190927;1175;23108.62;R003
20190927;1119;29931.10;R004
20190927;1205;26729.94;R005
20190928;1186;35144.77;R001
20190928;1438;51452.82;R002
20190928;927;16099.36;R003
20190928;1268;34702.70;R004
20190928;986;25240.68;R005
20190929;1071;31654.77;R001
20190929;1012;39114.00;R002
20190929;745;13214.23;R003
20190929;912;25522.19;R004
20190929;756;20089.49;R005
20190930;447;11273.46;R001
20190930;777;25378.14;R002
20190930;782;12986.41;R003
20190930;797;20549.51;R004
20190930;669;14055.38;R005
20191001;457;12506.21;R001
20191001;771;25214.06;R002
20191001;818;13581.70;R003
20191001;727;19219.39;R004
20191001;669;17268.48;R005
20191002;461;12910.06;R001
20191002;812;28088.52;R002
20191002;821;12736.53;R003
20191002;800;21152.73;R004
20191002;793;17832.89;R005
20191003;511;14054.63;R001
20191003;792;27156.89;R002
20191003;769;12564.68;R003
20191003;777;21697.45;R004
20191003;876;21450.53;R005
20191004;731;20148.34;R001
20191004;1240;42229.82;R002
20191004;913;16576.72;R003
20191004;991;27095.36;R004
20191004;1207;27810.15;R005
20191005;1174;34793.74;R001
20191005;1336;35268.42;R002
20191005;956;16933.68;R003
20191005;1335;37191.18;R004
20191005;925;23805.13;R005
20191006;1075;31799.94;R001
20191006;966;48848.65;R002
20191006;644;13052.49;R003
20191006;990;26689.92;R004
20191006;707;18642.87;R005
20191007;471;13199.16;R001
20191007;742;22753.57;R002
20191007;724;11069.17;R003
20191007;675;17281.34;R004
20191007;643;14720.32;R005
20191008;467;14383.04;R001
20191008;776;25834.50;R002
20191008;724;10891.17;R003
20191008;692;17375.94;R004
20191008;680;14609.65;R005
20191009;520;14151.01;R001
20191009;749;25913.63;R002
20191009;725;11377.05;R003
20191009;794;19815.59;R004
20191009;651;15139.18;R005
20191010;532;13841.41;R001
20191010;836;28191.48;R002
20191010;763;12775.46;R003
20191010;778;19940.45;R004
20191010;646;14651.46;R005
20191011;832;22800.99;R001
20191011;1200;40245.19;R002
20191011;868;16118.20;R003
20191011;1028;27875.86;R004
20191011;1098;25820.78;R005
20191012;1312;38325.18;R001
20191012;1407;49858.79;R002
20191012;926;17908.80;R003
20191012;1292;38046.87;R004
20191012;1012;26017.15;R005
20191013;1101;34301.72;R001
20191013;1105;42602.20;R002
20191013;660;13609.72;R003
20191013;876;27807.75;R004
20191013;801;22738.81;R005
20191014;471;12924.76;R001
20191014;784;25943.58;R002
20191014;793;12412.08;R003
20191014;643;16214.42;R004
20191014;655;13645.57;R005
20191015;572;14651.02;R001
20191015;788;25637.10;R002
20191015;746;13897.38;R003
20191015;772;19637.00;R004
20191015;739;17020.47;R005
20191016;571;15978.14;R001
20191016;906;30645.45;R002
20191016;757;11521.26;R003
20191016;801;22008.17;R004
20191016;758;17410.72;R005
20191017;533;13631.31;R001
20191017;878;30626.14;R002
20191017;772;13321.15;R003
20191017;764;20488.88;R004
20191017;756;16805.72;R005
20191018;843;24777.14;R001
20191018;1245;42218.87;R002
20191018;820;15203.67;R003
20191018;1008;29518.44;R004
20191018;1035;24363.24;R005
20191019;1319;40156.46;R001
20191019;1431;53478.14;R002
20191019;948;19873.93;R003
20191019;1285;37200.35;R004
20191019;1050;27325.30;R005
20191020;1235;36085.51;R001
20191020;1088;40125.04;R002
20191020;722;14490.25;R003
20191020;919;27080.98;R004
20191020;652;16740.30;R005
20191021;398;10518.33;R001
20191021;816;25701.87;R002
20191021;764;12014.22;R003
20191021;663;16676.15;R004
20191021;564;12908.72;R005
20191022;546;15747.26;R001
20191022;720;24879.78;R002
20191022;817;13681.23;R003
20191022;725;19001.36;R004
20191022;598;13496.15;R005
20191023;524;14370.22;R001
20191023;818;28516.68;R002
20191023;700;11872.72;R003
20191023;823;21413.09;R004
20191023;733;18622.66;R005
20191024;524;14378.80;R001
20191024;828;28813.48;R002
20191024;689;11621.41;R003
20191024;705;18533.55;R004
20191024;716;17191.98;R005
20191025;876;24281.24;R001
20191025;1364;46176.47;R002
20191025;796;15111.97;R003
20191025;1048;30520.56;R004
20191025;1039;27302.78;R005
20191026;1401;42199.15;R001
20191026;1489;58752.75;R002
20191026;871;17450.60;R003
20191026;1238;37529.54;R004
20191026;1076;28128.08;R005
20191027;1153;36755.75;R001
20191027;1056;41506.73;R002
20191027;677;14481.89;R003
20191027;1108;35878.10;R004
20191027;838;23049.19;R005
20191028;512;13551.13;R001
20191028;767;26977.14;R002
20191028;825;14448.44;R003
20191028;691;18398.30;R004
20191028;683;15738.37;R005
20191029;502;14620.94;R001
20191029;859;26174.40;R002
20191029;731;12384.03;R003
20191029;669;17467.60;R004
20191029;684;15667.11;R005
20191030;570;15406.81;R001
20191030;859;29179.18;R002
20191030;866;14345.82;R003
20191030;782;21002.12;R004
20191030;786;18857.84;R005
20191031;1077;33080.02;R001
20191031;1421;51409.77;R002
20191031;906;16482.18;R003
20191031;1151;35469.13;R004
20191031;1004;26584.30;R005
20191101;1027;34110.62;R001
20191101;1387;50430.84;R002
20191101;724;15152.75;R003
20191101;1035;31955.13;R004
20191101;910;25711.33;R005
20191101;0;0.00;R067
20191102;1339;41653.12;R001
20191102;1369;50484.75;R002
20191102;807;14209.51;R003
20191102;1129;31922.97;R004
20191102;961;24161.34;R005
20191102;0;0.00;R067
20191103;1209;37539.00;R001
20191103;950;38903.28;R002
20191103;581;12571.67;R003
20191103;806;23717.15;R004
20191103;799;22512.64;R005
20191103;0;0.00;R067
20191104;511;13951.86;R001
20191104;696;22768.45;R002
20191104;755;12452.86;R003
20191104;692;17637.14;R004
20191104;657;14352.06;R005
20191104;0;0.00;R067
20191105;518;13553.37;R001
20191105;813;26087.19;R002
20191105;661;10481.86;R003
20191105;863;22351.68;R004
20191105;811;18502.38;R005
20191105;0;0.00;R067
20191106;505;13090.40;R001
20191106;814;26964.41;R002
20191106;744;12742.55;R003
20191106;710;19051.03;R004
20191106;714;17116.32;R005
20191106;0;0.00;R067
20191107;532;14438.49;R001
20191107;910;32198.06;R002
20191107;755;11656.63;R003
20191107;769;19811.56;R004
20191107;694;17596.14;R005
20191107;0;0.00;R067
20191108;841;23294.64;R001
20191108;1094;36877.00;R002
20191108;769;13304.77;R003
20191108;1013;27494.13;R004
20191108;1139;28669.80;R005
20191108;1174;35681.13;R067
20191109;1349;39417.42;R001
20191109;1043;35601.63;R002
20191109;879;15320.10;R003
20191109;1196;36548.77;R004
20191109;965;25473.55;R005
20191109;1406;47583.65;R067
20191110;1260;38526.91;R001
20191110;874;33275.52;R002
20191110;605;11272.50;R003
20191110;897;26911.47;R004
20191110;700;18610.30;R005
20191110;1086;39338.93;R067
20191111;456;12393.23;R001
20191111;657;22071.66;R002
20191111;741;12153.34;R003
20191111;617;16420.65;R004
20191111;667;15672.76;R005
20191111;723;21310.16;R067
20191112;499;13950.74;R001
20191112;683;20541.24;R002
20191112;706;10926.83;R003
20191112;692;17615.86;R004
20191112;752;18819.31;R005
20191112;806;24152.45;R067
20191113;531;14290.75;R001
20191113;766;26294.02;R002
20191113;821;13172.45;R003
20191113;750;20771.49;R004
20191113;741;17779.76;R005
20191113;743;21971.94;R067
20191114;512;13739.39;R001
20191114;732;24593.99;R002
20191114;757;12167.59;R003
20191114;723;19201.92;R004
20191114;697;16189.37;R005
20191114;785;23695.46;R067
20191115;807;22800.93;R001
20191115;1034;34214.76;R002
20191115;816;14619.82;R003
20191115;1050;30599.31;R004
20191115;1184;29908.38;R005
20191115;1115;35232.60;R067
20191116;1274;38755.89;R001
20191116;1229;46773.82;R002
20191116;862;16606.45;R003
20191116;1083;33111.66;R004
20191116;955;26385.59;R005
20191116;1234;41883.57;R067
20191117;1300;40445.78;R001
20191117;934;35770.11;R002
20191117;619;12084.91;R003
20191117;1002;31045.87;R004
20191117;707;18851.13;R005
20191117;1135;36783.46;R067
20191118;510;12939.42;R001
20191118;594;20256.60;R002
20191118;796;11913.84;R003
20191118;734;17840.91;R004
20191118;765;16008.91;R005
20191118;626;17302.12;R067
20191119;502;12729.29;R001
20191119;610;19989.53;R002
20191119;819;11374.83;R003
20191119;774;19354.45;R004
20191119;750;15967.91;R005
20191119;694;18649.33;R067
20191120;579;14242.02;R001
20191120;687;22304.82;R002
20191120;855;12263.13;R003
20191120;843;21590.09;R004
20191120;955;21373.62;R005
20191120;884;24482.98;R067
20191121;603;15977.71;R001
20191121;724;22866.98;R002
20191121;871;12906.22;R003
20191121;867;21784.62;R004
20191121;871;19538.00;R005
20191121;866;23719.43;R067
20191122;864;23278.76;R001
20191122;968;33010.82;R002
20191122;868;14084.43;R003
20191122;1192;32111.98;R004
20191122;1185;25898.75;R005
20191122;1234;35723.59;R067
20191123;1367;37957.51;R001
20191123;1213;41940.51;R002
20191123;912;15322.63;R003
20191123;1192;32778.28;R004
20191123;1078;26332.21;R005
20191123;1409;41780.42;R067
20191124;1277;37961.66;R001
20191124;830;31792.64;R002
20191124;712;12367.43;R003
20191124;997;28339.83;R004
20191124;759;19564.68;R005
20191124;1056;32808.08;R067
20191125;494;12537.22;R001
20191125;652;20303.59;R002
20191125;800;13302.59;R003
20191125;631;16285.84;R004
20191125;581;15159.67;R005
20191125;628;17698.04;R067
20191126;473;12472.32;R001
20191126;655;22004.11;R002
20191126;754;12642.02;R003
20191126;694;19059.99;R004
20191126;727;16551.35;R005
20191126;744;20485.42;R067
20191127;556;15486.90;R001
20191127;744;24976.35;R002
20191127;657;10481.23;R003
20191127;727;20375.78;R004
20191127;676;17302.33;R005
20191127;735;21009.36;R067
20191128;534;15288.47;R001
20191128;751;24662.45;R002
20191128;771;12930.31;R003
20191128;757;19464.62;R004
20191128;784;19295.36;R005
20191128;777;22149.85;R067
20191129;948;28049.02;R001
20191129;1003;34359.94;R002
20191129;872;15729.64;R003
20191129;1021;28657.08;R004
20191129;1011;25767.05;R005
20191129;1179;34730.44;R067
20191130;412;42852.33;R001
20191130;1172;42142.87;R002
20191130;931;17386.39;R003
20191130;1203;36888.98;R004
20191130;1038;29424.63;R005
20191130;1344;43055.53;R067
20191201;1258;41277.48;R001
20191201;825;32229.19;R002
20191201;610;13258.75;R003
20191201;974;29302.07;R004
20191201;672;19320.79;R005
20191201;942;29615.16;R067
20191202;542;15333.83;R001
20191202;600;19848.38;R002
20191202;719;11931.13;R003
20191202;641;16539.59;R004
20191202;677;15005.52;R005
20191202;666;18181.33;R067
20191203;527;13452.00;R001
20191203;614;20617.77;R002
20191203;707;11809.86;R003
20191203;685;18013.54;R004
20191203;708;17052.89;R005
20191203;694;18249.16;R067
20191204;568;15873.16;R001
20191204;747;24407.35;R002
20191204;746;12267.47;R003
20191204;712;20180.91;R004
20191204;680;15908.26;R005
20191204;643;17906.93;R067
20191205;550;15527.09;R001
20191205;690;22531.30;R002
20191205;700;11123.95;R003
20191205;721;19702.61;R004
20191205;695;17398.37;R005
20191205;682;19657.06;R067
20191206;859;24677.80;R001
20191206;972;35182.12;R002
20191206;860;15248.16;R003
20191206;1079;27425.11;R004
20191206;1046;27170.08;R005
20191206;1118;30394.85;R067
20191207;1250;36268.97;R001
20191207;1113;39500.48;R002
20191207;910;17392.07;R003
20191207;1134;32982.36;R004
20191207;930;26344.56;R005
20191207;1222;38330.51;R067
20191208;1297;39499.04;R001
20191208;798;30832.31;R002
20191208;649;13311.39;R003
20191208;909;26652.44;R004
20191208;703;19251.49;R005
20191208;939;29763.68;R067
20191209;597;17509.38;R001
20191209;670;23554.91;R002
20191209;717;12091.09;R003
20191209;663;16696.84;R004
20191209;637;14453.59;R005
20191209;609;16782.01;R067
20191210;703;17143.84;R001
20191210;887;28423.42;R002
20191210;811;13403.77;R003
20191210;898;20225.59;R004
20191210;940;18709.52;R005
20191210;871;21947.33;R067
20191211;620;19577.13;R001
20191211;760;26199.70;R002
20191211;695;12816.30;R003
20191211;819;22985.73;R004
20191211;767;19262.76;R005
20191211;716;20360.50;R067
20191212;702;16668.97;R001
20191212;795;25871.29;R002
20191212;812;13512.13;R003
20191212;851;21660.85;R004
20191212;999;22242.57;R005
20191212;735;20673.24;R067
20191213;850;25392.24;R001
20191213;1093;35864.93;R002
20191213;840;15432.49;R003
20191213;1008;28180.37;R004
20191213;1146;29580.16;R005
20191213;1103;31056.76;R067
20191214;1457;44176.39;R001
20191214;1166;41947.81;R002
20191214;894;17977.91;R003
20191214;1172;35174.13;R004
20191214;1032;28492.99;R005
20191214;1303;42692.89;R067
20191215;1260;41452.20;R001
20191215;835;35423.79;R002
20191215;628;14398.14;R003
20191215;990;30018.77;R004
20191215;724;20821.60;R005
20191215;935;33101.83;R067
20191216;577;15647.89;R001
20191216;668;20774.68;R002
20191216;806;13917.42;R003
20191216;754;19134.68;R004
20191216;753;18087.70;R005
20191216;770;20216.38;R067
20191217;620;16894.64;R001
20191217;857;27170.58;R002
20191217;791;13103.41;R003
20191217;887;23529.11;R004
20191217;917;19561.93;R005
20191217;861;21438.36;R067
20191218;674;20168.83;R001
20191218;720;23689.57;R002
20191218;751;14629.06;R003
20191218;856;25325.29;R004
20191218;848;22110.29;R005
20191218;766;22219.64;R067
20191219;808;21947.27;R001
20191219;852;30116.74;R002
20191219;854;14559.04;R003
20191219;983;26404.22;R004
20191219;981;22040.71;R005
20191219;863;24847.56;R067
20191220;1005;29636.94;R001
20191220;1004;38527.60;R002
20191220;1060;21409.72;R003
20191220;1200;35449.85;R004
20191220;1229;29552.23;R005
20191220;1103;32749.80;R067
20191221;1611;48412.63;R001
20191221;1159;44282.57;R002
20191221;952;18361.04;R003
20191221;1166;34630.60;R004
20191221;996;28883.74;R005
20191221;1195;39070.82;R067
20191222;1496;48152.68;R001
20191222;831;35626.53;R002
20191222;669;13455.72;R003
20191222;1070;32364.38;R004
20191222;831;22842.77;R005
20191222;962;31699.92;R067
20191223;951;28264.64;R001
20191223;850;31233.32;R002
20191223;804;16476.47;R003
20191223;842;24429.63;R004
20191223;840;22530.64;R005
20191223;898;29673.23;R067
20191224;554;16312.95;R001
20191224;323;13216.10;R002
20191224;765;13854.20;R003
20191224;323;8517.41;R004
20191224;297;7191.07;R005
20191224;368;11482.47;R067
20191225;340;9364.31;R001
20191225;491;16129.15;R002
20191225;0;0.00;R003
20191225;279;8694.82;R004
20191225;297;6469.57;R005
20191225;430;13831.71;R067
20191226;976;30859.17;R001
20191226;930;34825.60;R002
20191226;0;0.00;R003
20191226;812;23732.34;R004
20191226;656;16252.95;R005
20191226;953;29887.63;R067
20191227;1104;33013.84;R001
20191227;1001;32685.40;R002
20191227;718;13186.74;R003
20191227;1010;27805.32;R004
20191227;822;20154.95;R005
20191227;942;28767.55;R067
20191228;1521;42678.51;R001
20191228;1013;33961.76;R002
20191228;797;14711.49;R003
20191228;1093;30237.39;R004
20191228;898;22399.63;R005
20191228;1071;32077.44;R067
20191229;1219;36449.28;R001
20191229;849;32441.54;R002
20191229;593;11143.98;R003
20191229;940;26515.82;R004
20191229;684;18508.78;R005
20191229;863;28509.12;R067
20191230;894;27476.69;R001
20191230;816;29322.13;R002
20191230;786;14390.28;R003
20191230;867;25151.82;R004
20191230;770;18834.57;R005
20191230;841;26885.04;R067
20191231;361;11076.50;R001
20191231;235;10757.79;R002
20191231;591;9902.69;R003
20191231;374;10204.86;R004
20191231;270;6068.52;R005
20191231;355;9650.78;R067
20200101;1056;31648.16;R001
20200101;1065;42085.31;R002
20200101;0;0.00;R003
20200101;835;27314.94;R004
20200101;810;21567.22;R005
20200101;961;32795.76;R067
20200102;969;29012.32;R001
20200102;872;31177.63;R002
20200102;803;15385.34;R003
20200102;792;22026.86;R004
20200102;798;19655.78;R005
20200102;867;26824.36;R067
20200103;945;29097.09;R001
20200103;957;33512.36;R002
20200103;667;13273.88;R003
20200103;948;27660.95;R004
20200103;808;21385.88;R005
20200103;936;30148.44;R067
20200104;1485;45241.00;R001
20200104;1101;40808.63;R002
20200104;718;14543.85;R003
20200104;1102;31065.96;R004
20200104;802;21035.54;R005
20200104;1093;35900.53;R067
20200105;1411;40483.47;R001
20200105;886;32257.96;R002
20200105;596;11006.33;R003
20200105;966;29933.19;R004
20200105;731;21519.11;R005
20200105;853;30442.96;R067
20200106;765;23079.83;R001
20200106;777;29583.47;R002
20200106;637;12056.93;R003
20200106;738;21300.40;R004
20200106;598;18131.07;R005
20200106;643;22576.35;R067
20200107;465;11434.02;R001
20200107;564;19499.31;R002
20200107;678;10058.07;R003
20200107;576;13763.29;R004
20200107;638;14056.38;R005
20200107;534;14849.52;R067
20200108;448;11702.50;R001
20200108;622;20427.92;R002
20200108;659;11377.11;R003
20200108;651;16711.00;R004
20200108;641;15772.22;R005
20200108;551;15306.81;R067
20200109;466;12937.05;R001
20200109;627;20075.30;R002
20200109;746;12097.80;R003
20200109;664;17805.56;R004
20200109;1078;17511.87;R005
20200109;615;17755.80;R067
20200110;801;21534.96;R001
20200110;955;32745.27;R002
20200110;779;15183.89;R003
20200110;998;29492.42;R004
20200110;1055;25422.32;R005
20200110;1023;31076.07;R067
20200111;1364;37752.50;R001
20200111;1240;45554.62;R002
20200111;907;16582.58;R003
20200111;1222;34847.69;R004
20200111;1055;27539.65;R005
20200111;1219;40387.99;R067
20200112;1169;36336.46;R001
20200112;822;31747.59;R002
20200112;616;13074.55;R003
20200112;952;28830.95;R004
20200112;726;18758.38;R005
20200112;920;32048.64;R067
20200113;435;11014.66;R001
20200113;632;20055.92;R002
20200113;709;11814.32;R003
20200113;626;16212.36;R004
20200113;661;15370.62;R005
20200113;596;17365.14;R067
20200114;473;12934.96;R001
20200114;648;23754.59;R002
20200114;716;12524.49;R003
20200114;723;20315.26;R004
20200114;772;17291.98;R005
20200114;617;17621.88;R067
20200115;492;12773.84;R001
20200115;671;23130.09;R002
20200115;707;12648.70;R003
20200115;771;20381.31;R004
20200115;814;21398.96;R005
20200115;635;19246.47;R067
20200116;539;14823.74;R001
20200116;768;26836.12;R002
20200116;724;13117.48;R003
20200116;737;20499.77;R004
20200116;803;19890.37;R005
20200116;727;22079.99;R067
20200117;779;22759.00;R001
20200117;1104;38584.82;R002
20200117;817;15199.55;R003
20200117;1083;30194.11;R004
20200117;1021;26005.82;R005
20200117;962;28763.97;R067
20200118;1191;37211.18;R001
20200118;1140;41339.19;R002
20200118;874;17827.31;R003
20200118;1126;34994.39;R004
20200118;947;27333.26;R005
20200118;1143;38150.46;R067
20200119;1237;38551.16;R001
20200119;814;32210.38;R002
20200119;608;12122.51;R003
20200119;1019;32488.47;R004
20200119;763;20791.56;R005
20200119;856;28924.27;R067
20200120;458;12573.88;R001
20200120;674;22943.82;R002
20200120;785;13770.71;R003
20200120;694;18346.79;R004
20200120;749;17529.72;R005
20200120;600;16614.44;R067
20200121;440;11643.34;R001
20200121;676;22330.34;R002
20200121;789;13102.25;R003
20200121;668;17332.10;R004
20200121;749;16512.57;R005
20200121;589;17330.66;R067
20200122;519;14299.21;R001
20200122;739;25051.26;R002
20200122;736;11880.18;R003
20200122;762;20064.63;R004
20200122;789;18634.39;R005
20200122;618;19396.82;R067
20200123;590;15239.45;R001
20200123;815;28392.22;R002
20200123;729;11834.91;R003
20200123;859;23294.51;R004
20200123;973;24196.32;R005
20200123;822;23075.61;R067
20200124;741;20216.63;R001
20200124;987;34795.02;R002
20200124;832;16111.09;R003
20200124;999;29013.82;R004
20200124;1102;24578.67;R005
20200124;992;31959.97;R067
20200125;1461;39526.34;R001
20200125;1182;41342.22;R002
20200125;920;18124.92;R003
20200125;1288;35376.40;R004
20200125;955;26571.26;R005
20200125;1167;37070.25;R067
20200126;1148;35691.65;R001
20200126;882;36127.32;R002
20200126;670;12826.66;R003
20200126;974;28605.50;R004
20200126;795;22387.72;R005
20200126;776;27918.57;R067
20200127;443;10381.24;R001
20200127;680;23882.20;R002
20200127;728;13157.01;R003
20200127;683;18428.34;R004
20200127;755;17255.10;R005
20200127;604;18864.74;R067
20200128;476;11588.37;R001
20200128;653;21455.96;R002
20200128;727;12304.00;R003
20200128;695;18955.75;R004
20200128;665;14005.24;R005
20200128;639;17524.85;R067
20200129;507;12353.58;R001
20200129;648;23407.61;R002
20200129;729;12693.16;R003
20200129;782;21413.40;R004
20200129;886;21346.48;R005
20200129;674;19000.43;R067
20200130;522;12880.80;R001
20200130;702;23688.13;R002
20200130;790;12752.91;R003
20200130;791;21669.52;R004
20200130;869;20793.99;R005
20200130;638;19249.62;R067
20200131;838;21659.94;R001
20200131;1069;33915.59;R002
20200131;849;15637.69;R003
20200131;1073;29487.43;R004
20200131;1213;30282.84;R005
20200131;1007;30417.07;R067
20200201;1395;41000.01;R001
20200201;1113;37986.25;R002
20200201;923;16759.30;R003
20200201;1278;38254.01;R004
20200201;1007;26327.03;R005
20200201;1209;37941.98;R067
20200202;1291;37000.95;R001
20200202;819;30861.70;R002
20200202;588;11201.24;R003
20200202;931;27216.73;R004
20200202;838;24291.95;R005
20200202;944;28722.03;R067
20200203;475;12090.47;R001
20200203;632;21880.25;R002
20200203;735;11353.87;R003
20200203;654;16860.54;R004
20200203;794;17090.27;R005
20200203;580;15501.00;R067
20200204;491;13113.70;R001
20200204;615;20207.27;R002
20200204;736;11891.51;R003
20200204;680;17593.71;R004
20200204;642;15920.52;R005
20200204;614;17358.53;R067
20200205;548;15030.44;R001
20200205;534;23691.75;R002
20200205;712;11307.57;R003
20200205;789;20453.10;R004
20200205;785;18992.91;R005
20200205;685;18847.64;R067
20200206;517;14787.99;R001
20200206;697;22838.40;R002
20200206;704;11070.17;R003
20200206;842;22138.43;R004
20200206;927;21678.04;R005
20200206;736;20389.14;R067
20200207;761;21109.67;R001
20200207;1116;39443.04;R002
20200207;788;14805.68;R003
20200207;1026;29199.30;R004
20200207;1130;28104.99;R005
20200207;990;28892.42;R067
20200208;1303;35927.74;R001
20200208;1115;38904.37;R002
20200208;892;16723.64;R003
20200208;1149;35558.08;R004
20200208;1014;27115.45;R005
20200208;1081;33838.08;R067
20200209;1170;36565.93;R001
20200209;900;37747.98;R002
20200209;578;11895.34;R003
20200209;1034;33065.76;R004
20200209;828;23958.70;R005
20200209;866;27851.99;R067
20200210;463;10780.13;R001
20200210;627;20106.84;R002
20200210;821;13614.34;R003
20200210;678;16086.66;R004
20200210;730;16881.88;R005
20200210;618;17499.61;R067
20200211;495;13249.02;R001
20200211;869;23116.11;R002
20200211;780;11621.81;R003
20200211;734;18886.55;R004
20200211;772;18443.72;R005
20200211;645;17347.39;R067
20200212;560;14533.62;R001
20200212;735;25603.34;R002
20200212;741;12646.51;R003
20200212;752;18871.41;R004
20200212;828;20286.43;R005
20200212;599;16771.56;R067
20200213;540;13615.68;R001
20200213;757;24698.23;R002
20200213;809;13231.58;R003
20200213;799;21641.26;R004
20200213;836;18461.94;R005
20200213;756;22128.69;R067
20200214;966;27259.66;R001
20200214;1096;38964.00;R002
20200214;960;18091.01;R003
20200214;1219;33886.51;R004
20200214;1247;31716.33;R005
20200214;1136;36340.32;R067
20200215;1264;36686.83;R001
20200215;1196;42739.66;R002
20200215;892;16541.74;R003
20200215;1180;35692.24;R004
20200215;1001;27762.45;R005
20200215;1213;38772.43;R067
20200216;1205;36632.92;R001
20200216;873;34109.93;R002
20200216;685;13208.55;R003
20200216;1029;30901.26;R004
20200216;776;22446.15;R005
20200216;935;32299.24;R067
20200217;524;13606.26;R001
