data;scontrini;totale;ristorante
20211007;430;14722.66;R001
20211007;0;0.00;R002
20211007;574;14253.19;R003
20211007;622;22040.09;R004
20211007;714;21877.10;R005
20211007;888;34448.73;R067
20211008;539;19659.09;R001
20211008;0;0.00;R002
20211008;706;19372.08;R003
20211008;827;29799.43;R004
20211008;943;31926.65;R005
20211008;1193;49800.38;R067
20211009;794;29161.30;R001
20211009;0;0.00;R002
20211009;659;17906.30;R003
20211009;906;36563.28;R004
20211009;854;30608.76;R005
20211009;928;59596.87;R067
20211010;678;26102.08;R001
20211010;0;0.00;R002
20211010;509;14077.63;R003
20211010;807;32246.14;R004
20211010;613;22293.68;R005
20211010;1115;50371.81;R067
20211011;384;14264.64;R001
20211011;0;0.00;R002
20211011;551;12895.68;R003
20211011;630;21781.31;R004
20211011;642;18200.83;R005
20211011;802;30587.04;R067
20211012;409;14212.38;R001
20211012;0;0.00;R002
20211012;565;13259.31;R003
20211012;584;19017.71;R004
20211012;711;21422.61;R005
20211012;871;34279.78;R067
20211013;420;14052.79;R001
20211013;0;0.00;R002
20211013;586;15689.98;R003
20211013;587;19698.65;R004
20211013;680;21083.31;R005
20211013;904;35418.18;R067
20211014;472;17263.90;R001
20211014;0;0.00;R002
20211014;585;14515.89;R003
20211014;631;22340.76;R004
20211014;681;21048.21;R005
20211014;885;34818.76;R067
20211015;671;24511.06;R001
20211015;0;0.00;R002
20211015;684;18424.35;R003
20211015;851;29163.33;R004
20211015;979;33206.72;R005
20211015;1192;51773.06;R067
20211016;810;31285.30;R001
20211016;0;0.00;R002
20211016;733;19692.78;R003
20211016;985;39282.30;R004
20211016;824;29877.78;R005
20211016;1240;56494.03;R067
20211017;719;26495.63;R001
20211017;0;0.00;R002
20211017;547;17433.41;R003
20211017;719;27657.61;R004
20211017;666;23775.68;R005
20211017;1098;49899.72;R067
20211018;399;12847.35;R001
20211018;0;0.00;R002
20211018;602;14782.97;R003
20211018;608;20257.35;R004
20211018;614;17852.55;R005
20211018;846;33257.48;R067
20211019;412;13188.52;R001
20211019;0;0.00;R002
20211019;533;13992.05;R003
20211019;574;18704.56;R004
20211019;661;18376.21;R005
20211019;895;35508.22;R067
20211020;435;15167.76;R001
20211020;0;0.00;R002
20211020;596;14703.28;R003
20211020;602;21613.55;R004
20211020;661;20604.42;R005
20211020;810;34220.16;R067
20211021;383;13820.35;R001
20211021;0;23382.34;R002
20211021;552;12825.29;R003
20211021;664;23001.30;R004
20211021;691;22076.65;R005
20211021;775;30741.86;R067
20211022;576;20523.05;R001
20211022;0;35229.45;R002
20211022;639;17236.41;R003
20211022;867;32342.42;R004
20211022;964;31696.45;R005
20211022;956;41530.29;R067
20211023;720;29403.35;R001
20211023;0;42600.82;R002
20211023;654;17880.13;R003
20211023;924;34564.80;R004
20211023;867;31037.70;R005
20211023;1108;48429.54;R067
20211024;696;29202.36;R001
20211024;0;33963.79;R002
20211024;493;12501.40;R003
20211024;704;26839.02;R004
20211024;665;26003.55;R005
20211024;856;37078.77;R067
20211025;441;15652.42;R001
20211025;0;24841.44;R002
20211025;541;12105.23;R003
20211025;603;20174.79;R004
20211025;659;19295.48;R005
20211025;653;23985.97;R067
20211026;418;14629.56;R001
20211026;590;23387.43;R002
20211026;535;12419.91;R003
20211026;568;18682.15;R004
20211026;630;20045.88;R005
20211026;599;22743.05;R067
20211027;437;15975.24;R001
20211027;629;25890.07;R002
20211027;540;12641.80;R003
20211027;606;22494.45;R004
20211027;688;21257.18;R005
20211027;778;30089.34;R067
20211028;422;15414.58;R001
20211028;701;29276.46;R002
20211028;528;12834.46;R003
20211028;645;23198.76;R004
20211028;718;22400.88;R005
20211028;726;27770.50;R067
20211029;638;22446.78;R001
20211029;715;37961.57;R002
20211029;671;18027.24;R003
20211029;775;28681.29;R004
20211029;1016;33622.96;R005
20211029;884;35133.38;R067
20211030;797;29363.88;R001
20211030;926;43715.04;R002
20211030;702;18048.58;R003
20211030;812;32346.54;R004
20211030;809;28354.68;R005
20211030;971;42702.38;R067
20211031;768;30324.84;R001
20211031;866;43040.65;R002
20211031;526;16044.48;R003
20211031;808;30654.00;R004
20211031;681;26338.17;R005
20211031;910;46231.32;R067
20211101;569;21443.67;R001
20211101;767;37735.74;R002
20211101;493;14712.48;R003
20211101;609;25096.81;R004
20211101;681;23479.93;R005
20211101;741;32721.59;R067
20211102;407;14929.11;R001
20211102;636;26131.34;R002
20211102;541;12465.59;R003
20211102;531;17761.69;R004
20211102;596;17783.41;R005
20211102;604;22771.63;R067
20211103;441;15653.04;R001
20211103;639;26181.60;R002
20211103;512;11778.12;R003
20211103;504;16697.09;R004
20211103;639;20766.41;R005
20211103;493;21702.44;R067
20211104;400;13638.42;R001
20211104;629;26889.31;R002
20211104;525;12023.48;R003
20211104;634;20389.54;R004
20211104;668;20371.76;R005
20211104;691;25040.93;R067
20211105;521;19312.89;R001
20211105;852;36545.37;R002
20211105;620;14586.22;R003
20211105;796;29446.59;R004
20211105;922;30239.13;R005
20211105;920;36033.75;R067
20211106;863;33639.40;R001
20211106;1017;43295.58;R002
20211106;663;17436.12;R003
20211106;934;38214.04;R004
20211106;798;28579.20;R005
20211106;1012;44274.73;R067
20211107;722;27425.77;R001
20211107;763;34908.93;R002
20211107;462;14427.32;R003
20211107;666;24522.23;R004
20211107;644;23120.88;R005
20211107;795;32922.18;R067
20211108;382;13346.74;R001
20211108;550;22352.09;R002
20211108;443;10006.50;R003
20211108;515;17039.19;R004
20211108;600;18925.73;R005
20211108;540;19536.91;R067
20211109;408;14263.49;R001
20211109;611;23407.99;R002
20211109;466;10675.30;R003
20211109;547;19509.98;R004
20211109;629;19327.37;R005
20211109;623;24357.62;R067
20211110;465;15799.99;R001
20211110;717;28480.20;R002
20211110;527;12593.79;R003
20211110;653;23221.10;R004
20211110;676;22200.73;R005
20211110;661;25741.00;R067
20211111;634;15399.48;R001
20211111;744;28691.36;R002
20211111;550;12902.29;R003
20211111;554;18777.56;R004
20211111;786;25007.67;R005
20211111;668;27042.85;R067
20211112;558;20972.02;R001
20211112;911;41252.14;R002
20211112;648;16415.32;R003
20211112;762;27766.85;R004
20211112;1010;34247.68;R005
20211112;942;37497.97;R067
20211113;901;34307.46;R001
20211113;997;43760.65;R002
20211113;655;17445.48;R003
20211113;925;36401.79;R004
20211113;892;31157.66;R005
20211113;969;43112.88;R067
20211114;690;26908.28;R001
20211114;815;35800.56;R002
20211114;455;11321.64;R003
20211114;712;27794.64;R004
20211114;624;23008.41;R005
20211114;843;36844.39;R067
20211115;423;14724.09;R001
20211115;561;21777.82;R002
20211115;488;10744.34;R003
20211115;545;18595.73;R004
20211115;663;20666.38;R005
20211115;552;19743.83;R067
20211116;402;13863.16;R001
20211116;562;25296.59;R002
20211116;551;12341.10;R003
20211116;563;19690.44;R004
20211116;686;19904.35;R005
20211116;636;23860.86;R067
20211117;387;14414.24;R001
20211117;653;26071.44;R002
20211117;587;14102.96;R003
20211117;581;20346.24;R004
20211117;725;23491.70;R005
20211117;645;25613.30;R067
20211118;443;14699.85;R001
20211118;690;29285.91;R002
20211118;598;13308.98;R003
20211118;572;20039.79;R004
20211118;797;23145.16;R005
20211118;734;28902.49;R067
20211119;674;25522.10;R001
20211119;943;41954.83;R002
20211119;628;15834.75;R003
20211119;789;28587.47;R004
20211119;899;30446.30;R005
20211119;972;40509.08;R067
20211120;844;32797.16;R001
20211120;942;43369.93;R002
20211120;700;18118.50;R003
20211120;842;33885.95;R004
20211120;908;32846.02;R005
20211120;920;39838.41;R067
20211121;670;28268.92;R001
20211121;913;41077.42;R002
20211121;494;12755.87;R003
20211121;681;26371.02;R004
20211121;710;24556.58;R005
20211121;864;36624.06;R067
20211122;344;12690.10;R001
20211122;616;23724.39;R002
20211122;506;10571.06;R003
20211122;561;18371.50;R004
20211122;691;19125.60;R005
20211122;615;24534.99;R067
20211123;390;14438.89;R001
20211123;571;22254.02;R002
20211123;588;13124.16;R003
20211123;632;21314.75;R004
20211123;786;22272.53;R005
20211123;627;23053.15;R067
20211124;404;13628.72;R001
20211124;656;26013.28;R002
20211124;610;12969.56;R003
20211124;637;21638.42;R004
20211124;741;20743.66;R005
20211124;708;29264.73;R067
20211125;420;16080.82;R001
20211125;742;30019.14;R002
20211125;552;11200.80;R003
20211125;604;20942.56;R004
20211125;786;22297.70;R005
20211125;677;26024.89;R067
20211126;653;23673.94;R001
20211126;994;41288.52;R002
20211126;713;18717.29;R003
20211126;841;31326.05;R004
20211126;1006;32126.86;R005
20211126;913;37262.97;R067
20211127;873;33005.20;R001
20211127;1018;46567.84;R002
20211127;713;17721.76;R003
20211127;915;35584.63;R004
20211127;971;32923.08;R005
20211127;969;44126.00;R067
20211128;699;28551.28;R001
20211128;867;40195.46;R002
20211128;529;13845.19;R003
20211128;779;30751.66;R004
20211128;740;23830.34;R005
20211128;903;40803.33;R067
20211129;443;15121.11;R001
20211129;582;23325.12;R002
20211129;597;13527.51;R003
20211129;526;18319.08;R004
20211129;702;20404.52;R005
20211129;695;24756.36;R067
20211130;392;13992.17;R001
20211130;645;24397.12;R002
20211130;538;13039.63;R003
20211130;546;20069.74;R004
20211130;712;23188.37;R005
20211130;663;24349.42;R067
20211201;525;16712.69;R001
20211201;865;29333.99;R002
20211201;645;14417.99;R003
20211201;798;24093.70;R004
20211201;946;26145.79;R005
20211201;833;27882.50;R067
20211202;442;15481.91;R001
20211202;798;31151.05;R002
20211202;599;13821.69;R003
20211202;650;21440.83;R004
20211202;846;24992.29;R005
20211202;775;27188.87;R067
20211203;646;22151.19;R001
20211203;981;38255.88;R002
20211203;700;16637.90;R003
20211203;837;29509.90;R004
20211203;1087;32158.18;R005
20211203;1001;37308.84;R067
20211204;826;29488.06;R001
20211204;955;42034.26;R002
20211204;730;19027.88;R003
20211204;928;35252.32;R004
20211204;892;30575.94;R005
20211204;930;39209.73;R067
20211205;674;26611.60;R001
20211205;914;39471.59;R002
20211205;509;14825.34;R003
20211205;761;28662.35;R004
20211205;789;26366.22;R005
20211205;947;39690.49;R067
20211206;445;14640.97;R001
20211206;716;25426.72;R002
20211206;539;11521.04;R003
20211206;604;18054.72;R004
20211206;685;19614.82;R005
20211206;673;23443.59;R067
20211207;568;20135.61;R001
20211207;775;31326.52;R002
20211207;618;14540.39;R003
20211207;714;25055.78;R004
20211207;853;26726.42;R005
20211207;739;28630.09;R067
20211208;284;10168.55;R001
20211208;570;25516.92;R002
20211208;359;10312.66;R003
20211208;430;15698.87;R004
20211208;546;18053.82;R005
20211208;553;23370.20;R067
20211209;482;16689.72;R001
20211209;636;24004.94;R002
20211209;878;11285.48;R003
20211209;525;17403.52;R004
20211209;666;23279.01;R005
20211209;616;23236.98;R067
20211210;462;17095.45;R001
20211210;767;33312.55;R002
20211210;609;16622.46;R003
20211210;622;21488.28;R004
20211210;680;24151.70;R005
20211210;707;26645.46;R067
20211211;837;29332.65;R001
20211211;972;44156.02;R002
20211211;695;19099.05;R003
20211211;882;34444.68;R004
20211211;882;31626.07;R005
20211211;960;42932.88;R067
20211212;673;27400.56;R001
20211212;825;39428.56;R002
20211212;521;14624.03;R003
20211212;721;26838.99;R004
20211212;666;24704.04;R005
20211212;880;37831.34;R067
20211213;462;15403.10;R001
20211213;625;25368.03;R002
20211213;545;12801.64;R003
20211213;598;20970.55;R004
20211213;707;22046.86;R005
20211213;669;25147.20;R067
20211214;495;17487.91;R001
20211214;749;28171.57;R002
20211214;573;13535.53;R003
20211214;712;23310.24;R004
20211214;783;24149.17;R005
20211214;761;27010.12;R067
20211215;687;24769.99;R001
20211215;779;31486.88;R002
20211215;638;15653.70;R003
20211215;636;24347.54;R004
20211215;742;24306.20;R005
20211215;732;28424.67;R067
20211216;620;20939.69;R001
20211216;835;33003.33;R002
20211216;558;14421.95;R003
20211216;690;24359.77;R004
20211216;843;26256.48;R005
20211216;809;30412.26;R067
20211217;732;27031.84;R001
20211217;908;36533.64;R002
20211217;650;16051.09;R003
20211217;730;26760.18;R004
20211217;903;31982.40;R005
20211217;928;38287.11;R067
20211218;1005;39393.93;R001
20211218;933;44164.75;R002
20211218;764;22194.09;R003
20211218;887;33820.02;R004
20211218;765;28498.67;R005
20211218;952;42527.41;R067
20211219;853;34185.34;R001
20211219;874;39713.86;R002
20211219;518;14316.78;R003
20211219;730;29259.83;R004
20211219;664;23831.65;R005
20211219;884;39448.09;R067
20211220;640;21180.74;R001
20211220;788;29319.79;R002
20211220;620;13644.20;R003
20211220;680;21912.35;R004
20211220;818;24629.25;R005
20211220;802;27164.69;R067
20211221;705;25094.72;R001
20211221;875;33368.56;R002
20211221;603;14299.27;R003
20211221;705;25777.63;R004
20211221;819;26519.78;R005
20211221;808;29424.03;R067
20211222;669;24576.18;R001
20211222;634;35641.94;R002
20211222;643;17016.76;R003
20211222;780;26695.03;R004
20211222;855;31275.25;R005
20211222;756;30936.83;R067
20211223;804;32215.62;R001
20211223;889;41684.79;R002
20211223;758;18702.72;R003
20211223;761;29600.31;R004
20211223;752;28804.15;R005
20211223;838;36597.48;R067
20211224;488;19001.30;R001
20211224;322;13853.83;R002
20211224;578;14959.31;R003
20211224;296;9863.07;R004
20211224;261;8754.35;R005
20211224;321;14504.76;R067
20211225;174;6599.89;R001
20211225;414;18853.19;R002
20211225;0;0.00;R003
20211225;366;15169.00;R004
20211225;325;11755.50;R005
20211225;347;13422.55;R067
20211226;636;23309.05;R001
20211226;735;34388.17;R002
20211226;0;0.00;R003
20211226;667;25361.64;R004
20211226;582;19153.15;R005
20211226;767;31665.97;R067
20211227;659;24186.08;R001
20211227;774;35016.91;R002
20211227;553;14246.95;R003
20211227;606;21346.04;R004
20211227;646;22944.36;R005
20211227;742;31105.15;R067
20211228;699;27082.97;R001
20211228;800;34548.66;R002
20211228;493;12027.72;R003
20211228;646;24235.13;R004
20211228;687;22492.67;R005
20211228;684;27829.09;R067
20211229;652;21935.78;R001
20211229;702;32115.19;R002
20211229;524;13470.91;R003
20211229;654;26116.24;R004
20211229;720;26649.51;R005
20211229;714;30719.71;R067
20211230;509;19219.76;R001
20211230;0;34651.59;R002
20211230;523;12502.21;R003
20211230;671;25912.97;R004
20211230;650;24805.09;R005
20211230;756;32690.39;R067
20211231;230;9129.99;R001
20211231;308;13239.03;R002
20211231;441;10114.10;R003
20211231;310;10701.85;R004
20211231;231;7538.04;R005
20211231;232;10418.40;R067
20220101;493;19301.19;R001
20220101;667;31927.71;R002
20220101;0;0.00;R003
20220101;625;27142.22;R004
20220101;516;20438.00;R005
20220101;562;27381.59;R067
20220102;660;27345.71;R001
20220102;802;38989.98;R002
20220102;493;15461.07;R003
20220102;637;24959.06;R004
20220102;671;26325.22;R005
20220102;787;36960.58;R067
20220103;515;19041.52;R001
20220103;687;30193.52;R002
20220103;497;12954.02;R003
20220103;605;21422.86;R004
20220103;609;21089.80;R005
20220103;573;25962.99;R067
20220104;441;17032.39;R001
20220104;651;30764.95;R002
20220104;446;12073.46;R003
20220104;568;22348.90;R004
20220104;642;24020.63;R005
20220104;574;24789.84;R067
20220105;590;21983.18;R001
20220105;706;35028.93;R002
20220105;399;11101.86;R003
20220105;619;24855.73;R004
20220105;676;25125.86;R005
20220105;526;24318.06;R067
20220106;634;24540.73;R001
20220106;834;39215.09;R002
20220106;418;12192.27;R003
20220106;647;27482.86;R004
20220106;694;25421.04;R005
20220106;607;28694.52;R067
20220107;579;23018.27;R001
20220107;866;38501.58;R002
20220107;443;10386.82;R003
20220107;563;19564.93;R004
20220107;746;28023.56;R005
20220107;641;29934.47;R067
20220108;656;23931.65;R001
20220108;878;41786.69;R002
20220108;504;14519.61;R003
20220108;804;32134.72;R004
20220108;788;29029.60;R005
20220108;610;27989.18;R067
20220109;600;24449.04;R001
20220109;702;34769.19;R002
20220109;430;12046.26;R003
20220109;582;23513.82;R004
20220109;612;22449.18;R005
20220109;629;30352.42;R067
20220110;330;11038.90;R001
20220110;602;25013.98;R002
20220110;500;12902.14;R003
20220110;512;17834.04;R004
20220110;622;21726.96;R005
20220110;505;20826.37;R067
20220111;413;15197.99;R001
20220111;642;25752.57;R002
20220111;522;12606.45;R003
20220111;578;20883.44;R004
20220111;701;21200.15;R005
20220111;569;21722.22;R067
20220112;405;14736.70;R001
20220112;707;30299.35;R002
20220112;473;10194.94;R003
20220112;626;22850.88;R004
20220112;749;24662.04;R005
20220112;673;27110.87;R067
20220113;452;15394.27;R001
20220113;793;32847.83;R002
20220113;545;13376.34;R003
20220113;689;24795.48;R004
20220113;745;25308.82;R005
20220113;609;24744.31;R067
20220114;642;23020.14;R001
20220114;941;41659.61;R002
20220114;562;15350.59;R003
20220114;875;33732.00;R004
20220114;907;31065.03;R005
20220114;856;35872.95;R067
20220115;778;30744.64;R001
20220115;1007;49327.86;R002
20220115;702;21807.93;R003
20220115;909;37491.89;R004
20220115;893;33680.06;R005
20220115;828;39156.44;R067
20220116;691;28026.80;R001
20220116;744;36210.72;R002
20220116;491;14046.74;R003
20220116;696;28622.13;R004
20220116;728;28511.62;R005
20220116;678;33294.92;R067
20220117;369;13352.48;R001
20220117;621;25578.42;R002
20220117;597;14765.18;R003
20220117;598;21366.32;R004
20220117;674;21532.84;R005
20220117;557;22521.47;R067
20220118;448;16702.98;R001
20220118;696;29742.52;R002
20220118;512;13557.15;R003
20220118;577;21359.24;R004
20220118;661;22539.29;R005
20220118;589;23489.86;R067
20220119;420;15609.30;R001
20220119;676;29530.02;R002
20220119;502;13261.62;R003
20220119;556;21099.50;R004
20220119;698;23882.35;R005
20220119;606;25680.00;R067
20220120;340;12187.94;R001
20220120;721;30772.87;R002
20220120;525;14031.11;R003
20220120;644;25277.21;R004
20220120;713;24431.07;R005
20220120;619;25090.54;R067
20220121;523;19911.50;R001
20220121;984;44114.37;R002
20220121;618;15681.81;R003
20220121;739;29327.22;R004
20220121;934;32150.04;R005
20220121;761;33691.41;R067
20220122;684;28044.74;R001
20220122;1019;49229.04;R002
20220122;661;20222.47;R003
20220122;891;35809.14;R004
20220122;869;34143.66;R005
20220122;796;37454.73;R067
20220123;623;26077.62;R001
20220123;728;34487.67;R002
20220123;528;17598.89;R003
20220123;642;26520.16;R004
20220123;606;22920.55;R005
20220123;649;28156.35;R067
20220124;358;12999.32;R001
20220124;595;26154.18;R002
20220124;485;11822.62;R003
20220124;535;19173.37;R004
20220124;590;18523.69;R005
20220124;502;21067.39;R067
20220125;334;11845.74;R001
20220125;704;29917.90;R002
20220125;500;13568.38;R003
20220125;591;21776.29;R004
20220125;658;22402.41;R005
20220125;522;21515.99;R067
20220126;359;14211.26;R001
20220126;660;28412.03;R002
20220126;534;13844.31;R003
20220126;606;21370.60;R004
20220126;614;20513.47;R005
20220126;618;24831.46;R067
20220127;390;15167.10;R001
20220127;688;30403.56;R002
20220127;544;13166.68;R003
20220127;630;23825.76;R004
20220127;683;23302.09;R005
20220127;618;25682.72;R067
20220128;627;22807.20;R001
20220128;945;42588.62;R002
20220128;568;14934.13;R003
20220128;810;32226.92;R004
20220128;957;35694.02;R005
20220128;796;35519.23;R067
20220129;818;32922.86;R001
20220129;991;47518.85;R002
20220129;664;19227.12;R003
20220129;986;41523.33;R004
20220129;845;33885.82;R005
20220129;937;43470.68;R067
20220130;629;25099.18;R001
20220130;808;40175.24;R002
20220130;459;13872.36;R003
20220130;682;27933.80;R004
20220130;722;26790.82;R005
20220130;757;34418.37;R067
20220131;362;12809.72;R001
20220131;593;23347.05;R002
20220131;504;11353.62;R003
20220131;557;19130.03;R004
20220131;745;20204.62;R005
20220131;613;23308.37;R067
20220201;393;14857.19;R001
20220201;627;24479.89;R002
20220201;518;12656.37;R003
20220201;574;21084.40;R004
20220201;729;23039.27;R005
20220201;574;21698.66;R067
20220202;409;14672.11;R001
20220202;655;25814.19;R002
20220202;541;13146.84;R003
20220202;632;23793.46;R004
20220202;678;22920.83;R005
20220202;654;25319.64;R067
20220203;385;13592.37;R001
20220203;724;30594.28;R002
20220203;550;13000.29;R003
20220203;621;21582.32;R004
20220203;704;23033.28;R005
20220203;654;26177.61;R067
20220204;503;17817.42;R001
20220204;815;40738.71;R002
20220204;594;13872.64;R003
20220204;870;32447.72;R004
20220204;946;32839.90;R005
20220204;837;34591.53;R067
20220205;698;27316.60;R001
20220205;1016;48682.20;R002
20220205;628;18990.54;R003
20220205;894;32980.08;R004
20220205;830;30960.60;R005
20220205;886;38923.12;R067
20220206;620;25631.74;R001
20220206;816;38811.74;R002
20220206;489;15428.03;R003
20220206;704;28563.82;R004
20220206;745;26443.15;R005
20220206;781;35624.04;R067
20220207;366;12714.34;R001
20220207;620;25105.24;R002
20220207;530;12664.70;R003
20220207;512;17124.78;R004
20220207;694;22189.25;R005
20220207;527;19351.55;R067
20220208;376;13068.31;R001
20220208;623;25292.53;R002
20220208;534;12845.38;R003
20220208;588;21805.74;R004
20220208;716;23104.29;R005
20220208;582;22687.17;R067
20220209;430;15533.11;R001
20220209;701;29205.29;R002
20220209;512;12369.58;R003
20220209;583;21325.54;R004
20220209;719;24414.72;R005
20220209;660;25847.98;R067
20220210;400;14548.37;R001
20220210;733;31752.30;R002
20220210;502;13233.57;R003
20220210;624;23550.51;R004
20220210;729;24096.32;R005
20220210;691;26018.87;R067
20220211;568;20123.97;R001
20220211;987;44190.40;R002
20220211;584;15408.12;R003
20220211;823;31211.33;R004
20220211;1054;35838.13;R005
20220211;901;36162.11;R067
20220212;796;30225.34;R001
20220212;1064;50114.03;R002
20220212;687;20342.15;R003
20220212;927;36027.14;R004
20220212;874;31710.84;R005
20220212;937;42340.24;R067
20220213;660;27290.39;R001
20220213;831;38813.74;R002
20220213;508;15213.65;R003
20220213;733;30384.59;R004
20220213;712;25785.93;R005
20220213;760;33228.44;R067
20220214;404;15336.11;R001
20220214;662;28296.00;R002
20220214;570;14814.60;R003
20220214;599;22973.71;R004
20220214;684;23079.92;R005
20220214;603;24137.07;R067
20220215;329;12125.04;R001
20220215;621;24200.25;R002
20220215;482;12426.52;R003
20220215;569;20767.84;R004
20220215;617;20670.25;R005
20220215;601;23680.49;R067
20220216;375;14284.55;R001
20220216;659;27841.13;R002
20220216;499;11633.70;R003
20220216;607;21240.15;R004
20220216;693;23376.82;R005
20220216;606;24127.43;R067
20220217;442;15798.31;R001
20220217;725;30810.47;R002
20220217;566;13857.54;R003
20220217;606;22672.14;R004
20220217;753;25324.51;R005
20220217;680;26683.27;R067
20220218;541;19228.59;R001
20220218;916;40550.92;R002
20220218;634;18472.18;R003
20220218;840;32427.53;R004
20220218;1029;34105.87;R005
20220218;855;37030.78;R067
20220219;896;31664.85;R001
20220219;1051;49400.71;R002
20220219;674;18942.77;R003
20220219;961;39080.06;R004
20220219;857;31953.11;R005
20220219;934;42227.52;R067
20220220;735;27628.22;R001
20220220;864;42582.20;R002
20220220;462;13992.51;R003
20220220;685;28232.19;R004
20220220;752;29388.09;R005
20220220;769;35173.26;R067
20220221;389;12821.89;R001
20220221;600;24756.01;R002
20220221;537;12795.53;R003
20220221;543;18182.86;R004
20220221;671;19896.90;R005
20220221;579;21107.95;R067
20220222;413;14246.70;R001
20220222;635;26208.72;R002
20220222;522;11541.13;R003
20220222;600;22732.32;R004
20220222;794;24700.51;R005
20220222;614;22809.63;R067
20220223;405;14330.28;R001
20220223;679;27396.56;R002
20220223;565;13681.29;R003
20220223;678;25030.57;R004
20220223;761;24848.74;R005
20220223;647;26514.91;R067
20220224;419;13824.56;R001
20220224;657;28261.99;R002
20220224;567;13557.62;R003
20220224;606;21711.05;R004
20220224;764;25263.95;R005
20220224;671;26259.29;R067
20220225;596;21132.07;R001
20220225;897;40832.31;R002
20220225;595;15540.78;R003
20220225;833;31531.25;R004
20220225;1002;36500.38;R005
20220225;893;36682.96;R067
20220226;833;30226.00;R001
20220226;1080;48991.71;R002
20220226;689;19370.18;R003
20220226;1003;39496.55;R004
20220226;879;31321.90;R005
20220226;952;43174.78;R067
20220227;732;27533.72;R001
20220227;736;41806.85;R002
20220227;504;14703.03;R003
20220227;865;33550.30;R004
20220227;747;26525.05;R005
20220227;956;39724.90;R067
20220228;545;18443.41;R001
20220228;530;21340.92;R002
20220228;578;13799.04;R003
20220228;617;21774.76;R004
20220228;681;21988.67;R005
20220228;633;22842.64;R067
20220301;407;15576.82;R001
20220301;659;28106.36;R002
20220301;594;14255.06;R003
20220301;620;22706.86;R004
20220301;632;22146.23;R005
20220301;570;22232.56;R067
20220302;382;13193.39;R001
20220302;715;27361.93;R002
20220302;566;13154.29;R003
20220302;675;20509.10;R004
20220302;675;22294.74;R005
20220302;650;24712.49;R067
20220303;458;16457.38;R001
20220303;685;29510.55;R002
20220303;570;13763.54;R003
20220303;662;24091.05;R004
20220303;774;26074.59;R005
20220303;680;26686.42;R067
20220304;569;19501.12;R001
20220304;838;36312.31;R002
20220304;631;16612.60;R003
20220304;848;31292.94;R004
20220304;988;33559.53;R005
20220304;863;35969.79;R067
20220305;722;27785.94;R001
20220305;988;47483.69;R002
20220305;716;21096.91;R003
20220305;918;38488.73;R004
20220305;848;33331.52;R005
20220305;874;38617.05;R067
20220306;711;29446.87;R001
20220306;901;43197.62;R002
20220306;490;14870.73;R003
20220306;723;30072.31;R004
20220306;719;27402.21;R005
20220306;824;38701.38;R067
20220307;395;13715.36;R001
20220307;558;22358.79;R002
20220307;586;12267.96;R003
20220307;577;17803.94;R004
20220307;727;22237.33;R005
20220307;590;21290.79;R067
20220308;371;13919.88;R001
20220308;638;25280.58;R002
20220308;547;13149.74;R003
20220308;715;26307.09;R004
20220308;768;23598.31;R005
20220308;643;23549.70;R067
20220309;396;14325.51;R001
20220309;746;29588.11;R002
20220309;596;14469.69;R003
20220309;651;22335.58;R004
20220309;741;21741.31;R005
20220309;718;24514.74;R067
20220310;414;15235.08;R001
20220310;601;31291.63;R002
20220310;546;14029.24;R003
20220310;592;20385.42;R004
20220310;724;22843.02;R005
20220310;642;26468.27;R067
20220311;529;20571.50;R001
20220311;945;41945.69;R002
20220311;636;17070.64;R003
20220311;877;31251.82;R004
20220311;1085;36630.86;R005
20220311;768;32180.40;R067
20220312;698;28683.81;R001
20220312;986;46090.67;R002
20220312;686;19887.44;R003
20220312;996;38017.29;R004
20220312;845;30952.37;R005
20220312;908;38341.80;R067
20220313;683;26419.19;R001
20220313;782;38070.33;R002
20220313;455;14441.73;R003
20220313;741;32202.64;R004
20220313;796;30154.30;R005
20220313;762;32295.84;R067
20220314;341;12025.10;R001
20220314;570;22064.64;R002
20220314;541;12876.90;R003
20220314;518;16955.70;R004
20220314;659;20112.86;R005
20220314;569;19924.35;R067
20220315;428;15181.70;R001
20220315;637;25756.07;R002
20220315;511;13274.20;R003
20220315;598;22579.94;R004
20220315;697;23311.42;R005
20220315;627;23551.88;R067
20220316;418;14969.70;R001
20220316;670;26695.19;R002
20220316;521;14457.99;R003
20220316;611;22048.42;R004
20220316;647;20971.92;R005
20220316;588;23491.88;R067
20220317;411;14601.32;R001
20220317;732;30942.85;R002
20220317;552;14667.28;R003
20220317;617;22980.14;R004
20220317;760;24551.12;R005
20220317;606;23570.07;R067
20220318;547;19442.31;R001
20220318;952;41470.92;R002
20220318;636;17677.73;R003
20220318;934;34441.18;R004
20220318;1013;35253.88;R005
20220318;871;36731.07;R067
20220319;738;29734.91;R001
20220319;1046;47210.69;R002
20220319;707;20193.73;R003
20220319;1049;40919.99;R004
20220319;889;32478.23;R005
20220319;947;42259.96;R067
20220320;628;24936.76;R001
20220320;842;40215.68;R002
20220320;507;15374.08;R003
20220320;671;28559.82;R004
20220320;746;29268.84;R005
20220320;804;37371.95;R067
20220321;373;12890.34;R001
20220321;562;21657.57;R002
20220321;538;12874.40;R003
20220321;575;20176.60;R004
20220321;654;20370.79;R005
20220321;555;19116.83;R067
20220322;440;15291.00;R001
20220322;681;28875.82;R002
