Date;Price;;;;;;;;
08/17/18;2.850,;;;;;;;;
08/16/18;2.841,;;;;;;;;
08/15/18;2.818,;;;;;;;;
08/14/18;2.840,;;;;;;;;
08/13/18;2.822,;;;;;;;;
08/10/18;2.833,;;;;;;;;
08/09/18;2.854,;;;;;;;;
08/08/18;2.858,;;;;;;;;
08/07/18;2.858,;;;;;;;;
08/06/18;2.850,;;;;;;;;
08/03/18;2.840,;;;;;;;;
08/02/18;2.827,;;;;;;;;
08/01/18;2.813,;;;;;;;;
07/31/18;2.816,;;;;;;;;
07/30/18;2.803,;;;;;;;;
07/27/18;2.819,;;;;;;;;
07/26/18;2.837,;;;;;;;;
07/25/18;2.846,;;;;;;;;
07/24/18;2.820,;;;;;;;;
07/23/18;2.807,;;;;;;;;
07/20/18;2.802,;;;;;;;;
07/19/18;2.804,;;;;;;;;
07/18/18;2.816,;;;;;;;;
07/17/18;2.810,;;;;;;;;
07/16/18;2.798,;;;;;;;;
07/13/18;2.801,;;;;;;;;
07/12/18;2.798,;;;;;;;;
07/11/18;2.774,;;;;;;;;
07/10/18;2.794,;;;;;;;;
07/09/18;2.784,;;;;;;;;
07/06/18;2.760,;;;;;;;;
07/05/18;2.737,;;;;;;;;
07/03/18;2.713,;;;;;;;;
07/02/18;2.727,;;;;;;;;
06/29/18;2.718,;;;;;;;;
06/28/18;2.716,;;;;;;;;
06/27/18;2.700,;;;;;;;;
06/26/18;2.723,;;;;;;;;
06/25/18;2.717,;;;;;;;;
06/22/18;2.755,;;;;;;;;
06/21/18;2.750,;;;;;;;;
06/20/18;2.767,;;;;;;;;
06/19/18;2.763,;;;;;;;;
06/18/18;2.774,;;;;;;;;
06/15/18;2.780,;;;;;;;;
06/14/18;2.782,;;;;;;;;
06/13/18;2.776,;;;;;;;;
06/12/18;2.787,;;;;;;;;
06/11/18;2.782,;;;;;;;;
06/08/18;2.779,;;;;;;;;
06/07/18;2.770,;;;;;;;;
06/06/18;2.772,;;;;;;;;
06/05/18;2.749,;;;;;;;;
06/04/18;2.747,;;;;;;;;
06/01/18;2.735,;;;;;;;;
05/31/18;2.705,;;;;;;;;
05/30/18;2.724,;;;;;;;;
05/29/18;2.690,;;;;;;;;
05/25/18;2.721,;;;;;;;;
05/24/18;2.728,;;;;;;;;
05/23/18;2.733,;;;;;;;;
05/22/18;2.724,;;;;;;;;
05/21/18;2.733,;;;;;;;;
05/18/18;2.713,;;;;;;;;
05/17/18;2.720,;;;;;;;;
05/16/18;2.722,;;;;;;;;
05/15/18;2.711,;;;;;;;;
05/14/18;2.730,;;;;;;;;
05/11/18;2.728,;;;;;;;;
05/10/18;2.723,;;;;;;;;
05/09/18;2.698,;;;;;;;;
05/08/18;2.672,;;;;;;;;
05/07/18;2.673,;;;;;;;;
05/04/18;2.663,;;;;;;;;
05/03/18;2.630,;;;;;;;;
05/02/18;2.636,;;;;;;;;
05/01/18;2.655,;;;;;;;;
04/30/18;2.648,;;;;;;;;
04/27/18;2.670,;;;;;;;;
04/26/18;2.667,;;;;;;;;
04/25/18;2.639,;;;;;;;;
04/24/18;2.635,;;;;;;;;
04/23/18;2.670,;;;;;;;;
04/20/18;2.670,;;;;;;;;
04/19/18;2.693,;;;;;;;;
04/18/18;2.709,;;;;;;;;
04/17/18;2.706,;;;;;;;;
04/16/18;2.678,;;;;;;;;
04/13/18;2.656,;;;;;;;;
04/12/18;2.664,;;;;;;;;
04/11/18;2.642,;;;;;;;;
04/10/18;2.657,;;;;;;;;
04/09/18;2.613,;;;;;;;;
04/06/18;2.604,;;;;;;;;
04/05/18;2.663,;;;;;;;;
04/04/18;2.645,;;;;;;;;
04/03/18;2.614,;;;;;;;;
04/02/18;2.582,;;;;;;;;
03/29/18;2.641,;;;;;;;;
03/28/18;2.605,;;;;;;;;
03/27/18;2.613,;;;;;;;;
03/26/18;2.659,;;;;;;;;
03/23/18;2.588,;;;;;;;;
03/22/18;2.644,;;;;;;;;
03/21/18;2.712,;;;;;;;;
03/20/18;2.717,;;;;;;;;
03/19/18;2.713,;;;;;;;;
03/16/18;2.752,;;;;;;;;
03/15/18;2.747,;;;;;;;;
03/14/18;2.749,;;;;;;;;
03/13/18;2.765,;;;;;;;;
03/12/18;2.783,;;;;;;;;
03/09/18;2.787,;;;;;;;;
03/08/18;2.739,;;;;;;;;
03/07/18;2.727,;;;;;;;;
03/06/18;2.728,;;;;;;;;
03/05/18;2.721,;;;;;;;;
03/02/18;2.691,;;;;;;;;
03/01/18;2.678,;;;;;;;;
02/28/18;2.714,;;;;;;;;
02/27/18;2.744,;;;;;;;;
02/26/18;2.780,;;;;;;;;
02/23/18;2.747,;;;;;;;;
02/22/18;2.704,;;;;;;;;
02/21/18;2.701,;;;;;;;;
02/20/18;2.716,;;;;;;;;
02/16/18;2.732,;;;;;;;;
02/15/18;2.731,;;;;;;;;
02/14/18;2.699,;;;;;;;;
02/13/18;2.663,;;;;;;;;
02/12/18;2.656,;;;;;;;;
02/09/18;2.620,;;;;;;;;
02/08/18;2.581,;;;;;;;;
02/07/18;2.682,;;;;;;;;
02/06/18;2.695,;;;;;;;;
02/05/18;2.649,;;;;;;;;
02/02/18;2.762,;;;;;;;;
02/01/18;2.822,;;;;;;;;
01/31/18;2.824,;;;;;;;;
01/30/18;2.822,;;;;;;;;
01/29/18;2.854,;;;;;;;;
01/26/18;2.873,;;;;;;;;
01/25/18;2.839,;;;;;;;;
01/24/18;2.838,;;;;;;;;
01/23/18;2.839,;;;;;;;;
01/22/18;2.833,;;;;;;;;
01/19/18;2.810,;;;;;;;;
01/18/18;2.798,;;;;;;;;
01/17/18;2.803,;;;;;;;;
01/16/18;2.776,;;;;;;;;
01/12/18;2.786,;;;;;;;;
01/11/18;2.768,;;;;;;;;
01/10/18;2.748,;;;;;;;;
01/09/18;2.751,;;;;;;;;
01/08/18;2.748,;;;;;;;;
01/05/18;2.743,;;;;;;;;
01/04/18;2.724,;;;;;;;;
01/03/18;2.713,;;;;;;;;
01/02/18;2.696,;;;;;;;;
12/29/17;2.674,;;;;;;;;
12/28/17;2.688,;;;;;;;;
12/27/17;2.683,;;;;;;;;
12/26/17;2.681,;;;;;;;;
12/22/17;2.683,;;;;;;;;
12/21/17;2.685,;;;;;;;;
12/20/17;2.679,;;;;;;;;
12/19/17;2.681,;;;;;;;;
12/18/17;2.690,;;;;;;;;
12/15/17;2.676,;;;;;;;;
12/14/17;2.652,;;;;;;;;
12/13/17;2.663,;;;;;;;;
12/12/17;2.664,;;;;;;;;
12/11/17;2.660,;;;;;;;;
12/08/17;2.652,;;;;;;;;
12/07/17;2.637,;;;;;;;;
12/06/17;2.629,;;;;;;;;
12/05/17;2.630,;;;;;;;;
12/04/17;2.639,;;;;;;;;
12/01/17;2.642,;;;;;;;;
11/30/17;2.648,;;;;;;;;
11/29/17;2.626,;;;;;;;;
11/28/17;2.627,;;;;;;;;
11/27/17;2.601,;;;;;;;;
11/24/17;2.602,;;;;;;;;
11/22/17;2.597,;;;;;;;;
11/21/17;2.599,;;;;;;;;
11/20/17;2.582,;;;;;;;;
11/17/17;2.579,;;;;;;;;
11/16/17;2.586,;;;;;;;;
11/15/17;2.565,;;;;;;;;
11/14/17;2.579,;;;;;;;;
11/13/17;2.585,;;;;;;;;
11/10/17;2.582,;;;;;;;;
11/09/17;2.585,;;;;;;;;
11/08/17;2.594,;;;;;;;;
11/07/17;2.591,;;;;;;;;
11/06/17;2.591,;;;;;;;;
11/03/17;2.588,;;;;;;;;
11/02/17;2.580,;;;;;;;;
11/01/17;2.579,;;;;;;;;
10/31/17;2.575,;;;;;;;;
10/30/17;2.573,;;;;;;;;
10/27/17;2.581,;;;;;;;;
10/26/17;2.560,;;;;;;;;
10/25/17;2.557,;;;;;;;;
10/24/17;2.569,;;;;;;;;
10/23/17;2.565,;;;;;;;;
10/20/17;2.575,;;;;;;;;
10/19/17;2.562,;;;;;;;;
10/18/17;2.561,;;;;;;;;
10/17/17;2.559,;;;;;;;;
10/16/17;2.558,;;;;;;;;
10/13/17;2.553,;;;;;;;;
10/12/17;2.551,;;;;;;;;
10/11/17;2.555,;;;;;;;;
10/10/17;2.551,;;;;;;;;
10/09/17;2.545,;;;;;;;;
10/06/17;2.549,;;;;;;;;
10/05/17;2.552,;;;;;;;;
10/04/17;2.538,;;;;;;;;
10/03/17;2.535,;;;;;;;;
10/02/17;2.529,;;;;;;;;
09/29/17;2.519,;;;;;;;;
09/28/17;2.510,;;;;;;;;
09/27/17;2.507,;;;;;;;;
09/26/17;2.497,;;;;;;;;
09/25/17;2.497,;;;;;;;;
09/22/17;2.502,;;;;;;;;
09/21/17;2.501,;;;;;;;;
09/20/17;2.508,;;;;;;;;
09/19/17;2.507,;;;;;;;;
09/18/17;2.504,;;;;;;;;
09/15/17;2.500,;;;;;;;;
09/14/17;2.496,;;;;;;;;
09/13/17;2.498,;;;;;;;;
09/12/17;2.496,;;;;;;;;
09/11/17;2.488,;;;;;;;;
09/08/17;2.461,;;;;;;;;
09/07/17;2.465,;;;;;;;;
09/06/17;2.466,;;;;;;;;
09/05/17;2.458,;;;;;;;;
09/01/17;2.477,;;;;;;;;
08/31/17;2.472,;;;;;;;;
08/30/17;2.458,;;;;;;;;
08/29/17;2.446,;;;;;;;;
08/28/17;2.444,;;;;;;;;
08/25/17;2.443,;;;;;;;;
08/24/17;2.439,;;;;;;;;
08/23/17;2.444,;;;;;;;;
08/22/17;2.453,;;;;;;;;
08/21/17;2.428,;;;;;;;;
08/18/17;2.426,;;;;;;;;
08/17/17;2.430,;;;;;;;;
08/16/17;2.468,;;;;;;;;
08/15/17;2.465,;;;;;;;;
08/14/17;2.466,;;;;;;;;
08/11/17;2.441,;;;;;;;;
08/10/17;2.438,;;;;;;;;
08/09/17;2.474,;;;;;;;;
08/08/17;2.475,;;;;;;;;
08/07/17;2.481,;;;;;;;;
08/04/17;2.477,;;;;;;;;
08/03/17;2.472,;;;;;;;;
08/02/17;2.478,;;;;;;;;
08/01/17;2.476,;;;;;;;;
07/31/17;2.470,;;;;;;;;
07/28/17;2.472,;;;;;;;;
07/27/17;2.475,;;;;;;;;
07/26/17;2.478,;;;;;;;;
07/25/17;2.477,;;;;;;;;
07/24/17;2.470,;;;;;;;;
07/21/17;2.473,;;;;;;;;
07/20/17;2.473,;;;;;;;;
07/19/17;2.474,;;;;;;;;
07/18/17;2.461,;;;;;;;;
07/17/17;2.459,;;;;;;;;
07/14/17;2.459,;;;;;;;;
07/13/17;2.448,;;;;;;;;
07/12/17;2.443,;;;;;;;;
07/11/17;2.426,;;;;;;;;
07/10/17;2.427,;;;;;;;;
07/07/17;2.425,;;;;;;;;
07/06/17;2.410,;;;;;;;;
07/05/17;2.433,;;;;;;;;
07/03/17;2.429,;;;;;;;;
06/30/17;2.423,;;;;;;;;
06/29/17;2.420,;;;;;;;;
06/28/17;2.441,;;;;;;;;
06/27/17;2.419,;;;;;;;;
06/26/17;2.439,;;;;;;;;
06/23/17;2.438,;;;;;;;;
06/22/17;2.434,;;;;;;;;
06/21/17;2.436,;;;;;;;;
06/20/17;2.437,;;;;;;;;
06/19/17;2.453,;;;;;;;;
06/16/17;2.433,;;;;;;;;
06/15/17;2.432,;;;;;;;;
06/14/17;2.438,;;;;;;;;
06/13/17;2.440,;;;;;;;;
06/12/17;2.429,;;;;;;;;
06/09/17;2.432,;;;;;;;;
06/08/17;2.434,;;;;;;;;
06/07/17;2.433,;;;;;;;;
06/06/17;2.429,;;;;;;;;
06/05/17;2.436,;;;;;;;;
06/02/17;2.439,;;;;;;;;
06/01/17;2.430,;;;;;;;;
05/31/17;2.412,;;;;;;;;
05/30/17;2.413,;;;;;;;;
05/26/17;2.416,;;;;;;;;
05/25/17;2.415,;;;;;;;;
05/24/17;2.404,;;;;;;;;
05/23/17;2.398,;;;;;;;;
05/22/17;2.394,;;;;;;;;
05/19/17;2.382,;;;;;;;;
05/18/17;2.366,;;;;;;;;
05/17/17;2.357,;;;;;;;;
05/16/17;2.401,;;;;;;;;
05/15/17;2.402,;;;;;;;;
05/12/17;2.391,;;;;;;;;
05/11/17;2.394,;;;;;;;;
05/10/17;2.400,;;;;;;;;
05/09/17;2.397,;;;;;;;;
05/08/17;2.399,;;;;;;;;
05/05/17;2.399,;;;;;;;;
05/04/17;2.390,;;;;;;;;
05/03/17;2.388,;;;;;;;;
05/02/17;2.391,;;;;;;;;
05/01/17;2.388,;;;;;;;;
04/28/17;2.384,;;;;;;;;
04/27/17;2.389,;;;;;;;;
04/26/17;2.387,;;;;;;;;
04/25/17;2.389,;;;;;;;;
04/24/17;2.374,;;;;;;;;
04/21/17;2.349,;;;;;;;;
04/20/17;2.356,;;;;;;;;
04/19/17;2.338,;;;;;;;;
04/18/17;2.342,;;;;;;;;
04/17/17;2.349,;;;;;;;;
04/13/17;2.329,;;;;;;;;
04/12/17;2.345,;;;;;;;;
04/11/17;2.354,;;;;;;;;
04/10/17;2.357,;;;;;;;;
04/07/17;2.356,;;;;;;;;
04/06/17;2.357,;;;;;;;;
04/05/17;2.353,;;;;;;;;
04/04/17;2.360,;;;;;;;;
04/03/17;2.359,;;;;;;;;
03/31/17;2.363,;;;;;;;;
03/30/17;2.368,;;;;;;;;
03/29/17;2.361,;;;;;;;;
03/28/17;2.359,;;;;;;;;
03/27/17;2.342,;;;;;;;;
03/24/17;2.344,;;;;;;;;
03/23/17;2.346,;;;;;;;;
03/22/17;2.348,;;;;;;;;
03/21/17;2.344,;;;;;;;;
03/20/17;2.373,;;;;;;;;
03/17/17;2.378,;;;;;;;;
03/16/17;2.381,;;;;;;;;
03/15/17;2.385,;;;;;;;;
03/14/17;2.365,;;;;;;;;
03/13/17;2.373,;;;;;;;;
03/10/17;2.373,;;;;;;;;
03/09/17;2.365,;;;;;;;;
03/08/17;2.363,;;;;;;;;
03/07/17;2.368,;;;;;;;;
03/06/17;2.375,;;;;;;;;
03/03/17;2.383,;;;;;;;;
03/02/17;2.382,;;;;;;;;
03/01/17;2.396,;;;;;;;;
02/28/17;2.364,;;;;;;;;
02/27/17;2.370,;;;;;;;;
02/24/17;2.367,;;;;;;;;
02/23/17;2.364,;;;;;;;;
02/22/17;2.363,;;;;;;;;
02/21/17;2.365,;;;;;;;;
02/17/17;2.351,;;;;;;;;
02/16/17;2.347,;;;;;;;;
02/15/17;2.349,;;;;;;;;
02/14/17;2.338,;;;;;;;;
02/13/17;2.328,;;;;;;;;
02/10/17;2.316,;;;;;;;;
02/09/17;2.308,;;;;;;;;
02/08/17;2.295,;;;;;;;;
02/07/17;2.293,;;;;;;;;
02/06/17;2.293,;;;;;;;;
02/03/17;2.297,;;;;;;;;
02/02/17;2.281,;;;;;;;;
02/01/17;2.280,;;;;;;;;
01/31/17;2.279,;;;;;;;;
01/30/17;2.281,;;;;;;;;
01/27/17;2.295,;;;;;;;;
01/26/17;2.297,;;;;;;;;
01/25/17;2.298,;;;;;;;;
01/24/17;2.280,;;;;;;;;
01/23/17;2.265,;;;;;;;;
01/20/17;2.271,;;;;;;;;
01/19/17;2.264,;;;;;;;;
01/18/17;2.272,;;;;;;;;
01/17/17;2.268,;;;;;;;;
01/13/17;2.275,;;;;;;;;
01/12/17;2.270,;;;;;;;;
01/11/17;2.275,;;;;;;;;
01/10/17;2.269,;;;;;;;;
01/09/17;2.269,;;;;;;;;
01/06/17;2.277,;;;;;;;;
01/05/17;2.269,;;;;;;;;
01/04/17;2.271,;;;;;;;;
01/03/17;2.258,;;;;;;;;
12/30/16;2.239,;;;;;;;;
12/29/16;2.249,;;;;;;;;
12/28/16;2.250,;;;;;;;;
12/27/16;2.269,;;;;;;;;
12/23/16;2.264,;;;;;;;;
12/22/16;2.261,;;;;;;;;
12/21/16;2.265,;;;;;;;;
12/20/16;2.271,;;;;;;;;
12/19/16;2.263,;;;;;;;;
12/16/16;2.258,;;;;;;;;
12/15/16;2.262,;;;;;;;;
12/14/16;2.253,;;;;;;;;
12/13/16;2.272,;;;;;;;;
12/12/16;2.257,;;;;;;;;
12/09/16;2.260,;;;;;;;;
12/08/16;2.246,;;;;;;;;
12/07/16;2.241,;;;;;;;;
12/06/16;2.212,;;;;;;;;
12/05/16;2.205,;;;;;;;;
12/02/16;2.192,;;;;;;;;
12/01/16;2.191,;;;;;;;;
11/30/16;2.199,;;;;;;;;
11/29/16;2.205,;;;;;;;;
11/28/16;2.202,;;;;;;;;
11/25/16;2.213,;;;;;;;;
11/23/16;2.205,;;;;;;;;
11/22/16;2.203,;;;;;;;;
11/21/16;2.198,;;;;;;;;
11/18/16;2.182,;;;;;;;;
11/17/16;2.187,;;;;;;;;
11/16/16;2.177,;;;;;;;;
11/15/16;2.180,;;;;;;;;
11/14/16;2.164,;;;;;;;;
11/11/16;2.164,;;;;;;;;
11/10/16;2.167,;;;;;;;;
11/09/16;2.163,;;;;;;;;
11/08/16;2.140,;;;;;;;;
11/07/16;2.132,;;;;;;;;
11/04/16;2.085,;;;;;;;;
11/03/16;2.089,;;;;;;;;
11/02/16;2.098,;;;;;;;;
11/01/16;2.112,;;;;;;;;
10/31/16;2.126,;;;;;;;;
10/28/16;2.126,;;;;;;;;
10/27/16;2.133,;;;;;;;;
10/26/16;2.139,;;;;;;;;
10/25/16;2.143,;;;;;;;;
10/24/16;2.151,;;;;;;;;
10/21/16;2.141,;;;;;;;;
10/20/16;2.141,;;;;;;;;
10/19/16;2.144,;;;;;;;;
10/18/16;2.140,;;;;;;;;
10/17/16;2.127,;;;;;;;;
10/14/16;2.133,;;;;;;;;
10/13/16;2.133,;;;;;;;;
10/12/16;2.139,;;;;;;;;
10/11/16;2.137,;;;;;;;;
10/10/16;2.164,;;;;;;;;
10/07/16;2.154,;;;;;;;;
10/06/16;2.161,;;;;;;;;
10/05/16;2.160,;;;;;;;;
10/04/16;2.150,;;;;;;;;
10/03/16;2.161,;;;;;;;;
09/30/16;2.168,;;;;;;;;
09/29/16;2.151,;;;;;;;;
09/28/16;2.171,;;;;;;;;
09/27/16;2.160,;;;;;;;;
09/26/16;2.146,;;;;;;;;
09/23/16;2.165,;;;;;;;;
09/22/16;2.177,;;;;;;;;
09/21/16;2.163,;;;;;;;;
09/20/16;2.140,;;;;;;;;
09/19/16;2.139,;;;;;;;;
09/16/16;2.139,;;;;;;;;
09/15/16;2.147,;;;;;;;;
09/14/16;2.126,;;;;;;;;
09/13/16;2.127,;;;;;;;;
09/12/16;2.159,;;;;;;;;
09/09/16;2.128,;;;;;;;;
09/08/16;2.181,;;;;;;;;
09/07/16;2.186,;;;;;;;;
09/06/16;2.186,;;;;;;;;
09/02/16;2.180,;;;;;;;;
09/01/16;2.171,;;;;;;;;
08/31/16;2.171,;;;;;;;;
08/30/16;2.176,;;;;;;;;
08/29/16;2.180,;;;;;;;;
08/26/16;2.169,;;;;;;;;
08/25/16;2.172,;;;;;;;;
08/24/16;2.175,;;;;;;;;
08/23/16;2.187,;;;;;;;;
08/22/16;2.183,;;;;;;;;
08/19/16;2.184,;;;;;;;;
08/18/16;2.187,;;;;;;;;
08/17/16;2.182,;;;;;;;;
08/16/16;2.178,;;;;;;;;
08/15/16;2.190,;;;;;;;;
08/12/16;2.184,;;;;;;;;
08/11/16;2.186,;;;;;;;;
08/10/16;2.175,;;;;;;;;
08/09/16;2.182,;;;;;;;;
08/08/16;2.181,;;;;;;;;
08/05/16;2.183,;;;;;;;;
08/04/16;2.164,;;;;;;;;
08/03/16;2.164,;;;;;;;;
08/02/16;2.157,;;;;;;;;
08/01/16;2.171,;;;;;;;;
07/29/16;2.174,;;;;;;;;
07/28/16;2.170,;;;;;;;;
07/27/16;2.167,;;;;;;;;
07/26/16;2.169,;;;;;;;;
07/25/16;2.168,;;;;;;;;
07/22/16;2.175,;;;;;;;;
07/21/16;2.165,;;;;;;;;
07/20/16;2.173,;;;;;;;;
07/19/16;2.164,;;;;;;;;
07/18/16;2.167,;;;;;;;;
07/15/16;2.162,;;;;;;;;
07/14/16;2.164,;;;;;;;;
07/13/16;2.152,;;;;;;;;
07/12/16;2.152,;;;;;;;;
07/11/16;2.137,;;;;;;;;
07/08/16;2.130,;;;;;;;;
07/07/16;2.098,;;;;;;;;
07/06/16;2.100,;;;;;;;;
07/05/16;2.089,;;;;;;;;
07/01/16;2.103,;;;;;;;;
06/30/16;2.099,;;;;;;;;
06/29/16;2.071,;;;;;;;;
06/28/16;2.036,;;;;;;;;
06/27/16;2.001,;;;;;;;;
06/24/16;2.037,;;;;;;;;
06/23/16;2.113,;;;;;;;;
06/22/16;2.085,;;;;;;;;
06/21/16;2.089,;;;;;;;;
06/20/16;2.083,;;;;;;;;
06/17/16;2.071,;;;;;;;;
06/16/16;2.078,;;;;;;;;
06/15/16;2.072,;;;;;;;;
06/14/16;2.075,;;;;;;;;
06/13/16;2.079,;;;;;;;;
06/10/16;2.096,;;;;;;;;
06/09/16;2.115,;;;;;;;;
06/08/16;2.119,;;;;;;;;
06/07/16;2.112,;;;;;;;;
06/06/16;2.109,;;;;;;;;
06/03/16;2.099,;;;;;;;;
06/02/16;2.105,;;;;;;;;
06/01/16;2.099,;;;;;;;;
05/31/16;2.097,;;;;;;;;
05/27/16;2.099,;;;;;;;;
05/26/16;2.090,;;;;;;;;
05/25/16;2.091,;;;;;;;;
05/24/16;2.076,;;;;;;;;
05/23/16;2.048,;;;;;;;;
05/20/16;2.052,;;;;;;;;
05/19/16;2.040,;;;;;;;;
05/18/16;2.048,;;;;;;;;
05/17/16;2.047,;;;;;;;;
05/16/16;2.067,;;;;;;;;
05/13/16;2.047,;;;;;;;;
05/12/16;2.064,;;;;;;;;
05/11/16;2.064,;;;;;;;;
05/10/16;2.084,;;;;;;;;
05/09/16;2.059,;;;;;;;;
05/06/16;2.057,;;;;;;;;
05/05/16;2.051,;;;;;;;;
05/04/16;2.051,;;;;;;;;
05/03/16;2.063,;;;;;;;;
05/02/16;2.081,;;;;;;;;
04/29/16;2.065,;;;;;;;;
04/28/16;2.076,;;;;;;;;
04/27/16;2.095,;;;;;;;;
04/26/16;2.092,;;;;;;;;
04/25/16;2.088,;;;;;;;;
04/22/16;2.092,;;;;;;;;
04/21/16;2.091,;;;;;;;;
04/20/16;2.102,;;;;;;;;
04/19/16;2.101,;;;;;;;;
04/18/16;2.094,;;;;;;;;
04/15/16;2.081,;;;;;;;;
04/14/16;2.083,;;;;;;;;
04/13/16;2.082,;;;;;;;;
04/12/16;2.062,;;;;;;;;
04/11/16;2.042,;;;;;;;;
04/08/16;2.048,;;;;;;;;
04/07/16;2.042,;;;;;;;;
04/06/16;2.067,;;;;;;;;
04/05/16;2.045,;;;;;;;;
04/04/16;2.066,;;;;;;;;
04/01/16;2.073,;;;;;;;;
03/31/16;2.060,;;;;;;;;
03/30/16;2.064,;;;;;;;;
03/29/16;2.055,;;;;;;;;
03/28/16;2.037,;;;;;;;;
03/24/16;2.036,;;;;;;;;
03/23/16;2.037,;;;;;;;;
03/22/16;2.050,;;;;;;;;
03/21/16;2.052,;;;;;;;;
03/18/16;2.050,;;;;;;;;
03/17/16;2.041,;;;;;;;;
03/16/16;2.027,;;;;;;;;
03/15/16;2.016,;;;;;;;;
03/14/16;2.020,;;;;;;;;
03/11/16;2.022,;;;;;;;;
03/10/16;1.990,;;;;;;;;
03/09/16;1.989,;;;;;;;;
03/08/16;1.979,;;;;;;;;
03/07/16;2.002,;;;;;;;;
03/04/16;2.000,;;;;;;;;
03/03/16;1.993,;;;;;;;;
03/02/16;1.986,;;;;;;;;
03/01/16;1.978,;;;;;;;;
02/29/16;1.932,;;;;;;;;
02/26/16;1.948,;;;;;;;;
02/25/16;1.952,;;;;;;;;
02/24/16;1.930,;;;;;;;;
02/23/16;1.921,;;;;;;;;
02/22/16;1.946,;;;;;;;;
02/19/16;1.918,;;;;;;;;
02/18/16;1.918,;;;;;;;;
02/17/16;1.927,;;;;;;;;
02/16/16;1.896,;;;;;;;;
02/12/16;1.865,;;;;;;;;
02/11/16;1.829,;;;;;;;;
02/10/16;1.852,;;;;;;;;
02/09/16;1.852,;;;;;;;;
02/08/16;1.853,;;;;;;;;
02/05/16;1.880,;;;;;;;;
02/04/16;1.915,;;;;;;;;
02/03/16;1.913,;;;;;;;;
02/02/16;1.903,;;;;;;;;
02/01/16;1.939,;;;;;;;;
01/29/16;1.940,;;;;;;;;
01/28/16;1.893,;;;;;;;;
01/27/16;1.883,;;;;;;;;
01/26/16;1.904,;;;;;;;;
01/25/16;1.877,;;;;;;;;
01/22/16;1.907,;;;;;;;;
01/21/16;1.869,;;;;;;;;
01/20/16;1.859,;;;;;;;;
01/19/16;1.881,;;;;;;;;
01/15/16;1.880,;;;;;;;;
01/14/16;1.922,;;;;;;;;
01/13/16;1.890,;;;;;;;;
01/12/16;1.939,;;;;;;;;
01/11/16;1.924,;;;;;;;;
01/08/16;1.922,;;;;;;;;
01/07/16;1.943,;;;;;;;;
01/06/16;1.990,;;;;;;;;
01/05/16;2.017,;;;;;;;;
01/04/16;2.013,;;;;;;;;
12/31/15;2.044,;;;;;;;;
12/30/15;2.063,;;;;;;;;
12/29/15;2.078,;;;;;;;;
12/28/15;2.057,;;;;;;;;
12/24/15;2.061,;;;;;;;;
12/23/15;2.064,;;;;;;;;
12/22/15;2.039,;;;;;;;;
12/21/15;2.021,;;;;;;;;
12/18/15;2.006,;;;;;;;;
12/17/15;2.042,;;;;;;;;
12/16/15;2.073,;;;;;;;;
12/15/15;2.043,;;;;;;;;
12/14/15;2.022,;;;;;;;;
12/11/15;2.012,;;;;;;;;
12/10/15;2.052,;;;;;;;;
12/09/15;2.048,;;;;;;;;
12/08/15;2.064,;;;;;;;;
12/07/15;2.077,;;;;;;;;
12/04/15;2.092,;;;;;;;;
12/03/15;2.050,;;;;;;;;
12/02/15;2.080,;;;;;;;;
12/01/15;2.103,;;;;;;;;
11/30/15;2.080,;;;;;;;;
11/27/15;2.090,;;;;;;;;
11/25/15;2.089,;;;;;;;;
11/24/15;2.089,;;;;;;;;
11/23/15;2.087,;;;;;;;;
11/20/15;2.089,;;;;;;;;
11/19/15;2.081,;;;;;;;;
11/18/15;2.084,;;;;;;;;
11/17/15;2.050,;;;;;;;;
11/16/15;2.053,;;;;;;;;
11/13/15;2.023,;;;;;;;;
11/12/15;2.046,;;;;;;;;
11/11/15;2.075,;;;;;;;;
11/10/15;2.082,;;;;;;;;
11/09/15;2.079,;;;;;;;;
11/06/15;2.099,;;;;;;;;
11/05/15;2.100,;;;;;;;;
11/04/15;2.102,;;;;;;;;
11/03/15;2.110,;;;;;;;;
11/02/15;2.104,;;;;;;;;
10/30/15;2.079,;;;;;;;;
10/29/15;2.089,;;;;;;;;
10/28/15;2.090,;;;;;;;;
10/27/15;2.066,;;;;;;;;
10/26/15;2.071,;;;;;;;;
10/23/15;2.075,;;;;;;;;
10/22/15;2.053,;;;;;;;;
10/21/15;2.019,;;;;;;;;
10/20/15;2.031,;;;;;;;;
10/19/15;2.034,;;;;;;;;
10/16/15;2.033,;;;;;;;;
10/15/15;2.024,;;;;;;;;
10/14/15;1.994,;;;;;;;;
10/13/15;2.004,;;;;;;;;
10/12/15;2.017,;;;;;;;;
10/09/15;2.015,;;;;;;;;
10/08/15;2.013,;;;;;;;;
10/07/15;1.996,;;;;;;;;
10/06/15;1.980,;;;;;;;;
10/05/15;1.987,;;;;;;;;
10/02/15;1.951,;;;;;;;;
10/01/15;1.924,;;;;;;;;
09/30/15;1.920,;;;;;;;;
09/29/15;1.884,;;;;;;;;
09/28/15;1.882,;;;;;;;;
09/25/15;1.931,;;;;;;;;
09/24/15;1.932,;;;;;;;;
09/23/15;1.939,;;;;;;;;
09/22/15;1.943,;;;;;;;;
09/21/15;1.967,;;;;;;;;
09/18/15;1.958,;;;;;;;;
09/17/15;1.990,;;;;;;;;
