Date;Price;;;;;;;;
07/22/21;4.367,;;;;;;;;
07/21/21;4.359,;;;;;;;;
07/20/21;4.323,;;;;;;;;
07/19/21;4.258,;;;;;;;;
07/16/21;4.327,;;;;;;;;
07/15/21;4.360,;;;;;;;;
07/14/21;4.374,;;;;;;;;
07/13/21;4.369,;;;;;;;;
07/12/21;4.385,;;;;;;;;
07/09/21;4.370,;;;;;;;;
07/08/21;4.321,;;;;;;;;
07/07/21;4.358,;;;;;;;;
07/06/21;4.344,;;;;;;;;
07/02/21;4.352,;;;;;;;;
07/01/21;4.320,;;;;;;;;
06/30/21;4.297,;;;;;;;;
06/29/21;4.292,;;;;;;;;
06/28/21;4.291,;;;;;;;;
06/25/21;4.281,;;;;;;;;
06/24/21;4.266,;;;;;;;;
06/23/21;4.242,;;;;;;;;
06/22/21;4.246,;;;;;;;;
06/21/21;4.225,;;;;;;;;
06/18/21;4.166,;;;;;;;;
06/17/21;4.222,;;;;;;;;
06/16/21;4.224,;;;;;;;;
06/15/21;4.247,;;;;;;;;
06/14/21;4.255,;;;;;;;;
06/11/21;4.247,;;;;;;;;
06/10/21;4.239,;;;;;;;;
06/09/21;4.220,;;;;;;;;
06/08/21;4.227,;;;;;;;;
06/07/21;4.227,;;;;;;;;
06/04/21;4.230,;;;;;;;;
06/03/21;4.193,;;;;;;;;
06/02/21;4.208,;;;;;;;;
06/01/21;4.202,;;;;;;;;
05/28/21;4.204,;;;;;;;;
05/27/21;4.201,;;;;;;;;
05/26/21;4.196,;;;;;;;;
05/25/21;4.188,;;;;;;;;
05/24/21;4.197,;;;;;;;;
05/21/21;4.156,;;;;;;;;
05/20/21;4.159,;;;;;;;;
05/19/21;4.116,;;;;;;;;
05/18/21;4.128,;;;;;;;;
05/17/21;4.163,;;;;;;;;
05/14/21;4.174,;;;;;;;;
05/13/21;4.112,;;;;;;;;
05/12/21;4.063,;;;;;;;;
05/11/21;4.152,;;;;;;;;
05/10/21;4.188,;;;;;;;;
05/07/21;4.233,;;;;;;;;
05/06/21;4.202,;;;;;;;;
05/05/21;4.168,;;;;;;;;
05/04/21;4.165,;;;;;;;;
05/03/21;4.193,;;;;;;;;
04/30/21;4.181,;;;;;;;;
04/29/21;4.211,;;;;;;;;
04/28/21;4.183,;;;;;;;;
04/27/21;4.187,;;;;;;;;
04/26/21;4.188,;;;;;;;;
04/23/21;4.180,;;;;;;;;
04/22/21;4.135,;;;;;;;;
04/21/21;4.173,;;;;;;;;
04/20/21;4.135,;;;;;;;;
04/19/21;4.163,;;;;;;;;
04/16/21;4.185,;;;;;;;;
04/15/21;4.170,;;;;;;;;
04/14/21;4.125,;;;;;;;;
04/13/21;4.142,;;;;;;;;
04/12/21;4.128,;;;;;;;;
04/09/21;4.129,;;;;;;;;
04/08/21;4.097,;;;;;;;;
04/07/21;4.080,;;;;;;;;
04/06/21;4.074,;;;;;;;;
04/05/21;4.078,;;;;;;;;
04/01/21;4.020,;;;;;;;;
03/31/21;3.973,;;;;;;;;
03/30/21;3.959,;;;;;;;;
03/29/21;3.971,;;;;;;;;
03/26/21;3.975,;;;;;;;;
03/25/21;3.910,;;;;;;;;
03/24/21;3.889,;;;;;;;;
03/23/21;3.911,;;;;;;;;
03/22/21;3.941,;;;;;;;;
03/19/21;3.913,;;;;;;;;
03/18/21;3.915,;;;;;;;;
03/17/21;3.974,;;;;;;;;
03/16/21;3.963,;;;;;;;;
03/15/21;3.969,;;;;;;;;
03/12/21;3.943,;;;;;;;;
03/11/21;3.939,;;;;;;;;
03/10/21;3.899,;;;;;;;;
03/09/21;3.875,;;;;;;;;
03/08/21;3.821,;;;;;;;;
03/05/21;3.842,;;;;;;;;
03/04/21;3.768,;;;;;;;;
03/03/21;3.820,;;;;;;;;
03/02/21;3.870,;;;;;;;;
03/01/21;3.902,;;;;;;;;
02/26/21;3.811,;;;;;;;;
02/25/21;3.829,;;;;;;;;
02/24/21;3.925,;;;;;;;;
02/23/21;3.881,;;;;;;;;
02/22/21;3.876,;;;;;;;;
02/19/21;3.907,;;;;;;;;
02/18/21;3.914,;;;;;;;;
02/17/21;3.931,;;;;;;;;
02/16/21;3.933,;;;;;;;;
02/12/21;3.935,;;;;;;;;
02/11/21;3.916,;;;;;;;;
02/10/21;3.910,;;;;;;;;
02/09/21;3.911,;;;;;;;;
02/08/21;3.916,;;;;;;;;
02/05/21;3.887,;;;;;;;;
02/04/21;3.872,;;;;;;;;
02/03/21;3.830,;;;;;;;;
02/02/21;3.826,;;;;;;;;
02/01/21;3.774,;;;;;;;;
01/29/21;3.714,;;;;;;;;
01/28/21;3.787,;;;;;;;;
01/27/21;3.751,;;;;;;;;
01/26/21;3.850,;;;;;;;;
01/25/21;3.855,;;;;;;;;
01/22/21;3.841,;;;;;;;;
01/21/21;3.853,;;;;;;;;
01/20/21;3.852,;;;;;;;;
01/19/21;3.799,;;;;;;;;
01/15/21;3.768,;;;;;;;;
01/14/21;3.796,;;;;;;;;
01/13/21;3.810,;;;;;;;;
01/12/21;3.801,;;;;;;;;
01/11/21;3.800,;;;;;;;;
01/08/21;3.825,;;;;;;;;
01/07/21;3.804,;;;;;;;;
01/06/21;3.748,;;;;;;;;
01/05/21;3.727,;;;;;;;;
01/04/21;3.701,;;;;;;;;
12/31/20;3.756,;;;;;;;;
12/30/20;3.732,;;;;;;;;
12/29/20;3.727,;;;;;;;;
12/28/20;3.735,;;;;;;;;
12/24/20;3.703,;;;;;;;;
12/23/20;3.690,;;;;;;;;
12/22/20;3.687,;;;;;;;;
12/21/20;3.695,;;;;;;;;
12/18/20;3.709,;;;;;;;;
12/17/20;3.722,;;;;;;;;
12/16/20;3.701,;;;;;;;;
12/15/20;3.695,;;;;;;;;
12/14/20;3.647,;;;;;;;;
12/11/20;3.663,;;;;;;;;
12/10/20;3.668,;;;;;;;;
12/09/20;3.673,;;;;;;;;
12/08/20;3.702,;;;;;;;;
12/07/20;3.692,;;;;;;;;
12/04/20;3.699,;;;;;;;;
12/03/20;3.667,;;;;;;;;
12/02/20;3.669,;;;;;;;;
12/01/20;3.662,;;;;;;;;
11/30/20;3.622,;;;;;;;;
11/27/20;3.638,;;;;;;;;
11/25/20;3.630,;;;;;;;;
11/24/20;3.635,;;;;;;;;
11/23/20;3.578,;;;;;;;;
11/20/20;3.558,;;;;;;;;
11/19/20;3.582,;;;;;;;;
11/18/20;3.568,;;;;;;;;
11/17/20;3.610,;;;;;;;;
11/16/20;3.627,;;;;;;;;
11/13/20;3.585,;;;;;;;;
11/12/20;3.537,;;;;;;;;
11/11/20;3.573,;;;;;;;;
11/10/20;3.546,;;;;;;;;
11/09/20;3.550,;;;;;;;;
11/06/20;3.509,;;;;;;;;
11/05/20;3.510,;;;;;;;;
11/04/20;3.443,;;;;;;;;
11/03/20;3.369,;;;;;;;;
11/02/20;3.310,;;;;;;;;
10/30/20;3.270,;;;;;;;;
10/29/20;3.310,;;;;;;;;
10/28/20;3.271,;;;;;;;;
10/27/20;3.391,;;;;;;;;
10/26/20;3.401,;;;;;;;;
10/23/20;3.465,;;;;;;;;
10/22/20;3.453,;;;;;;;;
10/21/20;3.436,;;;;;;;;
10/20/20;3.443,;;;;;;;;
10/19/20;3.427,;;;;;;;;
10/16/20;3.484,;;;;;;;;
10/15/20;3.483,;;;;;;;;
10/14/20;3.489,;;;;;;;;
10/13/20;3.512,;;;;;;;;
10/12/20;3.534,;;;;;;;;
10/09/20;3.477,;;;;;;;;
10/08/20;3.447,;;;;;;;;
10/07/20;3.419,;;;;;;;;
10/06/20;3.361,;;;;;;;;
10/05/20;3.409,;;;;;;;;
10/02/20;3.348,;;;;;;;;
10/01/20;3.381,;;;;;;;;
09/30/20;3.363,;;;;;;;;
09/29/20;3.335,;;;;;;;;
09/28/20;3.352,;;;;;;;;
09/25/20;3.298,;;;;;;;;
09/24/20;3.247,;;;;;;;;
09/23/20;3.237,;;;;;;;;
09/22/20;3.316,;;;;;;;;
09/21/20;3.281,;;;;;;;;
09/18/20;3.319,;;;;;;;;
09/17/20;3.357,;;;;;;;;
09/16/20;3.385,;;;;;;;;
09/15/20;3.401,;;;;;;;;
09/14/20;3.384,;;;;;;;;
09/11/20;3.341,;;;;;;;;
09/10/20;3.339,;;;;;;;;
09/09/20;3.399,;;;;;;;;
09/08/20;3.332,;;;;;;;;
09/04/20;3.427,;;;;;;;;
09/03/20;3.455,;;;;;;;;
09/02/20;3.581,;;;;;;;;
09/01/20;3.527,;;;;;;;;
08/31/20;3.500,;;;;;;;;
08/28/20;3.508,;;;;;;;;
08/27/20;3.485,;;;;;;;;
08/26/20;3.479,;;;;;;;;
08/25/20;3.444,;;;;;;;;
08/24/20;3.431,;;;;;;;;
08/21/20;3.397,;;;;;;;;
08/20/20;3.386,;;;;;;;;
08/19/20;3.375,;;;;;;;;
08/18/20;3.390,;;;;;;;;
08/17/20;3.382,;;;;;;;;
08/14/20;3.373,;;;;;;;;
08/13/20;3.373,;;;;;;;;
08/12/20;3.380,;;;;;;;;
08/11/20;3.334,;;;;;;;;
08/10/20;3.360,;;;;;;;;
08/07/20;3.351,;;;;;;;;
08/06/20;3.349,;;;;;;;;
08/05/20;3.328,;;;;;;;;
08/04/20;3.307,;;;;;;;;
08/03/20;3.295,;;;;;;;;
07/31/20;3.271,;;;;;;;;
07/30/20;3.246,;;;;;;;;
07/29/20;3.258,;;;;;;;;
07/28/20;3.218,;;;;;;;;
07/27/20;3.239,;;;;;;;;
07/24/20;3.216,;;;;;;;;
07/23/20;3.236,;;;;;;;;
07/22/20;3.276,;;;;;;;;
07/21/20;3.257,;;;;;;;;
07/20/20;3.252,;;;;;;;;
07/17/20;3.225,;;;;;;;;
07/16/20;3.216,;;;;;;;;
07/15/20;3.227,;;;;;;;;
07/14/20;3.198,;;;;;;;;
07/13/20;3.155,;;;;;;;;
07/10/20;3.185,;;;;;;;;
07/09/20;3.152,;;;;;;;;
07/08/20;3.170,;;;;;;;;
07/07/20;3.145,;;;;;;;;
07/06/20;3.180,;;;;;;;;
07/02/20;3.130,;;;;;;;;
07/01/20;3.116,;;;;;;;;
06/30/20;3.100,;;;;;;;;
06/29/20;3.053,;;;;;;;;
06/26/20;3.009,;;;;;;;;
06/25/20;3.084,;;;;;;;;
06/24/20;3.050,;;;;;;;;
06/23/20;3.131,;;;;;;;;
06/22/20;3.118,;;;;;;;;
06/19/20;3.098,;;;;;;;;
06/18/20;3.115,;;;;;;;;
06/17/20;3.113,;;;;;;;;
06/16/20;3.125,;;;;;;;;
06/15/20;3.067,;;;;;;;;
06/12/20;3.041,;;;;;;;;
06/11/20;3.002,;;;;;;;;
06/10/20;3.190,;;;;;;;;
06/09/20;3.207,;;;;;;;;
06/08/20;3.232,;;;;;;;;
06/05/20;3.194,;;;;;;;;
06/04/20;3.112,;;;;;;;;
06/03/20;3.123,;;;;;;;;
06/02/20;3.081,;;;;;;;;
06/01/20;3.056,;;;;;;;;
05/29/20;3.044,;;;;;;;;
05/28/20;3.030,;;;;;;;;
05/27/20;3.036,;;;;;;;;
05/26/20;2.992,;;;;;;;;
05/22/20;2.955,;;;;;;;;
05/21/20;2.949,;;;;;;;;
05/20/20;2.972,;;;;;;;;
05/19/20;2.923,;;;;;;;;
05/18/20;2.954,;;;;;;;;
05/15/20;2.864,;;;;;;;;
05/14/20;2.853,;;;;;;;;
05/13/20;2.820,;;;;;;;;
05/12/20;2.870,;;;;;;;;
05/11/20;2.930,;;;;;;;;
05/08/20;2.930,;;;;;;;;
05/07/20;2.881,;;;;;;;;
05/06/20;2.848,;;;;;;;;
05/05/20;2.868,;;;;;;;;
05/04/20;2.843,;;;;;;;;
05/01/20;2.831,;;;;;;;;
04/30/20;2.912,;;;;;;;;
04/29/20;2.940,;;;;;;;;
04/28/20;2.863,;;;;;;;;
04/27/20;2.878,;;;;;;;;
04/24/20;2.837,;;;;;;;;
04/23/20;2.798,;;;;;;;;
04/22/20;2.799,;;;;;;;;
04/21/20;2.737,;;;;;;;;
04/20/20;2.823,;;;;;;;;
04/17/20;2.875,;;;;;;;;
04/16/20;2.800,;;;;;;;;
04/15/20;2.783,;;;;;;;;
04/14/20;2.846,;;;;;;;;
04/13/20;2.762,;;;;;;;;
04/09/20;2.790,;;;;;;;;
04/08/20;2.750,;;;;;;;;
04/07/20;2.659,;;;;;;;;
04/06/20;2.664,;;;;;;;;
04/03/20;2.489,;;;;;;;;
04/02/20;2.527,;;;;;;;;
04/01/20;2.471,;;;;;;;;
03/31/20;2.585,;;;;;;;;
03/30/20;2.627,;;;;;;;;
03/27/20;2.541,;;;;;;;;
03/26/20;2.630,;;;;;;;;
03/25/20;2.476,;;;;;;;;
03/24/20;2.447,;;;;;;;;
03/23/20;2.237,;;;;;;;;
03/20/20;2.305,;;;;;;;;
03/19/20;2.409,;;;;;;;;
03/18/20;2.398,;;;;;;;;
03/17/20;2.529,;;;;;;;;
03/16/20;2.386,;;;;;;;;
03/13/20;2.711,;;;;;;;;
03/12/20;2.481,;;;;;;;;
03/11/20;2.741,;;;;;;;;
03/10/20;2.882,;;;;;;;;
03/09/20;2.747,;;;;;;;;
03/06/20;2.972,;;;;;;;;
03/05/20;3.024,;;;;;;;;
03/04/20;3.130,;;;;;;;;
03/03/20;3.003,;;;;;;;;
03/02/20;3.090,;;;;;;;;
02/28/20;2.954,;;;;;;;;
02/27/20;2.979,;;;;;;;;
02/26/20;3.116,;;;;;;;;
02/25/20;3.128,;;;;;;;;
02/24/20;3.226,;;;;;;;;
02/21/20;3.338,;;;;;;;;
02/20/20;3.373,;;;;;;;;
02/19/20;3.386,;;;;;;;;
02/18/20;3.370,;;;;;;;;
02/14/20;3.380,;;;;;;;;
02/13/20;3.374,;;;;;;;;
02/12/20;3.379,;;;;;;;;
02/11/20;3.358,;;;;;;;;
02/10/20;3.352,;;;;;;;;
02/07/20;3.328,;;;;;;;;
02/06/20;3.346,;;;;;;;;
02/05/20;3.335,;;;;;;;;
02/04/20;3.298,;;;;;;;;
02/03/20;3.249,;;;;;;;;
01/31/20;3.226,;;;;;;;;
01/30/20;3.284,;;;;;;;;
01/29/20;3.273,;;;;;;;;
01/28/20;3.276,;;;;;;;;
01/27/20;3.244,;;;;;;;;
01/24/20;3.295,;;;;;;;;
01/23/20;3.326,;;;;;;;;
01/22/20;3.322,;;;;;;;;
01/21/20;3.321,;;;;;;;;
01/17/20;3.330,;;;;;;;;
01/16/20;3.317,;;;;;;;;
01/15/20;3.289,;;;;;;;;
01/14/20;3.283,;;;;;;;;
01/13/20;3.288,;;;;;;;;
01/10/20;3.265,;;;;;;;;
01/09/20;3.275,;;;;;;;;
01/08/20;3.253,;;;;;;;;
01/07/20;3.237,;;;;;;;;
01/06/20;3.246,;;;;;;;;
01/03/20;3.235,;;;;;;;;
01/02/20;3.258,;;;;;;;;
12/31/19;3.231,;;;;;;;;
12/30/19;3.221,;;;;;;;;
12/27/19;3.240,;;;;;;;;
12/26/19;3.240,;;;;;;;;
12/24/19;3.223,;;;;;;;;
12/23/19;3.224,;;;;;;;;
12/20/19;3.221,;;;;;;;;
12/19/19;3.205,;;;;;;;;
12/18/19;3.191,;;;;;;;;
12/17/19;3.193,;;;;;;;;
12/16/19;3.191,;;;;;;;;
12/13/19;3.169,;;;;;;;;
12/12/19;3.169,;;;;;;;;
12/11/19;3.142,;;;;;;;;
12/10/19;3.133,;;;;;;;;
12/09/19;3.136,;;;;;;;;
12/06/19;3.146,;;;;;;;;
12/05/19;3.117,;;;;;;;;
12/04/19;3.113,;;;;;;;;
12/03/19;3.093,;;;;;;;;
12/02/19;3.114,;;;;;;;;
11/29/19;3.141,;;;;;;;;
11/27/19;3.154,;;;;;;;;
11/26/19;3.141,;;;;;;;;
11/25/19;3.134,;;;;;;;;
11/22/19;3.110,;;;;;;;;
11/21/19;3.104,;;;;;;;;
11/20/19;3.108,;;;;;;;;
11/19/19;3.120,;;;;;;;;
11/18/19;3.122,;;;;;;;;
11/15/19;3.120,;;;;;;;;
11/14/19;3.097,;;;;;;;;
11/13/19;3.094,;;;;;;;;
11/12/19;3.092,;;;;;;;;
11/11/19;3.087,;;;;;;;;
11/08/19;3.093,;;;;;;;;
11/07/19;3.085,;;;;;;;;
11/06/19;3.077,;;;;;;;;
11/05/19;3.075,;;;;;;;;
11/04/19;3.078,;;;;;;;;
11/01/19;3.067,;;;;;;;;
10/31/19;3.038,;;;;;;;;
10/30/19;3.047,;;;;;;;;
10/29/19;3.037,;;;;;;;;
10/28/19;3.039,;;;;;;;;
10/25/19;3.023,;;;;;;;;
10/24/19;3.010,;;;;;;;;
10/23/19;3.005,;;;;;;;;
10/22/19;2.996,;;;;;;;;
10/21/19;3.007,;;;;;;;;
10/18/19;2.986,;;;;;;;;
10/17/19;2.998,;;;;;;;;
10/16/19;2.990,;;;;;;;;
10/15/19;2.996,;;;;;;;;
10/14/19;2.966,;;;;;;;;
10/11/19;2.970,;;;;;;;;
10/10/19;2.938,;;;;;;;;
10/09/19;2.919,;;;;;;;;
10/08/19;2.893,;;;;;;;;
10/07/19;2.939,;;;;;;;;
10/04/19;2.952,;;;;;;;;
10/03/19;2.911,;;;;;;;;
10/02/19;2.888,;;;;;;;;
10/01/19;2.940,;;;;;;;;
09/30/19;2.977,;;;;;;;;
09/27/19;2.962,;;;;;;;;
09/26/19;2.978,;;;;;;;;
09/25/19;2.985,;;;;;;;;
09/24/19;2.967,;;;;;;;;
09/23/19;2.992,;;;;;;;;
09/20/19;2.992,;;;;;;;;
09/19/19;3.007,;;;;;;;;
09/18/19;3.007,;;;;;;;;
09/17/19;3.006,;;;;;;;;
09/16/19;2.998,;;;;;;;;
09/13/19;3.007,;;;;;;;;
09/12/19;3.010,;;;;;;;;
09/11/19;3.001,;;;;;;;;
09/10/19;2.979,;;;;;;;;
09/09/19;2.978,;;;;;;;;
09/06/19;2.979,;;;;;;;;
09/05/19;2.976,;;;;;;;;
09/04/19;2.938,;;;;;;;;
09/03/19;2.906,;;;;;;;;
08/30/19;2.926,;;;;;;;;
08/29/19;2.925,;;;;;;;;
08/28/19;2.888,;;;;;;;;
08/27/19;2.869,;;;;;;;;
08/26/19;2.878,;;;;;;;;
08/23/19;2.847,;;;;;;;;
08/22/19;2.923,;;;;;;;;
08/21/19;2.924,;;;;;;;;
08/20/19;2.901,;;;;;;;;
08/19/19;2.924,;;;;;;;;
08/16/19;2.889,;;;;;;;;
08/15/19;2.848,;;;;;;;;
08/14/19;2.841,;;;;;;;;
08/13/19;2.926,;;;;;;;;
08/12/19;2.884,;;;;;;;;
08/09/19;2.919,;;;;;;;;
08/08/19;2.938,;;;;;;;;
08/07/19;2.884,;;;;;;;;
08/06/19;2.882,;;;;;;;;
08/05/19;2.845,;;;;;;;;
08/02/19;2.932,;;;;;;;;
08/01/19;2.954,;;;;;;;;
07/31/19;2.980,;;;;;;;;
07/30/19;3.013,;;;;;;;;
07/29/19;3.021,;;;;;;;;
07/26/19;3.026,;;;;;;;;
07/25/19;3.004,;;;;;;;;
07/24/19;3.020,;;;;;;;;
07/23/19;3.005,;;;;;;;;
07/22/19;2.985,;;;;;;;;
07/19/19;2.977,;;;;;;;;
07/18/19;2.995,;;;;;;;;
07/17/19;2.984,;;;;;;;;
07/16/19;3.004,;;;;;;;;
07/15/19;3.014,;;;;;;;;
07/12/19;3.014,;;;;;;;;
07/11/19;3.000,;;;;;;;;
07/10/19;2.993,;;;;;;;;
07/09/19;2.980,;;;;;;;;
07/08/19;2.976,;;;;;;;;
07/05/19;2.990,;;;;;;;;
07/03/19;2.996,;;;;;;;;
07/02/19;2.973,;;;;;;;;
07/01/19;2.964,;;;;;;;;
06/28/19;2.942,;;;;;;;;
06/27/19;2.925,;;;;;;;;
06/26/19;2.914,;;;;;;;;
06/25/19;2.917,;;;;;;;;
06/24/19;2.945,;;;;;;;;
06/21/19;2.950,;;;;;;;;
06/20/19;2.954,;;;;;;;;
06/19/19;2.926,;;;;;;;;
06/18/19;2.918,;;;;;;;;
06/17/19;2.890,;;;;;;;;
06/14/19;2.887,;;;;;;;;
06/13/19;2.892,;;;;;;;;
06/12/19;2.880,;;;;;;;;
06/11/19;2.886,;;;;;;;;
06/10/19;2.887,;;;;;;;;
06/07/19;2.873,;;;;;;;;
06/06/19;2.843,;;;;;;;;
06/05/19;2.826,;;;;;;;;
06/04/19;2.803,;;;;;;;;
06/03/19;2.744,;;;;;;;;
05/31/19;2.752,;;;;;;;;
05/30/19;2.789,;;;;;;;;
05/29/19;2.783,;;;;;;;;
05/28/19;2.802,;;;;;;;;
05/24/19;2.826,;;;;;;;;
05/23/19;2.822,;;;;;;;;
05/22/19;2.856,;;;;;;;;
05/21/19;2.864,;;;;;;;;
05/20/19;2.840,;;;;;;;;
05/17/19;2.860,;;;;;;;;
05/16/19;2.876,;;;;;;;;
05/15/19;2.851,;;;;;;;;
05/14/19;2.834,;;;;;;;;
05/13/19;2.812,;;;;;;;;
05/10/19;2.881,;;;;;;;;
05/09/19;2.871,;;;;;;;;
05/08/19;2.879,;;;;;;;;
05/07/19;2.884,;;;;;;;;
05/06/19;2.932,;;;;;;;;
05/03/19;2.946,;;;;;;;;
05/02/19;2.918,;;;;;;;;
05/01/19;2.924,;;;;;;;;
04/30/19;2.946,;;;;;;;;
04/29/19;2.943,;;;;;;;;
04/26/19;2.940,;;;;;;;;
04/25/19;2.926,;;;;;;;;
04/24/19;2.927,;;;;;;;;
04/23/19;2.934,;;;;;;;;
04/22/19;2.908,;;;;;;;;
04/18/19;2.905,;;;;;;;;
04/17/19;2.900,;;;;;;;;
04/16/19;2.907,;;;;;;;;
04/15/19;2.906,;;;;;;;;
04/12/19;2.907,;;;;;;;;
04/11/19;2.888,;;;;;;;;
04/10/19;2.888,;;;;;;;;
04/09/19;2.878,;;;;;;;;
04/08/19;2.896,;;;;;;;;
04/05/19;2.893,;;;;;;;;
04/04/19;2.879,;;;;;;;;
04/03/19;2.873,;;;;;;;;
04/02/19;2.867,;;;;;;;;
04/01/19;2.867,;;;;;;;;
03/29/19;2.834,;;;;;;;;
03/28/19;2.815,;;;;;;;;
03/27/19;2.805,;;;;;;;;
03/26/19;2.818,;;;;;;;;
03/25/19;2.798,;;;;;;;;
03/22/19;2.801,;;;;;;;;
03/21/19;2.855,;;;;;;;;
03/20/19;2.824,;;;;;;;;
03/19/19;2.833,;;;;;;;;
03/18/19;2.833,;;;;;;;;
03/15/19;2.822,;;;;;;;;
03/14/19;2.808,;;;;;;;;
03/13/19;2.811,;;;;;;;;
03/12/19;2.792,;;;;;;;;
03/11/19;2.783,;;;;;;;;
03/08/19;2.743,;;;;;;;;
03/07/19;2.749,;;;;;;;;
03/06/19;2.771,;;;;;;;;
03/05/19;2.790,;;;;;;;;
03/04/19;2.793,;;;;;;;;
03/01/19;2.804,;;;;;;;;
02/28/19;2.784,;;;;;;;;
02/27/19;2.792,;;;;;;;;
02/26/19;2.794,;;;;;;;;
02/25/19;2.796,;;;;;;;;
02/22/19;2.793,;;;;;;;;
02/21/19;2.775,;;;;;;;;
02/20/19;2.785,;;;;;;;;
02/19/19;2.780,;;;;;;;;
02/15/19;2.776,;;;;;;;;
02/14/19;2.746,;;;;;;;;
02/13/19;2.753,;;;;;;;;
02/12/19;2.745,;;;;;;;;
02/11/19;2.710,;;;;;;;;
02/08/19;2.708,;;;;;;;;
02/07/19;2.706,;;;;;;;;
02/06/19;2.732,;;;;;;;;
02/05/19;2.738,;;;;;;;;
02/04/19;2.725,;;;;;;;;
02/01/19;2.707,;;;;;;;;
01/31/19;2.704,;;;;;;;;
01/30/19;2.681,;;;;;;;;
01/29/19;2.640,;;;;;;;;
01/28/19;2.644,;;;;;;;;
01/25/19;2.665,;;;;;;;;
01/24/19;2.642,;;;;;;;;
01/23/19;2.639,;;;;;;;;
01/22/19;2.633,;;;;;;;;
01/18/19;2.671,;;;;;;;;
01/17/19;2.636,;;;;;;;;
01/16/19;2.616,;;;;;;;;
01/15/19;2.610,;;;;;;;;
01/14/19;2.583,;;;;;;;;
01/11/19;2.596,;;;;;;;;
01/10/19;2.597,;;;;;;;;
01/09/19;2.585,;;;;;;;;
01/08/19;2.574,;;;;;;;;
01/07/19;2.550,;;;;;;;;
01/04/19;2.532,;;;;;;;;
01/03/19;2.448,;;;;;;;;
01/02/19;2.510,;;;;;;;;
12/31/18;2.507,;;;;;;;;
12/28/18;2.486,;;;;;;;;
12/27/18;2.489,;;;;;;;;
12/26/18;2.468,;;;;;;;;
12/24/18;2.351,;;;;;;;;
12/21/18;2.417,;;;;;;;;
12/20/18;2.467,;;;;;;;;
12/19/18;2.507,;;;;;;;;
12/18/18;2.546,;;;;;;;;
12/17/18;2.546,;;;;;;;;
12/14/18;2.600,;;;;;;;;
12/13/18;2.651,;;;;;;;;
12/12/18;2.651,;;;;;;;;
12/11/18;2.637,;;;;;;;;
12/10/18;2.638,;;;;;;;;
12/07/18;2.633,;;;;;;;;
12/06/18;2.696,;;;;;;;;
12/04/18;2.700,;;;;;;;;
12/03/18;2.790,;;;;;;;;
11/30/18;2.760,;;;;;;;;
11/29/18;2.738,;;;;;;;;
11/28/18;2.744,;;;;;;;;
11/27/18;2.682,;;;;;;;;
11/26/18;2.673,;;;;;;;;
11/23/18;2.633,;;;;;;;;
11/21/18;2.650,;;;;;;;;
11/20/18;2.642,;;;;;;;;
11/19/18;2.691,;;;;;;;;
11/16/18;2.736,;;;;;;;;
11/15/18;2.730,;;;;;;;;
11/14/18;2.702,;;;;;;;;
11/13/18;2.722,;;;;;;;;
11/12/18;2.726,;;;;;;;;
11/09/18;2.781,;;;;;;;;
11/08/18;2.807,;;;;;;;;
11/07/18;2.814,;;;;;;;;
11/06/18;2.755,;;;;;;;;
11/05/18;2.738,;;;;;;;;
11/02/18;2.723,;;;;;;;;
11/01/18;2.740,;;;;;;;;
10/31/18;2.712,;;;;;;;;
10/30/18;2.683,;;;;;;;;
10/29/18;2.641,;;;;;;;;
10/26/18;2.659,;;;;;;;;
10/25/18;2.706,;;;;;;;;
10/24/18;2.656,;;;;;;;;
10/23/18;2.741,;;;;;;;;
10/22/18;2.756,;;;;;;;;
10/19/18;2.768,;;;;;;;;
10/18/18;2.769,;;;;;;;;
10/17/18;2.809,;;;;;;;;
10/16/18;2.810,;;;;;;;;
10/15/18;2.751,;;;;;;;;
10/12/18;2.767,;;;;;;;;
10/11/18;2.728,;;;;;;;;
10/10/18;2.786,;;;;;;;;
10/09/18;2.880,;;;;;;;;
10/08/18;2.884,;;;;;;;;
10/05/18;2.886,;;;;;;;;
10/04/18;2.902,;;;;;;;;
10/03/18;2.926,;;;;;;;;
10/02/18;2.923,;;;;;;;;
10/01/18;2.925,;;;;;;;;
09/28/18;2.914,;;;;;;;;
09/27/18;2.914,;;;;;;;;
09/26/18;2.906,;;;;;;;;
09/25/18;2.916,;;;;;;;;
09/24/18;2.919,;;;;;;;;
09/21/18;2.930,;;;;;;;;
09/20/18;2.931,;;;;;;;;
09/19/18;2.908,;;;;;;;;
09/18/18;2.904,;;;;;;;;
09/17/18;2.889,;;;;;;;;
09/14/18;2.905,;;;;;;;;
09/13/18;2.904,;;;;;;;;
09/12/18;2.889,;;;;;;;;
09/11/18;2.888,;;;;;;;;
09/10/18;2.877,;;;;;;;;
09/07/18;2.872,;;;;;;;;
09/06/18;2.878,;;;;;;;;
09/05/18;2.889,;;;;;;;;
09/04/18;2.897,;;;;;;;;
08/31/18;2.902,;;;;;;;;
08/30/18;2.901,;;;;;;;;
08/29/18;2.914,;;;;;;;;
08/28/18;2.898,;;;;;;;;
08/27/18;2.897,;;;;;;;;
08/24/18;2.875,;;;;;;;;
08/23/18;2.857,;;;;;;;;
08/22/18;2.862,;;;;;;;;
08/21/18;2.863,;;;;;;;;
08/20/18;2.857,;;;;;;;;
