Date;Composite;S&P 500 (SP50)
06/19/20;329,26;329,52
06/18/20;331,13;331,39
06/17/20;330,93;331,19
06/16/20;332,13;332,39
06/15/20;325,95;326,20
06/12/20;323,26;323,51
06/11/20;319,08;319,34
06/10/20;339,08;339,34
06/09/20;340,91;341,16
06/08/20;343,58;343,84
06/05/20;339,51;339,75
06/04/20;330,83;331,07
06/03/20;331,94;332,19
06/02/20;327,46;327,72
06/01/20;324,79;325,05
05/29/20;323,58;323,83
05/28/20;322,04;322,28
05/27/20;322,73;322,96
05/26/20;317,99;318,24
05/22/20;314,10;314,38
05/21/20;313,37;313,64
05/20/20;315,84;316,10
05/19/20;310,67;310,92
05/18/20;313,96;314,22
05/15/20;304,33;304,62
05/14/20;303,13;303,43
05/13/20;299,69;299,97
05/12/20;305,03;305,30
05/11/20;311,44;311,71
05/08/20;311,40;311,65
05/07/20;306,23;306,48
05/06/20;302,76;303,00
05/05/20;304,89;305,12
05/04/20;302,17;302,39
05/01/20;300,90;301,11
04/30/20;309,58;309,80
04/29/20;312,47;312,68
04/28/20;304,42;304,59
04/27/20;305,99;306,19
04/24/20;301,53;301,75
04/23/20;297,38;297,61
04/22/20;297,54;297,77
04/21/20;290,88;291,10
04/20/20;300,07;300,31
04/17/20;305,53;305,78
04/16/20;297,57;297,80
04/15/20;295,86;296,07
04/14/20;302,53;302,74
04/13/20;293,56;293,76
04/09/20;296,56;296,76
04/08/20;292,34;292,52
04/07/20;282,72;282,89
04/06/20;283,15;283,34
04/03/20;264,56;264,72
04/02/20;268,64;268,79
04/01/20;262,63;262,79
03/31/20;274,74;274,93
03/30/20;279,21;279,40
03/27/20;270,15;270,34
03/26/20;279,56;279,77
03/25/20;263,16;263,33
03/24/20;260,17;260,33
03/23/20;237,83;238,00
03/20/20;245,03;245,18
03/19/20;256,18;256,29
03/18/20;254,98;255,09
03/17/20;268,86;269,04
03/16/20;253,67;253,82
03/13/20;288,17;288,38
03/12/20;263,71;263,87
03/11/20;291,42;291,61
03/10/20;306,39;306,59
03/09/20;291,95;292,16
03/06/20;315,94;316,18
03/05/20;321,39;321,67
03/04/20;332,66;332,96
03/03/20;319,18;319,48
03/02/20;328,43;328,72
02/28/20;313,99;314,25
02/27/20;316,60;316,86
02/26/20;331,18;331,50
02/25/20;332,42;332,76
02/24/20;342,80;343,15
02/21/20;354,68;355,05
02/20/20;358,45;358,82
02/19/20;359,83;360,20
02/18/20;358,14;358,51
02/14/20;359,20;359,56
02/13/20;358,54;358,90
02/12/20;359,14;359,48
02/11/20;356,84;357,17
02/10/20;356,22;356,57
02/07/20;353,64;353,98
02/06/20;355,57;355,90
02/05/20;354,39;354,72
02/04/20;350,43;350,77
02/03/20;345,27;345,60
01/31/20;342,80;343,11
01/30/20;348,99;349,29
01/29/20;347,89;348,20
01/28/20;348,22;348,50
01/27/20;344,82;345,03
01/24/20;350,33;350,55
01/23/20;353,52;353,75
01/22/20;353,12;353,34
01/21/20;353,02;353,24
01/17/20;353,97;354,18
01/16/20;352,61;352,82
01/15/20;349,69;349,89
01/14/20;349,05;349,24
01/13/20;349,57;349,77
01/10/20;347,15;347,35
01/09/20;348,15;348,34
01/08/20;345,85;346,04
01/07/20;344,15;344,35
01/06/20;345,12;345,32
01/03/20;343,91;344,10
01/02/20;346,36;346,55
12/31/19;343,47;343,67
12/30/19;342,46;342,66
12/27/19;344,45;344,65
12/26/19;344,43;344,64
12/24/19;342,68;342,88
12/23/19;342,76;342,95
12/20/19;342,45;342,65
12/19/19;340,75;340,96
12/18/19;339,22;339,45
12/17/19;339,37;339,60
12/16/19;339,26;339,48
12/13/19;336,85;337,07
12/12/19;336,82;337,05
12/11/19;333,97;334,18
12/10/19;333,00;333,22
12/09/19;333,38;333,58
12/06/19;334,44;334,64
12/05/19;331,38;331,61
12/04/19;330,90;331,11
12/03/19;328,82;329,03
12/02/19;331,03;331,23
11/29/19;333,91;334,12
11/27/19;335,25;335,46
11/26/19;333,86;334,07
11/25/19;333,13;333,33
11/22/19;330,64;330,85
11/21/19;329,91;330,13
11/20/19;330,45;330,66
11/19/19;331,71;331,90
11/18/19;331,90;332,10
11/15/19;331,75;331,93
11/14/19;329,22;329,40
11/13/19;328,94;329,12
11/12/19;328,71;328,89
11/11/19;328,19;328,37
11/08/19;328,85;329,02
11/07/19;328,02;328,18
11/06/19;327,13;327,29
11/05/19;326,91;327,06
11/04/19;327,29;327,44
11/01/19;326,06;326,24
10/31/19;322,92;323,11
10/30/19;323,92;324,09
10/29/19;322,87;323,04
10/28/19;323,14;323,31
10/25/19;321,33;321,52
10/24/19;320,01;320,21
10/23/19;319,44;319,60
10/22/19;318,53;318,69
10/21/19;319,66;319,83
10/18/19;317,46;317,65
10/17/19;318,71;318,90
10/16/19;317,83;318,02
10/15/19;318,47;318,66
10/14/19;315,32;315,52
10/11/19;315,75;315,96
10/10/19;312,30;312,54
10/09/19;310,31;310,55
10/08/19;307,52;307,74
10/07/19;312,38;312,61
10/04/19;313,80;314,01
10/03/19;309,41;309,61
10/02/19;306,97;307,16
10/01/19;312,57;312,76
09/30/19;316,47;316,64
09/27/19;314,89;315,05
09/26/19;316,56;316,74
09/25/19;317,33;317,51
09/24/19;315,40;315,57
09/23/19;318,08;318,24
09/20/19;318,11;318,28
09/19/19;319,67;319,84
09/18/19;319,67;319,83
09/17/19;319,56;319,72
09/16/19;318,75;318,90
09/13/19;319,76;319,90
09/12/19;319,99;320,14
09/11/19;319,06;319,22
09/10/19;316,78;316,93
09/09/19;316,66;316,82
09/06/19;316,68;316,85
09/05/19;316,39;316,57
09/04/19;312,31;312,50
09/03/19;308,97;309,15
08/30/19;311,12;311,30
08/29/19;310,92;311,10
08/28/19;307,02;307,20
08/27/19;305,02;305,20
08/26/19;306,00;306,18
08/23/19;302,68;302,86
08/22/19;310,75;310,92
08/21/19;310,91;311,08
08/20/19;308,37;308,54
08/19/19;310,83;311,00
08/16/19;307,12;307,28
08/15/19;302,74;302,91
08/14/19;302,01;302,16
08/13/19;311,13;311,28
08/12/19;306,60;306,75
08/09/19;310,31;310,47
08/08/19;312,37;312,53
08/07/19;306,63;306,78
08/06/19;306,40;306,54
08/05/19;302,48;302,60
08/02/19;311,77;311,89
08/01/19;314,07;314,18
07/31/19;316,92;317,03
07/30/19;320,41;320,52
07/29/19;321,23;321,35
07/26/19;321,73;321,87
07/25/19;319,41;319,51
07/24/19;321,10;321,20
07/23/19;319,59;319,70
07/22/19;317,41;317,53
07/19/19;316,51;316,63
07/18/19;318,47;318,60
07/17/19;317,35;317,46
07/16/19;319,44;319,55
07/15/19;320,50;320,64
07/12/19;320,45;320,58
07/11/19;318,95;319,11
07/10/19;318,21;318,38
07/09/19;316,78;316,95
07/08/19;316,42;316,56
07/05/19;317,96;318,10
07/03/19;318,56;318,67
07/02/19;316,13;316,25
07/01/19;315,22;315,32
06/28/19;312,82;312,92
06/27/19;311,02;311,13
06/26/19;309,84;309,95
06/25/19;310,23;310,33
06/24/19;313,20;313,31
06/21/19;313,74;313,85
06/20/19;314,14;314,25
06/19/19;311,18;311,30
06/18/19;310,26;310,37
06/17/19;307,26;307,38
06/14/19;306,97;307,10
06/13/19;307,48;307,59
06/12/19;306,23;306,34
06/11/19;306,85;306,96
06/10/19;306,95;307,07
06/07/19;305,53;305,65
06/06/19;302,35;302,47
06/05/19;300,51;300,63
06/04/19;298,09;298,19
06/03/19;291,83;291,93
05/31/19;292,63;292,75
05/30/19;296,54;296,66
05/29/19;295,92;296,04
05/28/19;297,99;298,10
05/24/19;300,51;300,62
05/23/19;300,10;300,21
05/22/19;303,73;303,83
05/21/19;304,58;304,69
05/20/19;302,01;302,12
05/17/19;304,08;304,18
05/16/19;305,87;305,96
05/15/19;303,20;303,27
05/14/19;301,45;301,50
05/13/19;299,06;299,11
05/10/19;306,44;306,50
05/09/19;305,30;305,37
05/08/19;306,24;306,29
05/07/19;306,74;306,79
05/06/19;311,89;311,94
05/03/19;313,30;313,34
05/02/19;310,32;310,34
05/01/19;310,98;311,01
04/30/19;313,35;313,36
04/29/19;313,05;313,06
04/26/19;312,73;312,72
04/25/19;311,27;311,27
04/24/19;311,56;311,38
04/23/19;312,24;312,06
04/22/19;309,51;309,33
04/18/19;309,20;309,02
04/17/19;308,71;308,53
04/16/19;309,40;309,23
04/15/19;309,24;309,08
04/12/19;309,44;309,27
04/11/19;307,40;307,24
04/10/19;307,38;307,23
04/09/19;306,32;306,16
04/08/19;308,20;308,03
04/05/19;307,88;307,71
04/04/19;306,46;306,29
04/03/19;305,81;305,65
04/02/19;305,15;305,00
04/01/19;305,15;304,99
03/29/19;301,65;301,50
03/28/19;299,64;299,49
03/27/19;298,57;298,42
03/26/19;299,96;299,81
03/25/19;297,80;297,67
03/22/19;298,06;297,92
03/21/19;303,83;303,68
03/20/19;300,57;300,42
03/19/19;301,46;301,31
03/18/19;301,50;301,35
03/15/19;300,39;300,24
03/14/19;298,90;298,75
03/13/19;299,15;299,01
03/12/19;297,09;296,94
03/11/19;296,23;296,07
03/08/19;291,93;291,79
03/07/19;292,54;292,41
03/06/19;294,95;294,81
03/05/19;296,88;296,74
03/04/19;297,23;297,08
03/01/19;298,39;298,24
02/28/19;296,36;296,19
02/27/19;297,20;297,03
02/26/19;297,37;297,20
02/25/19;297,61;297,43
02/22/19;297,24;297,06
02/21/19;295,34;295,17
02/20/19;296,39;296,22
02/19/19;295,86;295,69
02/15/19;295,42;295,25
02/14/19;292,23;292,07
02/13/19;293,04;292,85
02/12/19;292,14;291,97
02/11/19;288,40;288,25
02/08/19;288,19;288,05
02/07/19;288,00;287,85
02/06/19;290,72;290,57
02/05/19;291,36;291,22
02/04/19;289,99;289,85
02/01/19;288,04;287,90
01/31/19;287,79;287,64
01/30/19;285,34;285,19
01/29/19;280,98;280,83
01/28/19;281,37;281,23
01/25/19;283,60;283,46
01/24/19;281,20;281,07
01/23/19;280,81;280,69
01/22/19;280,20;280,07
01/18/19;284,23;284,09
01/17/19;280,52;280,39
01/16/19;278,40;278,28
01/15/19;277,78;277,67
01/14/19;274,87;274,72
01/11/19;276,32;276,17
01/10/19;276,36;276,21
01/09/19;275,12;274,97
01/08/19;274,00;273,85
01/07/19;271,37;271,22
01/04/19;269,49;269,33
01/03/19;260,54;260,39
01/02/19;267,17;267,00
12/31/18;266,83;266,66
12/28/18;264,59;264,42
12/27/18;264,92;264,74
12/26/18;262,66;262,50
12/24/18;250,25;250,09
12/21/18;257,23;257,06
12/20/18;262,63;262,47
12/19/18;266,84;266,67
12/18/18;271,02;270,84
12/17/18;270,99;270,82
12/14/18;276,73;276,56
12/13/18;282,13;281,95
12/12/18;282,17;282,00
12/11/18;280,64;280,48
12/10/18;280,75;280,58
12/07/18;280,25;280,09
12/06/18;286,94;286,78
12/04/18;287,38;287,21
12/03/18;296,99;296,82
11/30/18;293,78;293,61
11/29/18;291,39;291,22
11/28/18;292,02;291,86
11/27/18;285,47;285,31
11/26/18;284,54;284,38
11/23/18;280,19;280,03
11/21/18;282,04;281,88
11/20/18;281,20;281,03
11/19/18;286,41;286,22
11/16/18;291,26;291,07
11/15/18;290,59;290,42
11/14/18;287,51;287,37
11/13/18;289,70;289,57
11/12/18;290,12;290,00
11/09/18;295,95;295,82
11/08/18;298,70;298,57
11/07/18;299,44;299,32
11/06/18;293,21;293,11
11/05/18;291,38;291,28
11/02/18;289,76;289,66
11/01/18;291,59;291,50
10/31/18;288,54;288,46
10/30/18;285,45;285,36
10/29/18;281,04;280,96
10/26/18;282,89;282,81
10/25/18;287,86;287,80
10/24/18;282,61;282,54
10/23/18;291,62;291,54
10/22/18;293,29;293,15
10/19/18;294,54;294,42
10/18/18;294,65;294,52
10/17/18;298,95;298,82
10/16/18;299,02;298,90
10/15/18;292,73;292,61
10/12/18;294,46;294,35
10/11/18;290,34;290,22
10/10/18;296,45;296,32
10/09/18;306,53;306,39
10/08/18;306,99;306,83
10/05/18;307,10;306,95
10/04/18;308,81;308,65
10/03/18;311,35;311,20
10/02/18;311,13;310,97
10/01/18;311,23;311,10
09/28/18;310,10;309,97
09/27/18;310,10;309,97
09/26/18;309,25;309,12
09/25/18;310,27;310,14
09/24/18;310,69;310,54
09/21/18;311,80;311,64
09/20/18;311,90;311,75
09/19/18;309,48;309,33
09/18/18;309,08;308,94
09/17/18;307,42;307,29
09/14/18;309,13;309,01
09/13/18;309,05;308,93
09/12/18;307,42;307,30
09/11/18;307,34;307,19
09/10/18;306,21;306,05
09/07/18;305,63;305,47
09/06/18;306,30;306,15
09/05/18;307,42;307,27
09/04/18;308,26;308,13
08/31/18;308,78;308,64
08/30/18;308,74;308,60
08/29/18;310,10;309,98
08/28/18;308,35;308,22
08/27/18;308,26;308,13
08/24/18;305,90;305,79
08/23/18;304,01;303,91
08/22/18;304,53;304,42
08/21/18;304,66;304,54
08/20/18;304,03;303,91
08/17/18;303,30;303,18
08/16/18;302,29;302,17
08/15/18;299,91;299,80
08/14/18;302,19;302,09
08/13/18;300,28;300,18
08/10/18;301,49;301,38
08/09/18;303,66;303,54
08/08/18;304,11;303,98
08/07/18;304,20;304,06
08/06/18;303,34;303,21
08/03/18;302,28;302,14
08/02/18;300,87;300,74
08/01/18;299,41;299,27
07/31/18;299,76;299,58
07/30/18;298,26;298,12
07/27/18;299,99;299,85
07/26/18;301,97;301,83
07/25/18;302,86;302,74
07/24/18;300,12;300,01
07/23/18;298,69;298,59
07/20/18;298,16;298,04
07/19/18;298,44;298,32
07/18/18;299,62;299,51
07/17/18;298,98;298,86
07/16/18;297,80;297,68
07/13/18;298,10;297,98
07/12/18;297,77;297,66
07/11/18;295,19;295,08
07/10/18;297,31;297,19
07/09/18;296,28;296,16
07/06/18;293,68;293,57
07/05/18;291,22;291,10
07/03/18;288,73;288,61
07/02/18;290,16;290,05
06/29/18;289,28;289,16
06/28/18;289,06;288,94
06/27/18;287,29;287,17
06/26/18;289,78;289,66
06/25/18;289,14;289,02
06/22/18;293,15;293,04
06/21/18;292,60;292,50
06/20/18;294,48;294,37
06/19/18;293,99;293,87
06/18/18;295,20;295,05
06/15/18;295,83;295,68
06/14/18;296,12;295,98
06/13/18;295,40;295,25
06/12/18;296,59;296,45
06/11/18;296,08;295,93
06/08/18;295,77;295,61
06/07/18;294,85;294,69
06/06/18;295,05;294,90
06/05/18;292,54;292,40
06/04/18;292,33;292,19
06/01/18;291,02;290,89
05/31/18;287,90;287,77
05/30/18;289,89;289,76
05/29/18;286,26;286,13
05/25/18;289,61;289,48
05/24/18;290,30;290,16
05/23/18;290,88;290,75
05/22/18;289,94;289,81
05/21/18;290,87;290,72
05/18/18;288,73;288,59
05/17/18;289,49;289,35
05/16/18;289,74;289,60
05/15/18;288,59;288,42
05/14/18;290,59;290,41
05/11/18;290,33;290,16
05/10/18;289,83;289,66
05/09/18;287,14;286,97
05/08/18;284,39;284,22
05/07/18;284,46;284,30
05/04/18;283,48;283,32
05/03/18;279,88;279,73
05/02/18;280,51;280,36
05/01/18;282,54;282,40
04/30/18;281,82;281,68
04/27/18;284,15;284,01
04/26/18;283,84;283,69
04/25/18;280,93;280,76
04/24/18;280,43;280,25
04/23/18;284,31;284,05
04/20/18;284,30;284,03
04/19/18;286,74;286,48
04/18/18;288,39;288,13
04/17/18;288,16;287,89
04/16/18;285,12;284,85
04/13/18;282,82;282,56
04/12/18;283,64;283,38
04/11/18;281,32;281,06
04/10/18;282,89;282,62
04/09/18;278,23;277,97
04/06/18;277,31;277,05
04/05/18;283,53;283,25
04/04/18;281,60;281,32
04/03/18;278,39;278,11
04/02/18;274,92;274,64
03/29/18;281,21;280,92
03/28/18;277,39;277,10
03/27/18;278,19;277,91
03/26/18;283,09;282,80
03/23/18;275,61;275,32
03/22/18;281,53;281,22
03/21/18;288,83;288,48
03/20/18;289,35;289,01
03/19/18;288,92;288,58
03/16/18;293,10;292,74
03/15/18;292,59;292,24
03/14/18;292,81;292,47
03/13/18;294,51;294,15
03/12/18;296,40;296,04
03/09/18;296,78;296,42
03/08/18;291,71;291,35
03/07/18;290,41;290,06
03/06/18;290,54;290,20
03/05/18;289,78;289,43
03/02/18;286,61;286,28
03/01/18;285,18;284,83
02/28/18;289,04;288,68
02/27/18;292,30;291,92
02/26/18;296,06;295,67
02/23/18;292,60;292,24
02/22/18;288,00;287,63
02/21/18;287,69;287,35
02/20/18;289,29;288,94
02/16/18;290,99;290,63
02/15/18;290,88;290,53
02/14/18;287,41;287,06
02/13/18;283,62;283,27
02/12/18;282,87;282,53
02/09/18;278,98;278,65
02/08/18;274,89;274,55
02/07/18;285,62;285,26
02/06/18;287,05;286,69
02/05/18;282,14;281,78
02/02/18;294,22;293,82
02/01/18;300,58;300,18
01/31/18;300,79;300,38
01/30/18;300,65;300,23
01/29/18;303,97;303,54
01/26/18;306,03;305,60
01/25/18;302,43;302,02
01/24/18;302,22;301,84
01/23/18;302,38;302,01
01/22/18;301,74;301,35
01/19/18;299,34;298,94
01/18/18;298,03;297,63
01/17/18;298,52;298,12
01/16/18;295,73;295,34
01/12/18;296,77;296,38
01/11/18;294,77;294,39
01/10/18;292,72;292,34
01/09/18;293,04;292,66
01/08/18;292,66;292,28
01/05/18;292,18;291,80
01/04/18;290,14;289,76
01/03/18;288,96;288,60
01/02/18;287,13;286,76
12/29/17;284,78;284,40
12/28/17;286,25;285,88
12/27/17;285,74;285,36
12/26/17;285,51;285,13
12/22/17;285,80;285,43
12/21/17;285,93;285,57
12/20/17;285,38;285,00
12/19/17;285,63;285,24
12/18/17;286,55;286,16
12/15/17;285,02;284,63
12/14/17;282,50;282,10
12/13/17;283,66;283,25
12/12/17;283,78;283,39
12/11/17;283,36;282,95
12/08/17;282,45;282,05
12/07/17;280,92;280,50
12/06/17;280,10;279,68
12/05/17;280,13;279,72
12/04/17;281,18;280,76
12/01/17;281,48;281,06
11/30/17;282,06;281,63
11/29/17;279,75;279,34
11/28/17;279,84;279,45
11/27/17;277,12;276,72
11/24/17;277,21;276,83
11/22/17;276,64;276,26
11/21/17;276,86;276,47
11/20/17;275,06;274,67
11/17/17;274,70;274,32
11/16/17;275,42;275,04
11/15/17;273,18;272,81
11/14/17;274,70;274,32
11/13/17;275,32;274,96
11/10/17;275,05;274,69
11/09/17;275,30;274,93
11/08/17;276,35;275,97
11/07/17;275,95;275,57
11/06/17;276,00;275,63
11/03/17;275,67;275,28
11/02/17;274,82;274,43
11/01/17;274,76;274,37
10/31/17;274,32;273,94
10/30/17;274,07;273,68
10/27/17;274,96;274,56
10/26/17;272,76;272,36
10/25/17;272,45;272,01
10/24/17;273,70;273,29
10/23/17;273,18;272,84
10/20/17;274,26;273,93
10/19/17;272,86;272,54
10/18/17;272,77;272,45
10/17/17;272,56;272,25
10/16/17;272,38;272,06
10/13/17;271,90;271,59
10/12/17;271,67;271,35
10/11/17;272,12;271,81
10/10/17;271,63;271,32
10/09/17;271,00;270,69
10/06/17;271,49;271,18
10/05/17;271,78;271,47
10/04/17;270,26;269,95
10/03/17;269,92;269,61
10/02/17;269,33;269,03
09/29/17;268,27;267,99
09/28/17;267,29;267,00
09/27/17;266,97;266,68
09/26/17;265,89;265,60
09/25/17;265,87;265,58
09/22/17;266,46;266,17
09/21/17;266,29;266,00
09/20/17;267,10;266,81
09/19/17;266,95;266,64
09/18/17;266,66;266,34
09/15/17;266,27;265,96
09/14/17;265,77;265,47
09/13/17;266,05;265,76
09/12/17;265,85;265,56
09/11/17;264,96;264,67
09/08/17;262,11;261,83
09/07/17;262,49;262,22
09/06/17;262,52;262,27
09/05/17;261,70;261,45
09/01/17;263,70;263,44
08/31/17;263,18;262,92
08/30/17;261,69;261,42
08/29/17;260,49;260,22
08/28/17;260,27;260,00
08/25/17;260,14;259,87
08/24/17;259,71;259,44
08/23/17;260,25;259,98
08/22/17;261,16;260,88
08/21/17;258,60;258,31
08/18/17;258,29;258,01
08/17/17;258,78;258,49
08/16/17;262,83;262,54
08/15/17;262,45;262,17
08/14/17;262,59;262,30
08/11/17;259,98;259,69
08/10/17;259,65;259,36
08/09/17;263,45;263,17
08/08/17;263,54;263,26
08/07/17;264,18;263,90
08/04/17;263,75;263,47
08/03/17;263,26;262,97
08/02/17;263,82;263,55
08/01/17;263,67;263,42
07/31/17;263,02;262,77
07/28/17;263,20;262,96
07/27/17;263,56;263,32
07/26/17;263,81;263,57
07/25/17;263,73;263,50
07/24/17;263,03;262,73
07/21/17;263,32;263,01
07/20/17;263,42;263,11
07/19/17;263,46;263,15
07/18/17;262,06;261,74
07/17/17;261,90;261,59
07/14/17;261,92;261,60
07/13/17;260,70;260,38
07/12/17;260,22;259,90
07/11/17;258,33;258,01
07/10/17;258,53;258,21
07/07/17;258,29;257,97
07/06/17;256,65;256,33
07/05/17;259,07;258,76
07/03/17;258,70;258,38
06/30/17;258,09;257,79
06/29/17;257,70;257,39
06/28/17;259,94;259,62
06/27/17;257,68;257,36
06/26/17;259,78;259,45
06/23/17;259,70;259,37
06/22/17;259,29;258,96
06/21/17;259,42;259,08
06/20/17;259,57;259,23
06/19/17;261,31;260,98
06/16/17;259,16;258,82
06/15/17;259,07;258,75
06/14/17;259,64;259,33
06/13/17;259,90;259,59
06/12/17;258,72;258,42
06/09/17;258,97;258,67
06/08/17;259,18;258,89
06/07/17;259,11;258,82
06/06/17;258,71;258,41
06/05/17;259,43;259,13
06/02/17;259,75;259,45
06/01/17;258,78;258,49
05/31/17;256,84;256,55
05/30/17;256,95;256,67
05/26/17;257,24;256,98
05/25/17;257,16;256,90
05/24/17;256,01;255,76
05/23/17;255,38;255,13
05/22/17;254,92;254,66
05/19/17;253,60;253,35
05/18/17;251,90;251,65
05/17/17;250,98;250,72
05/16/17;255,62;255,37
05/15/17;255,80;255,54
05/12/17;254,58;254,33
05/11/17;254,96;254,70
05/10/17;255,50;255,26
05/09/17;255,23;254,97
05/08/17;255,49;255,23
05/05/17;255,49;255,22
05/04/17;254,45;254,18
05/03/17;254,29;254,03
05/02/17;254,61;254,36
05/01/17;254,30;254,05
04/28/17;253,86;253,61
04/27/17;254,35;254,10
04/26/17;254,20;253,96
04/25/17;254,33;254,08
04/24/17;252,79;252,55
04/21/17;250,07;249,84
04/20/17;250,83;250,60
04/19/17;248,95;248,72
04/18/17;249,38;249,15
04/17/17;250,10;249,87
04/13/17;247,97;247,74
04/12/17;249,67;249,44
04/11/17;250,61;250,38
04/10/17;250,96;250,74
04/07/17;250,79;250,57
04/06/17;251,00;250,77
04/05/17;250,52;250,29
04/04/17;251,28;251,06
04/03/17;251,15;250,92
03/31/17;251,56;251,33
03/30/17;252,13;251,90
03/29/17;251,39;251,16
03/28/17;251,12;250,89
03/27/17;249,32;249,08
03/24/17;249,58;249,34
03/23/17;249,79;249,55
03/22/17;250,05;249,81
03/21/17;249,58;249,34
03/20/17;252,71;252,47
03/17/17;253,21;252,98
03/16/17;253,53;253,31
03/15/17;253,95;253,73
03/14/17;251,84;251,62
03/13/17;252,70;252,47
03/10/17;252,61;252,38
03/09/17;251,78;251,56
03/08/17;251,58;251,36
03/07/17;252,15;251,93
03/06/17;252,88;252,67
03/03/17;253,71;253,50
03/02/17;253,59;253,37
03/01/17;255,07;254,87
02/28/17;251,63;251,43
02/27/17;252,28;252,08
02/24/17;252,03;251,82
02/23/17;251,65;251,45
02/22/17;251,54;251,34
02/21/17;251,79;251,61
02/17/17;250,28;250,10
02/16/17;249,87;249,68
02/15/17;250,07;249,90
02/14/17;248,84;248,66
02/13/17;247,84;247,66
02/10/17;246,54;246,37
02/09/17;245,67;245,50
02/08/17;244,26;244,09
02/07/17;244,09;243,92
02/06/17;244,03;243,87
02/03/17;244,54;244,38
02/02/17;242,78;242,62
02/01/17;242,65;242,48
01/31/17;242,57;242,41
01/30/17;242,79;242,63
01/27/17;244,27;244,09
01/26/17;244,47;244,30
01/25/17;244,65;244,48
01/24/17;242,71;242,54
01/23/17;241,15;240,96
01/20/17;241,79;241,61
01/19/17;240,99;240,80
01/18/17;241,86;241,67
01/17/17;241,42;241,24
01/13/17;242,14;241,96
01/12/17;241,70;241,51
01/11/17;242,22;242,03
01/10/17;241,53;241,35
01/09/17;241,53;241,35
01/06/17;242,39;242,21
01/05/17;241,55;241,36
01/04/17;241,73;241,55
01/03/17;240,36;240,17
12/30/16;238,35;238,15
12/29/16;239,46;239,26
12/28/16;239,53;239,33
12/27/16;241,54;241,35
12/23/16;241,00;240,81
12/22/16;240,70;240,50
12/21/16;241,14;240,95
12/20/16;241,74;241,55
12/19/16;240,86;240,67
12/16/16;240,39;240,20
12/15/16;240,80;240,62
12/14/16;239,87;239,69
12/13/16;241,84;241,65
12/12/16;240,28;240,08
12/09/16;240,55;240,35
12/08/16;239,12;238,93
12/07/16;238,60;238,42
12/06/16;235,49;235,32
12/05/16;234,69;234,52
12/02/16;233,35;233,16
12/01/16;233,26;233,07
11/30/16;234,07;233,89
11/29/16;234,70;234,52
11/28/16;234,38;234,20
11/25/16;235,62;235,44
11/23/16;234,70;234,52
11/22/16;234,51;234,33
11/21/16;234,00;233,83
11/18/16;232,29;232,10
11/17/16;232,84;232,65
11/16/16;231,75;231,57
11/15/16;232,13;231,93
11/14/16;230,41;230,21
11/11/16;230,45;230,24
11/10/16;230,77;230,56
11/09/16;230,29;230,11
11/08/16;227,79;227,59
11/07/16;226,93;226,74
11/04/16;222,00;221,81
11/03/16;222,37;222,18
11/02/16;223,34;223,16
11/01/16;224,80;224,63
10/31/16;226,33;226,17
10/28/16;226,36;226,19
10/27/16;227,06;226,90
10/26/16;227,75;227,58
10/25/16;228,14;227,97
10/24/16;229,04;228,84
10/21/16;227,95;227,76
10/20/16;227,97;227,78
10/19/16;228,28;228,09
10/18/16;227,78;227,60
10/17/16;226,40;226,20
10/14/16;227,09;226,89
10/13/16;227,04;226,85
10/12/16;227,74;227,55
10/11/16;227,48;227,29
10/10/16;230,34;230,16
10/07/16;229,29;229,10
10/06/16;230,04;229,85
10/05/16;229,93;229,74
10/04/16;228,95;228,75
10/03/16;230,10;229,89
09/30/16;230,86;230,65
09/29/16;229,04;228,82
09/28/16;231,20;230,98
09/27/16;229,98;229,76
09/26/16;228,51;228,29
09/23/16;230,49;230,27
09/22/16;231,83;231,59
09/21/16;230,34;230,10
09/20/16;227,85;227,61
09/19/16;227,77;227,54
09/16/16;227,77;227,55
09/15/16;228,64;228,41
09/14/16;226,35;226,12
09/13/16;226,49;226,26
09/12/16;229,89;229,66
09/09/16;226,57;226,34
09/08/16;232,27;232,03
09/07/16;232,78;232,55
09/06/16;232,82;232,58
09/02/16;232,13;231,89
09/01/16;231,16;230,92
08/31/16;231,16;230,93
08/30/16;231,72;231,48
08/29/16;232,17;231,93
08/26/16;230,96;230,73
08/25/16;231,33;231,09
08/24/16;231,64;231,41
08/23/16;232,86;232,63
08/22/16;232,40;232,17
08/19/16;232,53;232,30
08/18/16;232,87;232,64
08/17/16;232,36;232,13
08/16/16;231,93;231,70
08/15/16;233,21;232,97
08/12/16;232,56;232,32
08/11/16;232,75;232,51
08/10/16;231,64;231,41
08/09/16;232,30;232,08
08/08/16;232,21;231,99
08/05/16;232,42;232,20
08/04/16;230,44;230,22
08/03/16;230,40;230,17
08/02/16;229,68;229,45
08/01/16;231,15;230,92
07/29/16;231,44;231,21
07/28/16;231,06;230,84
07/27/16;230,69;230,47
07/26/16;230,97;230,74
07/25/16;230,90;230,67
07/22/16;231,60;231,36
07/21/16;230,56;230,32
07/20/16;231,40;231,15
07/19/16;230,42;230,17
07/18/16;230,74;230,50
07/15/16;230,20;229,95
07/14/16;230,41;230,16
07/13/16;229,20;228,96
07/12/16;229,17;228,93
07/11/16;227,57;227,34
07/08/16;226,80;226,56
07/07/16;223,40;223,16
07/06/16;223,59;223,36
07/05/16;222,41;222,16
