Date;Composite;S&P 500 (SP50)
10/17/11;127,73;127,74
10/14/11;130,26;130,26
10/13/11;128,04;128,04
10/12/11;128,42;128,42
10/11/11;127,17;127,17
10/10/11;127,10;127,10
10/07/11;122,90;122,91
10/06/11;123,92;123,92
10/05/11;121,68;121,69
10/04/11;119,55;119,56
10/03/11;116,93;116,93
09/30/11;120,34;120,35
09/29/11;123,43;123,43
09/28/11;122,44;122,44
09/27/11;125,03;125,03
09/26/11;123,70;123,71
09/23/11;120,89;120,89
09/22/11;120,15;120,15
09/21/11;124,12;124,11
09/20/11;127,88;127,87
09/19/11;128,09;128,08
09/16/11;129,36;129,35
09/15/11;128,63;128,62
09/14/11;126,46;126,44
09/13/11;124,77;124,76
09/12/11;123,65;123,63
09/09/11;122,79;122,78
09/08/11;126,16;126,15
09/07/11;127,52;127,50
09/06/11;123,97;123,95
09/02/11;124,90;124,88
09/01/11;128,14;128,12
08/31/11;129,68;129,66
08/30/11;129,04;129,02
08/29/11;128,74;128,72
08/26/11;125,20;125,18
08/25/11;123,33;123,32
08/24/11;125,29;125,27
08/23/11;123,67;123,64
08/22/11;119,57;119,54
08/19/11;119,54;119,51
08/18/11;121,36;121,33
08/17/11;127,02;127,00
08/16/11;126,91;126,88
08/15/11;128,16;128,12
08/12/11;125,43;125,39
08/11/11;124,77;124,74
08/10/11;119,25;119,22
08/09/11;124,77;124,73
08/08/11;119,12;119,08
08/05/11;127,61;127,58
08/04/11;127,68;127,66
08/03/11;134,09;134,07
08/02/11;133,42;133,40
08/01/11;136,92;136,90
07/29/11;137,48;137,46
07/28/11;138,38;138,36
07/27/11;138,83;138,80
07/26/11;141,70;141,68
07/25/11;142,32;142,27
07/22/11;143,12;143,07
07/21/11;143,00;142,94
07/20/11;141,08;141,03
07/19/11;141,18;141,13
07/18/11;138,92;138,86
07/15/11;140,06;140,00
07/14/11;139,29;139,23
07/13/11;140,23;140,17
07/12/11;139,80;139,74
07/11/11;140,42;140,36
07/08/11;143,01;142,94
07/07/11;144,01;143,95
07/06/11;142,52;142,46
07/05/11;142,37;142,31
07/01/11;142,56;142,50
06/30/11;140,54;140,48
06/29/11;139,12;139,07
06/28/11;137,98;137,93
06/27/11;136,22;136,17
06/24/11;134,98;134,93
06/23/11;136,58;136,53
06/22/11;136,97;136,92
06/21/11;137,87;137,81
06/20/11;136,04;135,98
06/17/11;135,31;135,25
06/16/11;134,90;134,84
06/15/11;134,66;134,61
06/14/11;137,05;136,99
06/13/11;135,34;135,29
06/10/11;135,25;135,20
06/09/11;137,17;137,12
06/08/11;136,16;136,11
06/07/11;136,73;136,68
06/06/11;136,86;136,81
06/03/11;138,34;138,30
06/02/11;139,70;139,66
06/01/11;139,87;139,83
05/31/11;143,14;143,09
05/27/11;141,64;141,59
05/26/11;141,06;141,02
05/25/11;140,50;140,46
05/24/11;140,06;140,02
05/23/11;140,18;140,13
05/20/11;141,87;141,82
05/19/11;142,97;142,92
05/18/11;142,65;142,61
05/17/11;141,41;141,37
05/16/11;141,48;141,42
05/13/11;142,36;142,30
05/12/11;143,52;143,46
05/11/11;142,81;142,76
05/10/11;144,41;144,37
05/09/11;143,26;143,21
05/06/11;142,61;142,56
05/05/11;142,07;142,02
05/04/11;143,37;143,32
05/03/11;144,36;144,31
05/02/11;144,85;144,80
04/29/11;145,10;145,05
04/28/11;144,77;144,72
04/27/11;144,26;144,21
04/26/11;143,36;143,31
04/25/11;142,08;142,03
04/21/11;142,30;142,26
04/20/11;141,56;141,51
04/19/11;139,67;139,63
04/18/11;138,87;138,83
04/15/11;140,42;140,38
04/14/11;139,88;139,83
04/13/11;139,86;139,82
04/12/11;139,83;139,79
04/11/11;140,93;140,89
04/08/11;141,32;141,28
04/07/11;141,89;141,85
04/06/11;142,11;142,07
04/05/11;141,80;141,76
04/04/11;141,82;141,78
04/01/11;141,77;141,73
03/31/11;141,08;141,03
03/30/11;141,33;141,29
03/29/11;140,40;140,35
03/28/11;139,41;139,37
03/25/11;139,80;139,75
03/24/11;139,36;139,31
03/23/11;138,07;138,02
03/22/11;137,66;137,62
03/21/11;138,15;138,11
03/18/11;136,11;136,07
03/17/11;135,53;135,49
03/16/11;133,73;133,70
03/15/11;136,39;136,36
03/14/11;137,94;137,90
03/11/11;138,78;138,74
03/10/11;137,80;137,76
03/09/11;140,46;140,41
03/08/11;140,65;140,61
03/07/11;139,41;139,36
03/04/11;140,57;140,53
03/03/11;141,62;141,58
03/02/11;139,22;139,18
03/01/11;138,99;138,96
02/28/11;141,22;141,18
02/25/11;140,43;140,40
02/24/11;138,97;138,93
02/23/11;139,11;139,07
02/22/11;139,97;139,93
02/18/11;142,90;142,86
02/17/11;142,62;142,59
02/16/11;142,18;142,15
02/15/11;141,30;141,26
02/14/11;141,76;141,72
02/11/11;141,42;141,39
02/10/11;140,64;140,61
02/09/11;140,54;140,51
02/08/11;140,92;140,90
02/07/11;140,33;140,31
02/04/11;139,46;139,44
02/03/11;139,06;139,04
02/02/11;138,73;138,71
02/01/11;139,11;139,09
01/31/11;136,84;136,81
01/28/11;135,80;135,77
01/27/11;138,27;138,24
01/26/11;137,96;137,93
01/25/11;137,38;137,35
01/24/11;137,35;137,31
01/21/11;136,55;136,51
01/20/11;136,22;136,18
01/19/11;136,39;136,36
01/18/11;137,78;137,76
01/14/11;137,59;137,57
01/13/11;136,59;136,56
01/12/11;136,82;136,79
01/11/11;135,60;135,57
01/10/11;135,10;135,07
01/07/11;135,28;135,25
01/06/11;135,52;135,50
01/05/11;135,81;135,79
01/04/11;135,14;135,11
01/03/11;135,32;135,29
12/31/10;133,81;133,78
12/30/10;133,83;133,80
12/29/10;134,04;134,01
12/28/10;133,90;133,87
12/27/10;133,80;133,77
12/23/10;133,72;133,69
12/22/10;133,94;133,91
12/21/10;133,49;133,46
12/20/10;132,69;132,66
12/17/10;132,35;132,32
12/16/10;132,24;132,21
12/15/10;131,43;131,40
12/14/10;132,10;132,07
12/13/10;131,98;131,95
12/10/10;131,97;131,94
12/09/10;131,18;131,16
12/08/10;130,69;130,66
12/07/10;130,20;130,17
12/06/10;130,15;130,11
12/03/10;130,32;130,28
12/02/10;129,98;129,94
12/01/10;128,34;128,29
11/30/10;125,62;125,58
11/29/10;126,39;126,35
11/26/10;126,56;126,52
11/24/10;127,51;127,47
11/23/10;125,64;125,60
11/22/10;127,46;127,42
11/19/10;127,66;127,62
11/18/10;127,34;127,29
11/17/10;125,42;125,37
11/16/10;125,39;125,34
11/15/10;127,46;127,41
11/12/10;127,61;127,56
11/11/10;129,14;129,09
11/10/10;129,68;129,64
11/09/10;129,11;129,07
11/08/10;130,16;130,12
11/05/10;130,44;130,40
11/04/10;129,94;129,89
11/03/10;127,48;127,43
11/02/10;127,01;126,96
11/01/10;126,03;125,99
10/29/10;125,91;125,87
10/28/10;125,97;125,92
10/27/10;125,86;125,78
10/26/10;126,20;126,12
10/25/10;126,20;126,12
10/22/10;125,93;125,85
10/21/10;125,63;125,55
10/20/10;125,40;125,33
10/19/10;124,10;124,02
10/18/10;126,10;126,02
10/15/10;125,19;125,11
10/14/10;124,94;124,86
10/13/10;125,40;125,32
10/12/10;124,51;124,43
10/11/10;124,04;123,96
10/08/10;124,02;123,94
10/07/10;123,27;123,19
10/06/10;123,48;123,39
10/05/10;123,55;123,47
10/04/10;121,03;120,95
10/01/10;122,01;121,93
09/30/10;121,47;121,39
09/29/10;121,85;121,77
09/28/10;122,16;122,08
09/27/10;121,57;121,50
09/24/10;122,26;122,19
09/23/10;119,73;119,65
09/22/10;120,74;120,66
09/21/10;121,32;121,24
09/20/10;121,63;121,55
09/17/10;119,81;119,73
09/16/10;119,71;119,63
09/15/10;119,75;119,68
09/14/10;119,33;119,25
09/13/10;119,41;119,34
09/10/10;118,10;118,03
09/09/10;117,52;117,46
09/08/10;116,96;116,89
09/07/10;116,21;116,14
09/03/10;117,56;117,49
09/02/10;116,02;115,96
09/01/10;114,98;114,91
08/31/10;111,68;111,62
08/30/10;111,65;111,58
08/27/10;113,32;113,24
08/26/10;111,47;111,40
08/25/10;112,33;112,26
08/24/10;111,96;111,89
08/23/10;113,61;113,54
08/20/10;114,07;114,00
08/19/10;114,49;114,42
08/18/10;116,47;116,39
08/17/10;116,30;116,22
08/16/10;114,90;114,82
08/13/10;114,89;114,80
08/12/10;115,35;115,27
08/11/10;115,97;115,89
08/10/10;119,34;119,25
08/09/10;120,06;119,97
08/06/10;119,40;119,31
08/05/10;119,85;119,76
08/04/10;120,00;119,91
08/03/10;119,27;119,19
08/02/10;119,85;119,76
07/30/10;117,27;117,18
07/29/10;117,26;117,17
07/28/10;117,75;117,66
07/27/10;118,57;118,48
07/26/10;118,70;118,61
07/23/10;117,38;117,29
07/22/10;116,42;116,34
07/21/10;113,85;113,78
07/20/10;115,33;115,25
07/19/10;114,02;113,95
07/16/10;113,35;113,27
07/15/10;116,71;116,64
07/14/10;116,57;116,50
07/13/10;116,59;116,51
07/12/10;114,82;114,75
07/09/10;114,74;114,67
07/08/10;113,92;113,85
07/07/10;112,86;112,78
07/06/10;109,43;109,36
07/02/10;108,84;108,78
07/01/10;109,36;109,28
06/30/10;109,71;109,64
06/29/10;110,83;110,76
06/28/10;114,36;114,31
06/25/10;114,59;114,54
06/24/10;114,26;114,21
06/23/10;116,22;116,16
06/22/10;116,57;116,51
06/21/10;118,47;118,41
06/18/10;118,93;118,87
06/17/10;118,77;118,72
06/16/10;118,62;118,56
06/15/10;118,68;118,63
06/14/10;115,95;115,91
06/11/10;116,16;116,12
06/10/10;115,65;115,61
06/09/10;112,34;112,30
06/08/10;113,00;112,97
06/07/10;111,78;111,74
06/04/10;113,32;113,27
06/03/10;117,35;117,31
06/02/10;116,88;116,84
06/01/10;113,95;113,89
05/28/10;115,94;115,88
05/27/10;117,40;117,34
05/26/10;113,66;113,60
05/25/10;114,31;114,25
05/24/10;114,27;114,21
05/21/10;115,76;115,70
05/20/10;114,05;113,99
05/19/10;118,67;118,61
05/18/10;119,29;119,22
05/17/10;121,01;120,94
05/14/10;120,87;120,81
05/13/10;123,18;123,12
05/12/10;124,70;124,63
05/11/10;123,01;122,94
05/10/10;123,43;123,36
05/07/10;118,23;118,17
05/06/10;120,07;120,00
05/05/10;124,09;124,02
05/04/10;124,91;124,84
05/03/10;127,96;127,89
04/30/10;126,30;126,23
04/29/10;128,44;128,37
04/28/10;126,80;126,73
04/27/10;125,98;125,92
04/26/10;128,98;128,93
04/23/10;129,53;129,49
04/22/10;128,62;128,57
04/21/10;128,32;128,28
04/20/10;128,45;128,41
04/19/10;127,42;127,38
04/16/10;126,85;126,81
04/15/10;128,93;128,89
04/14/10;128,82;128,78
04/13/10;127,40;127,36
04/12/10;127,31;127,27
04/09/10;127,09;127,05
04/08/10;126,24;126,21
04/07/10;125,82;125,78
04/06/10;126,57;126,52
04/05/10;126,36;126,31
04/01/10;125,36;125,32
03/31/10;124,44;124,40
03/30/10;124,85;124,80
03/29/10;124,83;124,80
03/26/10;124,13;124,09
03/25/10;124,03;124,00
03/24/10;124,25;124,21
03/23/10;124,94;124,90
03/22/10;124,05;124,01
03/19/10;123,42;123,38
03/18/10;124,06;124,01
03/17/10;124,09;124,05
03/16/10;123,37;123,34
03/15/10;122,42;122,38
03/12/10;122,37;122,33
03/11/10;122,39;122,35
03/10/10;121,91;121,86
03/09/10;121,36;121,31
03/08/10;121,15;121,11
03/05/10;121,18;121,13
03/04/10;119,50;119,45
03/03/10;119,06;119,01
03/02/10;119,01;118,96
03/01/10;118,73;118,68
02/26/10;117,54;117,49
02/25/10;117,37;117,32
02/24/10;117,62;117,57
02/23/10;116,49;116,44
02/22/10;117,92;117,86
02/19/10;118,04;117,99
02/18/10;117,78;117,73
02/17/10;117,01;116,96
02/16/10;116,52;116,46
02/12/10;114,46;114,41
02/11/10;114,78;114,72
02/10/10;113,68;113,62
02/09/10;113,93;113,87
02/08/10;112,46;112,41
02/05/10;113,47;113,41
02/04/10;113,15;113,09
02/03/10;116,78;116,72
02/02/10;117,42;117,36
02/01/10;115,92;115,86
01/29/10;114,30;114,23
01/28/10;115,43;115,36
01/27/10;116,81;116,74
01/26/10;116,24;116,18
01/25/10;116,73;116,67
01/22/10;116,20;116,13
01/21/10;118,83;118,76
01/20/10;121,12;121,06
01/19/10;122,42;122,35
01/15/10;120,90;120,84
01/14/10;122,22;122,17
01/13/10;121,93;121,87
01/12/10;120,93;120,86
01/11/10;122,07;122,01
01/08/10;121,86;121,80
01/07/10;121,50;121,45
01/06/10;121,02;120,96
01/05/10;120,95;120,90
01/04/10;120,58;120,52
12/31/09;118,68;118,62
12/30/09;119,89;119,82
12/29/09;119,86;119,80
12/28/09;120,03;119,96
12/24/09;119,88;119,83
12/23/09;119,26;119,20
12/22/09;118,98;118,93
12/21/09;118,56;118,50
12/18/09;117,33;117,27
12/17/09;116,65;116,59
12/16/09;118,05;117,99
12/15/09;117,92;117,85
12/14/09;118,57;118,51
12/11/09;117,75;117,69
12/10/09;117,32;117,26
12/09/09;116,63;116,58
12/08/09;116,19;116,15
12/07/09;117,39;117,36
12/04/09;117,69;117,65
12/03/09;117,04;117,00
12/02/09;118,03;117,99
12/01/09;117,99;117,95
11/30/09;116,58;116,55
11/27/09;116,14;116,11
11/25/09;118,18;118,14
11/24/09;117,65;117,61
11/23/09;117,71;117,67
11/20/09;116,13;116,09
11/19/09;116,51;116,47
11/18/09;118,09;118,05
11/17/09;118,15;118,11
11/16/09;118,04;118,00
11/13/09;116,36;116,32
11/12/09;115,69;115,65
11/11/09;116,89;116,85
11/10/09;116,31;116,27
11/09/09;116,31;116,27
11/06/09;113,78;113,74
11/05/09;113,50;113,46
11/04/09;111,36;111,32
11/03/09;111,24;111,20
11/02/09;110,97;110,93
10/30/09;110,26;110,22
10/29/09;113,44;113,41
10/28/09;110,95;110,91
10/27/09;113,16;113,12
10/26/09;113,54;113,49
10/23/09;114,89;114,84
10/22/09;116,30;116,26
10/21/09;115,07;115,03
10/20/09;116,09;116,06
10/19/09;116,82;116,79
10/16/09;115,73;115,70
10/15/09;116,68;116,64
10/14/09;116,20;116,16
10/13/09;114,19;114,16
10/12/09;114,51;114,48
10/09/09;114,01;113,98
10/08/09;113,37;113,34
10/07/09;112,53;112,50
10/06/09;112,23;112,19
10/05/09;110,71;110,68
10/02/09;109,09;109,05
10/01/09;109,58;109,55
09/30/09;112,48;112,44
09/29/09;112,85;112,82
09/28/09;113,11;113,07
09/25/09;111,13;111,09
09/24/09;111,81;111,77
09/23/09;112,88;112,85
09/22/09;114,03;114,00
09/21/09;113,28;113,25
09/18/09;113,67;113,64
09/17/09;113,37;113,34
09/16/09;113,72;113,69
09/15/09;112,01;111,97
09/14/09;111,66;111,62
09/11/09;110,96;110,92
09/10/09;111,11;111,07
09/09/09;109,96;109,92
09/08/09;109,11;109,07
09/04/09;108,15;108,12
09/03/09;106,75;106,72
09/02/09;105,85;105,82
09/01/09;106,20;106,16
08/31/09;108,60;108,57
08/28/09;109,48;109,45
08/27/09;109,70;109,67
08/26/09;109,39;109,36
08/25/09;109,39;109,35
08/24/09;109,13;109,09
08/21/09;109,19;109,15
08/20/09;107,19;107,16
08/19/09;106,03;106,00
08/18/09;105,31;105,27
08/17/09;104,26;104,22
08/14/09;106,85;106,81
08/13/09;107,77;107,73
08/12/09;107,03;106,99
08/11/09;105,81;105,77
08/10/09;107,16;107,13
08/07/09;107,53;107,49
08/06/09;106,11;106,06
08/05/09;106,70;106,66
08/04/09;107,02;106,97
08/03/09;106,70;106,65
07/31/09;105,08;105,04
07/30/09;105,00;104,96
07/29/09;103,76;103,73
07/28/09;104,24;104,21
07/27/09;104,52;104,48
07/24/09;104,20;104,17
07/23/09;103,89;103,85
07/22/09;101,50;101,49
07/21/09;101,56;101,54
07/20/09;101,19;101,17
07/17/09;100,04;100,03
07/16/09;100,08;100,07
07/15/09;99,22;99,21
07/14/09;96,37;96,36
07/13/09;95,86;95,85
07/10/09;93,53;93,52
07/09/09;93,90;93,89
07/08/09;93,57;93,56
07/07/09;93,73;93,72
07/06/09;95,61;95,60
07/02/09;95,37;95,36
07/01/09;98,22;98,22
06/30/09;97,79;97,79
06/29/09;98,63;98,63
06/26/09;97,74;97,75
06/25/09;97,89;97,89
06/24/09;95,83;95,84
06/23/09;95,21;95,21
06/22/09;94,99;95,00
06/19/09;97,99;97,99
06/18/09;97,69;97,69
06/17/09;96,87;96,87
06/16/09;97,00;97,01
06/15/09;98,26;98,26
06/12/09;100,65;100,65
06/11/09;100,51;100,51
06/10/09;99,90;99,90
06/09/09;100,24;100,25
06/08/09;99,90;99,90
06/05/09;100,00;100,00
